# This file is generated by MACS								
# ARGUMENTS LIST:								
# name = 11889.r1.32.1e-05								
# format = BED								
# ChIP-seq file = /projects/genauhpc/markus/Busslinger/2012Jul02/results/11889.8/macs/../subsample/sample/27277536/11889.r1.bed								
# control file = /projects/genauhpc/markus/Busslinger/2012Jul02/results/11889.8/macs/../subsample/input/22477991/10195.6.pe76.36.bowtie.r1.bed								
# effective genome size = 2.65e+09								
# tag size = 36								
# band width = 300								
# model fold = 17								
# pvalue cutoff = 1.00e-05								
# Ranges for calculating regional lambda are : peak_region,1000,5000,10000								
# unique tags in treatment: 25445452								
# total tags in treatment: 27277536								
# unique tags in control: 19975494								
# total tags in control: 22477991								
# d = 174								
chr	start	end	length	summit	tags	-10*log10(pvalue)	fold_enrichment	FDR(%)
chr11	119128887	119129738	852	342	31	57.54	6.32	19.58
chr11	119243295	119244626	1332	820	76	158.05	6.62	5.43
chr11	119252552	119254903	2352	2131	98	102.6	5.11	5.16
chr11	119352099	119353293	1195	906	51	98.07	5.92	5.43
chr11	119450351	119451460	1110	708	47	57.81	4.28	19.26
chr11	119532275	119532865	591	228	25	76.34	8.83	7.71
chr11	119570201	119571187	987	504	56	141.3	10.25	5.21
chr11	119641341	119642150	810	389	35	52.33	5.41	27.25
chr11	119657432	119658247	816	309	38	72.39	6.87	9.3
chr11	119774777	119775780	1004	663	39	57.68	3.85	19.41
chr11	119793144	119794065	922	497	36	52.5	4.61	27.07
chr11	119794136	119795573	1438	559	91	169.78	7.78	5.89
chr11	119799182	119800560	1379	598	83	117.1	5.64	4.88
chr11	119803180	119804194	1015	849	45	52.71	3.83	26.71
chr11	119815493	119818003	2511	968	126	79.94	4.12	7.16
chr11	119821681	119822732	1052	453	56	65.78	5.87	12.16
chr11	119847900	119848822	923	513	55	114.81	7.61	4.93
chr11	119895818	119896909	1092	450	87	252.34	13.54	8.69
chr11	119898073	119899149	1077	541	52	80.18	5.71	7.1
chr11	120049947	120051855	1909	1305	110	353.91	8.68	11.83
chr11	120060761	120061566	806	462	33	74.12	6.97	8.54
chr11	120080048	120080825	778	415	38	50.03	4.26	32.27
chr11	120085009	120085856	848	334	34	61.91	5.09	15.15
chr11	120090987	120093430	2444	1962	103	156.69	7.11	5.34
chr11	120098137	120099209	1073	581	48	114.82	7.79	4.93
chr11	120100588	120101871	1284	188	49	60	3.47	16.85
chr11	120103362	120104310	949	532	40	52	4.21	28.05
chr11	120111658	120114370	2713	1341	120	118.01	4.62	4.9
chr11	120122632	120124652	2021	1601	87	73.16	3.33	8.97
chr11	120165939	120167436	1498	1026	69	83.83	5.5	6.47
chr11	120171823	120173115	1293	363	44	53.92	4.73	24.64
chr11	120214771	120215784	1014	674	40	50.88	4.13	30.35
chr11	120226717	120227332	616	422	31	76.42	7.82	7.69
chr11	120305029	120305918	890	481	40	58.2	5.49	18.88
chr11	120433628	120435174	1547	924	84	150.11	8.2	5.37
chr11	120485763	120486946	1184	647	68	163.08	8.89	5.65
chr11	120487074	120487958	885	428	42	57.13	6.1	20.1
chr11	120488726	120489834	1109	752	47	61.95	5.49	15.1
chr11	120490742	120492632	1891	317	80	80.88	3.26	6.94
chr11	120519913	120520865	953	525	41	54.51	5.08	23.75
chr11	120521729	120522951	1223	361	45	51.89	4.58	28.34
chr11	120533772	120535032	1261	554	49	64.04	3.87	13.49
chr11	120574113	120575721	1609	591	69	63.63	3.72	13.88
chr11	120684869	120686540	1672	1284	73	100.86	5.08	5.22
chr11	120714688	120715772	1085	731	42	53.16	3.76	25.6
chr11	120851923	120853098	1176	560	47	59.95	4.13	16.91
chr11	121065344	121066579	1236	486	64	77.18	4.99	7.53
chr11	121120874	121121915	1042	256	38	71.04	5.16	9.81
chr11	121313071	121313652	582	174	23	50.41	5.14	31.58
chr11	121421357	121422020	664	346	25	54.89	5.48	23.23
chr11	121533843	121535286	1444	844	63	76.24	3.38	7.73
chr11	121547748	121548716	969	523	45	81.21	7.09	6.82
chr11	121556102	121557286	1185	518	73	141.97	6.1	5.19
chr12	3309841	3310905	1065	416	52	172.28	10.03	5.92
chr12	3390479	3391182	704	307	28	52.42	5.46	27.16
chr12	3426123	3427644	1522	521	104	321.66	17.19	11.34
chr12	3545358	3546234	877	379	42	124.38	9.47	5.04
chr12	3571484	3572416	933	466	42	95	6.17	5.45
chr12	3806178	3806836	659	452	22	54.11	5.58	24.32
chr12	3807084	3808601	1518	1364	59	171.23	7.2	5.93
chr12	3833529	3835152	1624	467	87	153.13	6.36	5.27
chr12	3843133	3844028	896	414	31	64.51	6.38	13.1
chr12	3855389	3857676	2288	565	119	142.63	5.01	5.2
chr12	3861495	3862369	875	508	42	109.17	9.67	5.01
chr12	3868113	3869174	1062	584	60	133.43	9.02	5.16
chr12	3892461	3893471	1011	474	49	60.36	5.26	16.51
chr12	4022467	4023296	830	386	30	71.55	8.64	9.6
chr12	4132959	4134101	1143	339	40	66.71	5.01	11.69
chr12	4598924	4600602	1679	762	67	176.1	6.45	5.93
chr12	4847998	4848886	889	435	41	93.18	5.49	5.67
chr12	4923534	4925444	1911	1493	85	112.61	4.81	4.94
chr12	5058146	5058577	432	171	16	57.48	6.6	19.61
chr12	8301825	8302967	1143	583	73	111.96	6.09	4.95
chr12	8351251	8352835	1585	650	84	118.23	7.17	4.92
chr12	8465118	8465964	847	418	28	54.86	4.96	23.27
chr12	8503075	8503702	628	406	21	50.12	4.9	32.11
chr12	8527719	8529088	1370	742	87	142.29	8.07	5.18
chr12	8647547	8648434	888	394	40	149.94	7.8	5.36
chr12	8680565	8681873	1309	393	59	126.22	5.49	5.08
chr12	8778002	8779354	1353	540	54	73.57	3.76	8.8
chr12	8849168	8850362	1195	597	78	127.7	6.77	5.07
chr12	8871113	8872306	1194	781	70	129.7	7.27	5.14
chr12	8976492	8977238	747	277	33	108.7	8.39	5.04
chr12	11272613	11273276	664	383	24	74.46	7.52	8.4
chr12	12178674	12179400	727	366	36	97.13	9.1	5.36
chr12	12308188	12309142	955	521	41	58.67	5.71	18.27
chr12	12327259	12328123	865	526	39	77.94	6.3	7.38
chr12	12503002	12504276	1275	791	67	101.73	5.04	5.19
chr12	12553094	12555037	1944	598	131	376.57	9.45	13.9
chr12	12587305	12588458	1154	800	43	70.11	5.06	10.15
chr12	12649786	12650656	871	421	47	197.82	16.2	6.79
chr12	12690634	12691584	951	728	36	52.16	4.58	27.68
chr12	12827613	12829027	1415	779	101	275.33	12.03	10.07
chr12	12948409	12949627	1219	420	48	94.2	6.68	5.55
chr12	13221496	13222099	604	402	23	64.92	6.52	12.71
chr12	13265213	13265870	658	390	20	55.08	6.6	22.96
chr12	15664313	15665330	1018	405	54	174.14	9.47	5.97
chr12	15724532	15725523	992	425	40	89.73	7.24	5.82
chr12	15761773	15762646	874	557	30	66.92	5.91	11.63
chr12	15807404	15808436	1033	551	44	120.08	9.02	5.03
chr12	16142525	16143372	848	418	37	90.89	7.1	5.79
chr12	16598122	16599061	940	487	38	54.68	5.08	23.48
chr12	16817305	16818007	703	311	29	89.35	6.74	5.86
chr12	16872323	16873347	1025	538	54	152.46	10.47	5.27
chr12	16901009	16901858	850	474	33	89.44	8.02	5.85
chr12	16901919	16902770	852	494	29	82.57	7.03	6.65
chr12	17007279	17008209	931	469	42	73.21	6.77	8.96
chr12	17437289	17438118	830	370	29	53.07	4.51	25.85
chr12	17501434	17502218	785	458	26	60.16	6.52	16.71
chr12	17517687	17518657	971	603	38	61.42	5.48	15.43
chr12	17625057	17625760	704	293	28	57.86	7	19.22
chr12	17688890	17689561	672	392	24	71.45	7.33	9.62
chr12	17696493	17698665	2173	1170	93	207.29	7.52	7.18
chr12	17716773	17718612	1840	994	85	192.97	6.91	6.54
chr12	17753804	17754660	857	470	37	97.53	9.38	5.39
chr12	21138271	21139291	1021	543	49	90.41	7.25	5.79
chr12	21341444	21342275	832	424	30	60.91	7.22	15.97
chr12	21378623	21380092	1470	385	64	156.54	6.32	5.32
chr12	21435745	21436545	801	304	28	68.52	7.02	10.92
chr12	21436574	21437330	757	458	40	119.56	9.43	4.99
chr12	25256862	25258034	1173	330	36	54.5	5.54	23.75
chr12	25335379	25336992	1614	1278	67	99.46	5.9	5.33
chr12	25391391	25393654	2264	457	91	69.95	3.72	10.26
chr12	25442852	25443858	1007	603	53	137.91	9.4	5.25
chr12	25447630	25448303	674	306	25	60.28	6.38	16.62
chr12	25515383	25516630	1248	888	45	104.36	6.66	5.17
chr12	25553229	25554159	931	439	65	253.29	16.87	8.86
chr12	25739369	25740288	920	597	50	58.58	4.37	18.39
chr12	25783217	25785625	2409	1378	108	133.68	4.42	5.17
chr12	25803866	25804916	1051	565	94	371.08	16.41	13.26
chr12	25827024	25827943	920	426	40	90.04	6.33	5.79
chr12	25841504	25842832	1329	717	173	762.39	22.97	27.78
chr12	25849222	25850900	1679	498	87	59.78	5.05	17.04
chr12	25862224	25864104	1881	770	89	187.16	6.77	6.36
chr12	25873274	25874819	1546	1012	134	336.17	10.21	11.04
chr12	25874875	25875923	1049	600	61	110.78	7.96	4.95
chr12	25893474	25894881	1408	485	63	62.66	4.61	14.64
chr12	25939284	25940272	989	512	59	173.77	12.27	5.93
chr12	25942016	25942869	854	461	32	65.5	7.52	12.3
chr12	25952690	25954833	2144	603	99	89.49	4.51	5.86
chr12	25996392	25997232	841	375	34	75.61	6.21	7.99
chr12	26000566	26001518	953	442	49	94.82	6.76	5.47
chr12	26073642	26074710	1069	417	56	78.24	6.27	7.3
chr12	26122924	26124409	1486	468	83	139.6	6.15	5.23
chr12	26295055	26295688	634	216	25	63.74	7.22	13.75
chr12	26333269	26334124	856	472	31	54.76	6.97	23.36
chr12	26387026	26387991	966	288	65	230.5	11.49	8.1
chr12	26869328	26870262	935	566	35	76.72	5.12	7.59
chr12	27083083	27083957	875	405	33	57.8	4.51	19.29
chr12	27099103	27100126	1024	579	38	82.79	4.7	6.59
chr12	27153539	27154899	1361	515	83	287.43	10.85	10.37
chr12	31268956	31269808	853	397	31	91.41	10.85	5.74
chr12	32183908	32185216	1309	560	54	80.15	4.27	7.1
chr12	32319309	32320231	923	341	35	103.33	6.45	5.16
chr12	32633897	32634830	934	313	33	73.38	5.45	8.88
chr12	32686377	32687284	908	330	51	152.64	9.5	5.29
chr12	32693963	32695153	1191	666	108	536.45	25.97	19.53
chr12	32699757	32700796	1040	571	53	107.55	6.12	5.08
chr12	32745191	32746808	1618	838	72	143.85	4.97	5.21
chr12	32796092	32797054	963	531	58	54.43	4.87	23.89
chr12	32812313	32813529	1217	638	81	243.53	9.02	8.52
chr12	32822819	32823806	988	446	40	64.86	5.81	12.74
chr12	32976406	32977211	806	435	33	59.43	4.93	17.38
chr12	33504433	33505271	839	481	31	74.25	7.1	8.48
chr12	33638707	33639713	1007	452	62	174.18	6.94	5.97
chr12	33720319	33721548	1230	448	45	97.42	7.68	5.38
chr12	33730261	33731287	1027	527	67	196.36	12.99	6.72
chr12	33831969	33832903	935	491	37	66.63	5.92	11.76
chr12	33845094	33846123	1030	294	39	52.88	4.79	26.25
chr12	33906842	33907592	751	369	26	50.75	6.77	30.63
chr12	35531880	35532787	908	555	35	69.65	5.64	10.34
chr12	35590905	35591764	860	475	36	90.58	8.4	5.78
chr12	35695918	35696858	941	442	40	101.07	8.85	5.2
chr12	35698302	35699031	730	387	27	66.73	6.17	11.7
chr12	35710604	35711215	612	239	20	59.21	6.53	17.65
chr12	35731146	35732958	1813	433	69	135.3	7.22	5.22
chr12	35808084	35808787	704	423	26	84.62	7.8	6.36
chr12	35951004	35952545	1542	958	72	118.95	8.7	4.95
chr12	36375275	36376129	855	476	49	81.72	6.02	6.71
chr12	36554058	36554959	902	593	31	56.09	5.43	21.36
chr12	36611373	36612607	1235	714	87	297.16	10.77	10.76
chr12	36755755	36756331	577	287	25	56.85	5.26	20.37
chr12	36940902	36941541	640	194	28	79.24	7.67	7.26
chr12	37659694	37660330	637	362	25	79.74	7.15	7.18
chr12	39504531	39505136	606	446	21	51.05	5.76	29.88
chr12	39505802	39507403	1602	1107	59	54.67	3.91	23.54
chr12	39656696	39657537	842	430	40	141.9	11.82	5.19
chr12	39658127	39658878	752	470	39	155.98	16.15	5.27
chr12	40948812	40950652	1841	440	84	189.97	5.74	6.41
chr12	41171597	41173925	2329	1827	97	294.65	10.19	10.54
chr12	41262299	41263533	1235	795	61	180.06	10.38	6.14
chr12	41290686	41291482	797	451	35	130	10.19	5.16
chr12	41352933	41353812	880	410	36	92.53	6.91	5.72
chr12	42052038	42052865	828	429	32	76.97	7.29	7.53
chr12	42979298	42980168	871	407	41	122.17	11.05	4.98
chr12	45429843	45430728	886	333	31	78.31	6.6	7.29
chr12	45540875	45542098	1224	375	58	152.7	6.37	5.29
chr12	52448545	52449490	946	391	42	128.54	10.03	5.07
chr12	52791737	52793826	2090	1535	108	309.35	11.06	10.7
chr12	52929761	52931408	1648	1230	75	253.39	8.68	8.89
chr12	52948769	52949543	775	401	50	200.36	12.89	6.93
chr12	53071824	53072755	932	499	37	117.31	8	4.87
chr12	53149907	53150882	976	447	65	155.1	8.46	5.31
chr12	53226654	53228272	1619	1164	76	176.92	8.12	6.01
chr12	53389286	53390153	868	457	31	66.52	7.67	11.86
chr12	53603969	53606571	2603	871	127	460.89	10.79	16.59
chr12	53708256	53708950	695	294	25	68.18	7.32	11.11
chr12	53812116	53813524	1409	630	61	168.86	8.52	5.85
chr12	53929703	53930856	1154	499	80	251.66	11.11	8.61
chr12	53947907	53948567	661	249	23	65.14	7.7	12.54
chr12	53951077	53952003	927	456	37	78.7	5.74	7.3
chr12	53996439	53997309	871	407	42	90.35	9.37	5.8
chr12	55287944	55289463	1520	441	69	54.03	3.83	24.47
chr12	55291888	55292754	867	427	37	53.52	4.51	25.14
chr12	55413505	55414993	1489	691	62	88.9	4.51	5.84
chr12	55502489	55503453	965	502	44	54.92	4.25	23.15
chr12	55505603	55506955	1353	731	65	101.18	5.11	5.19
chr12	55568468	55569213	746	447	29	59.78	5.99	17.03
chr12	55620090	55621019	930	459	44	127.83	9.47	5.08
chr12	55797320	55798013	694	375	24	51.92	4.51	28.23
chr12	56085857	56086523	667	174	24	50.05	5.41	32.18
chr12	56086662	56087735	1074	684	53	156.56	10.27	5.33
chr12	56099855	56100731	877	445	40	87.62	6.29	5.9
chr12	56461703	56462399	697	420	34	76.81	5.55	7.56
chr12	56489362	56491393	2032	1588	152	464.72	17.65	16.75
chr12	56559288	56560580	1293	387	52	59.44	4.51	17.38
chr12	56592841	56594413	1573	819	74	214.85	6.31	7.49
chr12	56921237	56922375	1139	765	44	58.02	4.19	19.04
chr12	57381610	57382332	723	399	25	76.3	7.2	7.74
chr12	58330929	58331980	1052	720	42	138.94	8.39	5.19
chr12	58639827	58640442	616	452	22	52.54	5.1	26.99
chr12	60231660	60233177	1518	1091	65	186.56	8.39	6.29
chr12	60307607	60308495	889	360	35	60.52	3.76	16.37
chr12	60363527	60364516	990	533	63	61.42	6.79	15.42
chr12	66065621	66067750	2130	277	86	166.56	5.61	5.8
chr12	66273143	66274179	1037	548	56	227.43	14.66	8.01
chr12	70269113	70270206	1094	744	40	75.58	5.87	8.04
chr12	70298168	70299230	1063	361	40	51.14	4.83	29.71
chr12	70328542	70329614	1073	458	47	109.65	6.15	4.98
chr12	70397194	70398210	1017	497	44	55.8	4.51	21.69
chr12	70472465	70474534	2070	1243	81	247.78	7.8	8.34
chr12	70523442	70524451	1010	510	46	63.77	5.08	13.73
chr12	70547398	70549653	2256	1760	120	146.71	6.02	5.28
chr12	70603117	70604081	965	419	39	57.23	5.16	19.97
chr12	70638157	70639722	1566	954	109	229.75	9.8	8.02
chr12	70639840	70640981	1142	684	58	61.69	6.17	15.25
chr12	70964404	70965827	1424	312	65	156.63	7.24	5.34
chr12	70993524	70994382	859	425	32	63.23	5.33	14.2
chr12	71087464	71088605	1142	628	51	122.92	7.73	4.97
chr12	71212631	71213421	791	458	27	52.01	5.59	28.06
chr12	71926100	71927178	1079	462	55	166.11	9.74	5.81
chr12	72068946	72070032	1087	756	53	208.36	12.59	7.18
chr12	72070220	72071225	1006	653	38	97.56	6.02	5.4
chr12	72100182	72100940	759	494	31	97.18	8.06	5.37
chr12	72115846	72117039	1194	545	56	162.43	9.12	5.61
chr12	72214556	72215816	1261	473	53	50.69	5.84	30.77
chr12	72410456	72410994	539	372	21	72.3	6.94	9.33
chr12	73186658	73187705	1048	568	40	78.76	4.92	7.3
chr12	73775030	73776416	1387	509	99	374.6	13.12	13.61
chr12	73861559	73863318	1760	455	77	236.68	12.97	8.48
chr12	73944760	73945643	884	435	47	134.68	11.58	5.18
chr12	74685059	74687155	2097	683	103	223.42	7.57	7.97
chr12	74788263	74789213	951	467	38	76.58	5.54	7.65
chr12	74880211	74881550	1340	539	63	74.94	4.51	8.22
chr12	74981388	74982182	795	369	41	69.32	6.07	10.48
chr12	76695948	76697303	1356	554	52	136.93	6.68	5.25
chr12	76918864	76920153	1290	169	48	59.46	3.47	17.34
chr12	76938425	76939113	689	399	26	50.49	5.44	31.32
chr12	77277982	77278710	729	429	25	64.63	6.82	12.98
chr12	77394132	77394739	608	294	24	61.78	6.77	15.19
chr12	77419736	77420831	1096	433	52	137.41	7.17	5.21
chr12	77470141	77472488	2348	1795	114	285.71	6.75	10.23
chr12	77585777	77586705	929	468	38	57.26	5.48	19.94
chr12	77628479	77629298	820	426	35	60.45	5.64	16.42
chr12	77633776	77635489	1714	722	113	401.21	16.6	14.24
chr12	77638276	77638874	599	371	33	87.55	7.29	5.93
chr12	77647826	77649570	1745	1319	87	120.53	7.43	5.04
chr12	77715517	77716525	1009	521	47	133.13	9.47	5.16
chr12	77811345	77811827	483	174	16	51.21	5.4	29.58
chr12	78062244	78063000	757	317	29	72.98	5.64	9
chr12	78063073	78063824	752	415	30	51.61	6.59	28.85
chr12	78231293	78232137	845	410	29	51.89	7.37	28.32
chr12	78235053	78235779	727	420	25	56.25	5.64	21.14
chr12	78338613	78341040	2428	1348	116	388.61	9.59	14.29
chr12	78667605	78668694	1090	710	43	52.69	4.07	26.73
chr12	78887258	78888202	945	502	41	91.7	9.1	5.71
chr12	79327167	79328530	1364	514	61	121.19	6.02	4.95
chr12	79457406	79458190	785	373	28	61.17	6.77	15.67
chr12	79848927	79850874	1948	1462	88	210.95	6.51	7.22
chr12	80024456	80025366	911	508	36	75.85	6.15	7.91
chr12	80272620	80273837	1218	445	48	70.01	4.51	10.22
chr12	80734398	80735213	816	397	32	62.27	6.94	14.83
chr12	80897780	80898707	928	431	43	134.25	10.79	5.22
chr12	81006828	81007979	1152	741	62	113.89	7.23	4.89
chr12	81045277	81046163	887	384	48	99.3	9.15	5.31
chr12	81213539	81214634	1096	727	40	77.73	4.87	7.44
chr12	81216069	81217857	1789	909	80	176.52	7.79	5.97
chr12	81329673	81331066	1394	441	81	219.97	11.28	7.72
chr12	81332101	81333338	1238	536	52	81.66	5.31	6.72
chr12	81360014	81362193	2180	1004	130	405.5	7.38	14.64
chr12	81535748	81536678	931	472	37	98.78	6.87	5.46
chr12	81537113	81538096	984	498	38	76.76	6.97	7.6
chr12	81859193	81860114	922	463	36	68.97	4.28	10.63
chr12	81891201	81892194	994	481	37	54.1	3.47	24.31
chr12	81934386	81935178	793	361	28	52.48	7.38	27.1
chr12	81954405	81955145	741	398	25	53.25	6.91	25.51
chr12	81985929	81987203	1275	562	79	278.77	11.71	10.26
chr12	82819928	82821319	1392	923	63	56.64	3.32	20.57
chr12	83223317	83224320	1004	418	59	177.95	9.64	6.03
chr12	83270487	83271822	1336	862	55	82	4.75	6.68
chr12	83663814	83664514	701	421	29	74.47	7.08	8.39
chr12	84826582	84828247	1666	843	59	89.39	5.33	5.87
chr12	84937505	84938644	1140	589	57	187.66	7.85	6.35
chr12	85103322	85104462	1141	734	43	57.02	5.13	20.15
chr12	85262855	85263603	749	375	30	79.31	7.05	7.25
chr12	85291078	85293078	2001	446	82	146.2	6.04	5.24
chr12	85516339	85517458	1120	427	61	119.17	6.24	4.96
chr12	85528848	85530628	1781	401	117	171.38	6.45	5.96
chr12	85533120	85535610	2491	932	96	84.17	3.61	6.48
chr12	85558926	85560489	1564	426	68	64.39	4.41	13.25
chr12	85657400	85658710	1311	728	62	118.72	5.21	4.95
chr12	85677843	85678964	1122	558	74	286.16	16.08	10.26
chr12	86083924	86084783	860	418	42	102.3	7.52	5.15
chr12	86091231	86092256	1026	508	62	111.06	7.6	4.95
chr12	86533276	86534473	1198	652	66	112.13	6.22	4.96
chr12	86712585	86713862	1278	861	70	247.3	10.53	8.41
chr12	86725903	86727335	1433	868	84	149.3	5.84	5.35
chr12	86735071	86735781	711	394	32	57.16	5.08	20.09
chr12	86758307	86759603	1297	780	228	1273.4	26.51	100
chr12	86763692	86765562	1871	1307	96	133.17	8.59	5.13
chr12	86776632	86777749	1118	470	62	94.55	4.76	5.52
chr12	86785484	86786424	941	422	40	60.76	4.7	16.15
chr12	86795503	86797335	1833	481	84	81.04	4.01	6.92
chr12	86803633	86804448	816	329	40	52.45	5.51	27.15
chr12	86812589	86816642	4054	592	196	220.2	5.51	7.75
chr12	86826452	86827281	830	328	32	70.94	6.87	9.84
chr12	86827531	86828208	678	332	25	60.85	5.58	16.08
chr12	86872654	86874547	1894	1193	95	168.98	5.08	5.86
chr12	86881811	86882851	1041	552	50	104.43	7.98	5.16
chr12	86970082	86971205	1124	778	50	53.28	4.72	25.52
chr12	86988322	86989517	1196	956	47	68.38	4.16	11.03
chr12	87086591	87087349	759	352	30	63.7	6.45	13.78
chr12	87310312	87311170	859	457	50	157.42	11.18	5.39
chr12	88108621	88109474	854	416	35	56.55	5.97	20.7
chr12	88139348	88140525	1178	533	128	619.22	27.29	24.18
chr12	88141559	88144311	2753	434	143	325.73	6.71	11.18
chr12	88159673	88160743	1071	712	42	83.12	5.64	6.57
chr12	88164815	88165927	1113	630	50	54.97	4.36	23.05
chr12	88170707	88171787	1081	587	49	69.24	5.34	10.49
chr12	88172895	88173845	951	414	57	109.34	7.7	4.97
chr12	88174614	88176036	1423	819	79	102.39	5.94	5.14
chr12	88200468	88201400	933	520	41	54.35	4.51	23.97
chr12	88208179	88209129	951	608	39	94.08	6.91	5.56
chr12	88224619	88226436	1818	1106	87	235.2	7.22	8.39
chr12	88228411	88230278	1868	654	69	83.22	4.79	6.57
chr12	88237538	88239299	1762	915	84	240.11	8.73	8.53
chr12	88252367	88253983	1617	1179	72	93.24	7.82	5.66
chr12	88540924	88541931	1008	481	44	91.46	6.02	5.74
chr12	88607645	88608558	914	565	35	66.28	4.1	11.97
chr12	88727944	88728855	912	443	44	174.13	12.59	5.96
chr12	88729151	88730109	959	663	40	132.59	8.39	5.17
chr12	88748426	88749654	1229	223	61	73.2	5.04	8.97
chr12	88784447	88785186	740	406	24	68.65	6.6	10.89
chr12	92827748	92828933	1186	545	46	139.98	7.8	5.27
chr12	92984394	92985092	699	281	31	115.43	10.55	4.93
chr12	93003268	93005001	1734	581	77	55.67	3.83	21.88
chr12	98299528	98300417	890	304	243	66.31	4.19	11.98
chr12	99912585	99913540	956	348	38	60.32	5.13	16.57
chr12	99933852	99934907	1056	479	53	105.17	6.77	5.17
chr12	100430042	100430996	955	432	51	150.14	11.48	5.33
chr12	100443701	100444525	825	448	33	77.44	6.94	7.46
chr12	100463300	100464084	785	447	51	137.9	10.03	5.25
chr12	100507565	100508304	740	395	27	50.12	5.1	32.11
chr12	100782254	100783118	865	379	35	61.15	5.99	15.69
chr12	100800251	100801408	1158	702	45	87	5.24	5.91
chr12	100801419	100803130	1712	469	81	229.37	10.41	7.98
chr12	100871312	100872527	1216	574	57	53.67	3.32	24.9
chr12	100878172	100880238	2067	500	127	171.07	7.22	5.92
chr12	101194392	101195208	817	462	51	88.98	5.94	5.85
chr12	101244562	101245572	1011	429	48	121.07	8.46	4.97
chr12	101406487	101407185	699	436	24	58.35	4.96	18.69
chr12	101425308	101426514	1207	757	55	75.63	4.1	7.99
chr12	101437137	101439438	2302	637	97	51.01	3.61	29.94
chr12	101514722	101516355	1634	497	72	83.71	5.08	6.46
chr12	101766239	101767782	1544	486	72	118.7	5.48	4.95
chr12	101919745	101920616	872	486	43	69.4	6.77	10.47
chr12	102014024	102015245	1222	355	117	432.6	15.64	15.55
chr12	102015720	102018569	2850	918	170	352.17	14.74	11.65
chr12	102266774	102268011	1238	746	52	73.79	4.19	8.73
chr12	103195662	103196709	1048	669	38	107.56	6.53	5.08
chr12	103385536	103386346	811	534	32	53.31	4.86	25.44
chr12	103490660	103491463	804	337	37	60.92	6.02	15.97
chr12	103521823	103523453	1631	1118	78	97.48	4.25	5.39
chr12	103532760	103534205	1446	809	65	61.83	4.01	15.19
chr12	103540379	103541702	1324	495	70	70.28	4.08	10.1
chr12	103606253	103606960	708	208	33	60.54	5.33	16.38
chr12	103681449	103682306	858	503	36	116.76	8.8	4.95
chr12	103683434	103684324	891	416	35	81.48	8.85	6.75
chr12	103707098	103708227	1130	788	42	89.35	5.81	5.86
chr12	103884001	103886698	2698	689	140	85.21	4.89	6.2
chr12	103936337	103937259	923	437	38	51.13	5.11	29.75
chr12	103943199	103944114	916	432	36	56.66	4.79	20.56
chr12	103981325	103982276	952	557	35	61.43	4.47	15.43
chr12	103995632	103997318	1687	445	83	83.32	4.75	6.53
chr12	104116338	104117127	790	419	27	80.26	6.6	7.1
chr12	104581367	104582386	1020	591	72	176.36	10.39	5.95
chr12	105299856	105300750	895	451	40	97.87	7.38	5.41
chr12	105989649	105990903	1255	582	46	79.33	5.11	7.24
chr12	106238807	106240134	1328	522	113	385.31	13.38	14.7
chr12	106240573	106242191	1619	497	75	58.21	3.61	18.87
chr12	106247631	106249106	1476	795	70	120.45	4.45	5.04
chr12	106250978	106252060	1083	437	80	273.24	11.98	10.1
chr12	106257514	106258696	1183	843	42	57.88	5.18	19.21
chr12	106259709	106260994	1286	393	56	95.61	5.73	5.4
chr12	107113866	107115301	1436	306	51	64.18	3.47	13.45
chr12	107204961	107205925	965	437	46	159.49	9.02	5.52
chr12	107209099	107209949	851	550	69	268.33	13.46	9.88
chr12	107248135	107248773	639	255	25	66.38	8.93	11.94
chr12	109241838	109242331	494	321	18	61.95	7.2	15.1
chr12	109416834	109417656	823	414	28	74.4	8.25	8.44
chr12	109417688	109418562	875	475	36	85.61	6.32	6.17
chr12	109449866	109450951	1086	577	72	189.98	10.82	6.42
chr12	109479174	109479908	735	460	25	60.39	6.52	16.5
chr12	109512345	109513569	1225	455	53	125.91	5.96	5.08
chr12	109513663	109515044	1382	1213	63	105.3	4.51	5.18
chr12	109716890	109717472	583	219	24	81.06	9.35	6.91
chr12	109869013	109869913	901	433	46	57.12	6.17	20.1
chr12	109938666	109940084	1419	907	74	161.06	9.72	5.57
chr12	110003401	110004961	1561	1016	75	166.46	5.74	5.83
chr12	110032135	110032705	571	346	19	54.78	5.64	23.36
chr12	110131803	110132813	1011	567	40	65.05	5.46	12.57
chr12	110675626	110676529	904	625	39	75.6	6.09	8.01
chr12	110679081	110680241	1161	707	74	185.55	8.34	6.22
chr12	110750273	110751293	1021	415	66	178.97	8.06	6.11
chr12	110766476	110768419	1944	1098	82	101.76	6.32	5.19
chr12	110769151	110770377	1227	449	58	73.92	4.51	8.62
chr12	111743811	111744814	1004	437	49	74.4	5.29	8.45
chr12	111839460	111840636	1177	427	47	59.85	4.45	16.93
chr12	111934563	111935437	875	512	36	95.56	5.64	5.39
chr12	111940927	111941774	848	423	43	89.13	7.41	5.86
chr12	112082961	112083790	830	505	29	53.07	4.51	25.85
chr12	112088210	112089267	1058	329	38	74.66	6.32	8.33
chr12	112127234	112128001	768	408	33	53.09	5.01	25.72
chr12	112145806	112147009	1204	552	67	123.52	7.61	5.01
chr12	112229535	112231117	1583	400	80	107.03	4.78	5.08
