# This file is generated by MACS								
# ARGUMENTS LIST:								
# name = 9102.4.pe100.36.bowtie.r1.27277536.32.1e-05								
# format = BED								
# ChIP-seq file = /projects/genauhpc/markus/Busslinger/2012Jul02/results/subsamples/9102.4.pe100.36.bowtie.r1.27277536.bed								
# control file = /projects/genauhpc/markus/Busslinger/2012Jul02/results/subsamples/10195.6.pe76.36.bowtie.r1.22477991.bed								
# effective genome size = 2.65e+09								
# tag size = 36								
# band width = 300								
# model fold = 17								
# pvalue cutoff = 1.00e-05								
# Ranges for calculating regional lambda are : peak_region,1000,5000,10000								
# unique tags in treatment: 22718727								
# total tags in treatment: 27277536								
# unique tags in control: 19975494								
# total tags in control: 22477991								
# d = 159								
chr	start	end	length	summit	tags	-10*log10(pvalue)	fold_enrichment	FDR(%)
chr1	192505625	192506404	780	464	26	68.16	8.42	4.24
chr1	192510560	192511249	690	406	21	62.67	7.09	5.79
chr1	192514026	192514943	918	741	29	79.01	6.28	2.58
chr1	192751994	192752877	884	414	56	223.83	15.5	1.38
chr1	192801769	192803691	1923	1024	90	252.48	8.87	1.58
chr1	192848697	192851232	2536	1425	145	436.33	10.14	2.79
chr1	192886356	192887541	1186	505	90	261.67	13.66	1.63
chr1	192909269	192910247	979	519	53	124.32	9.22	1.31
chr1	192920877	192921972	1096	367	37	57.1	4.95	8.29
chr1	193006064	193010017	3954	3630	210	377.21	6.57	2.03
chr1	193016913	193018469	1557	1266	62	86.21	6.38	2.02
chr1	193021618	193022672	1055	384	60	105.78	6.11	1.45
chr1	193047419	193048969	1551	821	73	116.84	5.5	1.37
chr1	193073663	193074476	814	375	33	62.08	6.41	6.06
chr1	193078265	193078796	532	287	25	60.6	6.38	6.64
chr1	193083989	193085355	1367	859	59	83.65	4.84	2.15
chr1	193101364	193102067	704	255	35	80.44	6.82	2.45
chr1	193103879	193105028	1150	922	43	63.01	4.54	5.75
chr1	193106350	193107945	1596	829	83	137.5	7.81	1.3
chr1	193123390	193124126	737	314	29	50.61	6.19	13.36
chr1	193141356	193142653	1298	384	63	119.54	4.67	1.33
chr1	193147275	193148263	989	299	54	86.23	8.73	2.02
chr1	193149171	193150633	1463	595	94	262.24	12.5	1.64
chr1	193150998	193152387	1390	849	77	205.06	9.01	1.33
chr1	193219715	193222032	2318	1872	128	257.19	6.57	1.58
chr1	193244465	193245415	951	648	51	127.39	9.74	1.29
chr1	193259011	193260223	1213	445	57	85.92	6.39	2.05
chr1	193281941	193282787	847	421	45	109.79	9.53	1.41
chr1	193296443	193297645	1203	842	46	63.57	4.7	5.59
chr1	193303566	193304661	1096	577	78	114.61	8.08	1.38
chr1	193344349	193345449	1101	340	40	58.13	4.87	7.87
chr1	193398575	193400379	1805	1377	122	242.94	7.47	1.47
chr1	193541384	193543545	2162	365	100	308.05	8.64	1.96
chr1	193644763	193646218	1456	558	75	86.4	5.53	2
chr1	193729799	193731826	2028	890	101	278.59	8.25	1.73
chr1	193798243	193800128	1886	547	102	171.34	6.14	1.29
chr1	193805176	193805961	786	261	31	64.07	6.53	5.44
chr1	193806913	193807672	760	367	33	67.28	7.9	4.49
chr1	193810607	193811585	979	392	48	100.43	7.05	1.51
chr1	193813700	193814422	723	374	39	96.34	8.97	1.64
chr1	193913004	193914207	1204	428	44	66.57	4.57	4.83
chr1	193915825	193916780	956	697	54	147.93	8.01	1.32
chr1	193960226	193961509	1284	655	70	254.98	10.51	1.58
chr1	193961949	193962875	927	487	53	261.73	16.9	1.63
chr1	194014274	194015058	785	569	36	106.75	8.62	1.44
chr1	194522696	194523500	805	352	30	56.75	4.32	8.55
chr1	194571847	194572920	1074	606	44	79.09	4.38	2.57
chr1	194596443	194597537	1095	428	60	184.33	11.06	1.33
chr1	194659524	194661998	2475	482	127	358.59	10.01	1.9
chr1	194680475	194681853	1379	634	58	58.14	3.49	7.87
chr1	194948734	194949470	737	401	33	64.07	5.19	5.45
chr1	194955887	194956786	900	614	48	102.28	6.22	1.45
chr1	194979197	194980333	1137	551	49	123.19	6.54	1.3
chr1	194999104	195000224	1121	629	63	91.3	5.79	1.78
chr1	195027357	195028158	802	376	44	105.59	8.37	1.44
chr1	195089919	195090857	939	580	39	50.74	5.14	13.26
chr1	195098361	195099076	716	462	32	98.75	8.51	1.58
chr1	195127305	195130229	2925	2546	177	250.31	9.22	1.56
chr1	195162537	195163883	1347	771	71	141.38	8.81	1.32
chr1	195164308	195166065	1758	387	116	236.19	9.6	1.45
chr1	195173569	195174970	1402	1167	64	95.34	6.57	1.65
chr1	196424413	196425008	596	313	18	50.7	7.25	13.3
chr1	196446210	196446971	762	246	31	108.87	7.24	1.42
chr1	196802315	196803438	1124	208	59	115.1	6.91	1.37
chr1	196918216	196919152	937	397	46	105.66	7.9	1.44
chr1	197002520	197003270	751	409	31	113.08	8.09	1.4
chr1	197027876	197028418	543	196	19	59.15	8.8	7.35
chr1	197167629	197168366	738	319	33	57.43	6.22	8.17
chr10	3113332	3113840	509	219	24	77.36	7.54	2.78
chr10	3134000	3135514	1515	277	117	562.03	17.7	3.6
chr10	3162702	3164918	2217	480	106	222.27	9.29	1.39
chr10	3187039	3188173	1135	686	94	319.54	14.86	1.9
chr10	3497745	3498808	1064	437	69	211.3	13.73	1.37
chr10	3557192	3557849	658	344	26	59.29	6.37	7.24
chr10	4521228	4523135	1908	983	125	287.51	10.41	1.83
chr10	4540196	4541701	1506	304	90	264.32	9.78	1.67
chr10	4714258	4714845	588	431	21	61.55	5.95	6.25
chr10	4741789	4742185	397	248	14	54.71	6.55	9.87
chr10	4853399	4853920	522	258	21	75.83	7.72	2.96
chr10	5151468	5152303	836	315	48	166.71	10.19	1.3
chr10	5266048	5266936	889	478	65	173.42	10.75	1.3
chr10	5558963	5559803	841	409	41	181.95	22.05	1.33
chr10	5570449	5571175	727	378	25	50.56	7.63	13.42
chr10	5745164	5745832	669	433	27	64.65	6.51	5.35
chr10	5773558	5773946	389	218	17	53.71	6.97	10.63
chr10	5835788	5836384	597	414	26	54.73	5.84	9.85
chr10	5913474	5914562	1089	664	86	342.32	15.74	1.92
chr10	5940616	5941468	853	150	31	63.54	5.22	5.59
chr10	5958902	5960136	1235	912	53	126.43	8.04	1.29
chr10	5989716	5991438	1723	684	67	51.44	4.07	12.6
chr10	6011492	6012486	995	561	45	127.74	9.64	1.28
chr10	6070330	6071038	709	421	26	75.35	7.14	3.01
chr10	6079134	6081087	1954	731	149	561.94	13.82	3.59
chr10	6084405	6085408	1004	611	49	148.58	10.96	1.33
chr10	6225138	6226082	945	567	74	294.8	14.46	1.82
chr10	6245939	6246812	874	408	48	89.84	6.76	1.87
chr10	6265804	6267006	1203	683	77	266.09	18.43	1.66
chr10	6372330	6373798	1469	435	122	368.93	10.94	1.94
chr10	6605360	6606422	1063	824	93	416.98	22.21	2.47
chr10	6711988	6713295	1308	464	77	77.42	6.59	2.76
chr10	7127989	7128542	554	155	17	55.78	8.08	9.12
chr10	7309271	7310651	1381	324	64	145.69	10.09	1.34
chr10	7382226	7383616	1391	944	104	480.94	12.17	2.82
chr10	7387029	7387958	930	235	34	61.14	5.89	6.38
chr10	7400296	7401988	1693	677	83	245.25	10.1	1.5
chr10	7445218	7446461	1244	543	66	176.82	9.36	1.31
chr10	7512292	7513108	817	379	46	106.15	12.1	1.45
chr10	7551484	7552665	1182	732	66	163.18	11.74	1.3
chr10	7558572	7560065	1494	1339	77	109.71	5.59	1.41
chr10	7561148	7562170	1023	592	47	59.03	4.37	7.42
chr10	7675956	7676819	864	158	49	225.97	10.12	1.4
chr10	7740830	7741537	708	426	31	74.68	6.58	3.14
chr10	7785383	7785995	613	333	28	63.23	5.92	5.71
chr10	7790911	7791676	766	316	30	59.72	7.66	7.03
chr10	7977345	7978082	738	430	27	63.01	7.04	5.75
chr10	8006997	8007744	748	351	34	81.29	8.93	2.34
chr10	8073251	8073804	554	257	21	59.95	6.02	6.97
chr10	8211505	8212117	613	202	23	51.12	5.99	12.88
chr10	8236257	8238997	2741	1873	243	1141.85	36.67	20.31
chr10	8449150	8449792	643	184	25	60.54	5.77	6.64
chr10	8523853	8524780	928	419	41	67.12	6.91	4.58
chr10	8525138	8525801	664	250	41	110.52	6.69	1.39
chr10	8605357	8606699	1343	480	92	385.51	16.69	2.09
chr10	8664774	8665613	840	306	29	57.02	4.52	8.34
chr10	8675185	8676225	1041	656	130	437.49	12.44	2.82
chr10	8789397	8790152	756	425	27	53.98	5.07	10.44
chr10	9394375	9395724	1350	712	51	107.49	6.03	1.42
chr10	9620037	9621428	1392	998	79	323.41	11.55	1.91
chr10	9627155	9627826	672	274	26	56.07	7.14	8.97
chr10	9711692	9712228	537	211	16	51.62	6.61	12.44
chr10	10040653	10041498	846	375	33	59.83	7.32	7.01
chr10	10109492	10109975	484	149	15	51.26	5.88	12.78
chr10	10191887	10192379	493	345	22	86.04	10.17	2.03
chr10	10868739	10869872	1134	493	82	338.38	14.95	1.92
chr10	11000418	11001377	960	345	49	129.02	6.81	1.27
chr10	11062815	11063981	1167	654	44	153.36	8.08	1.32
chr10	11197429	11197956	528	207	18	64.93	8.08	5.26
chr10	11211510	11212109	600	447	40	140.53	16.17	1.32
chr10	12586558	12589765	3208	1897	193	524.67	12.5	3.56
chr10	12642135	12643415	1281	435	54	115.37	6.64	1.37
chr10	12683185	12684564	1380	885	65	144.87	7.23	1.33
chr10	12810123	12810756	634	230	26	63.34	6.45	5.69
chr10	12912581	12913380	800	392	28	95.81	10.29	1.65
chr10	13193438	13194997	1560	216	72	194.35	6.6	1.34
chr10	13220589	13221365	777	391	52	110.27	8.57	1.4
chr10	13272458	13273378	921	457	74	373.69	27.1	2
chr10	13588236	13589168	933	482	36	76.11	4.61	2.93
chr10	13684122	13686317	2196	661	203	1163.44	23.44	22.81
chr10	13686375	13688382	2008	876	136	578.23	16.1	3.99
chr10	13702534	13703304	771	346	36	107.82	8.55	1.42
chr10	13737604	13738357	754	397	29	87.24	10.72	1.92
chr10	13805553	13806467	915	325	45	130.94	9.06	1.28
chr10	14264380	14265386	1007	677	39	120.25	7.9	1.32
chr10	14424702	14425495	794	649	43	161.99	11.06	1.32
chr10	16372107	16372885	779	360	30	84.52	9.03	2.09
chr10	17204532	17205711	1180	836	58	207.35	8.9	1.35
chr10	17282713	17283593	881	328	36	86.13	6.67	2.03
chr10	17441414	17444555	3142	2015	223	582.41	10.02	3.89
chr10	17492166	17492867	702	322	26	89.56	10.37	1.88
chr10	17666959	17668179	1221	943	52	145.6	6.7	1.34
chr10	17741846	17743323	1478	1262	91	264.07	9.81	1.67
chr10	17774890	17775934	1045	467	68	296.43	14.67	1.84
chr10	17896257	17896904	648	158	29	69.84	6.38	3.95
chr10	17930226	17931033	808	439	48	162.47	11.88	1.3
chr10	17954239	17955414	1176	372	46	115.96	6.08	1.37
chr10	18037967	18039468	1502	510	91	323.81	10.37	1.91
chr10	18149817	18150350	534	337	21	63.93	9.5	5.49
chr10	18150524	18151447	924	488	38	95.2	6.72	1.66
chr10	18347153	18347543	391	198	16	52.89	6.57	11.34
chr10	18564465	18565480	1016	575	40	85.54	5.53	2.06
chr10	18630456	18631059	604	242	20	56.38	7.37	8.83
chr10	18733917	18735745	1829	1350	153	672.2	22.49	4.82
chr10	18952282	18953206	925	536	72	218.67	10.41	1.39
chr10	19072528	19073184	657	156	27	65.47	4.61	5.05
chr10	19076567	19077374	808	397	34	81.6	6.45	2.32
chr10	19225716	19226784	1069	702	43	64.01	5.98	5.46
chr10	19227748	19228694	947	526	68	84.16	5.53	2.12
chr10	19311305	19312477	1173	792	73	265.52	10.19	1.66
chr10	19348214	19349285	1072	742	49	63.43	6.45	5.63
chr10	19379673	19380467	795	329	49	135.23	10.62	1.28
chr10	19411536	19412207	672	188	40	50.36	5.53	13.62
chr10	19533737	19534478	742	430	42	116.64	10.27	1.37
chr10	19535015	19535687	673	237	26	51.72	4.64	12.32
chr10	19569074	19570314	1241	824	61	111.8	8.29	1.4
chr10	19570321	19571637	1317	393	70	159.21	6.14	1.35
chr10	19626886	19627904	1019	343	49	149.23	8.7	1.33
chr10	19653066	19655424	2359	873	167	719.7	16.26	6.1
chr10	19711331	19712276	946	464	60	253.57	19.35	1.59
chr10	19742527	19743362	836	484	54	198.1	11.52	1.34
chr10	19743929	19744496	568	288	18	50.72	7.54	13.26
chr10	19868255	19868892	638	343	25	50.66	5.03	13.34
chr10	19914702	19915481	780	409	41	150.85	17.7	1.33
chr10	20031439	20033337	1899	1329	144	408.21	8.46	2.34
chr10	20067237	20068186	950	293	60	181.9	9.87	1.33
chr10	20346908	20348258	1351	594	46	67.4	5.27	4.45
chr10	20554790	20555685	896	485	49	70.24	7.64	3.9
chr10	20634223	20634717	495	158	18	52.51	6.21	11.62
chr10	20671608	20673066	1459	800	74	211.9	10.92	1.38
chr10	20820297	20821346	1050	363	50	89.52	5.88	1.88
chr10	20833633	20834095	463	194	17	54.5	6.01	9.96
chr10	20878495	20880025	1531	1113	73	165.92	10.09	1.29
chr10	20880226	20881295	1070	594	79	296.94	12.76	1.85
chr10	20908776	20909366	591	242	24	53.7	6.91	10.64
chr10	20912047	20912620	574	406	29	93.87	10.19	1.7
chr10	20954909	20955558	650	247	51	185.27	11.21	1.33
chr10	21015396	21016462	1067	402	53	121.53	7.9	1.31
chr10	21093970	21094539	570	281	22	53.06	5.2	11.21
chr10	21187863	21188729	867	594	42	65.55	5.53	5.04
chr10	21265179	21265861	683	331	25	68.5	9.59	4.17
chr10	21546316	21547625	1310	394	59	132.79	7.14	1.28
chr10	21626747	21627354	608	324	43	143.13	8.59	1.33
chr10	21643100	21643977	878	469	44	114.73	10.63	1.37
chr10	21712245	21713439	1195	764	51	69.86	7.27	3.94
chr10	21713465	21714839	1375	697	91	215.59	6.75	1.4
chr10	21868076	21870190	2115	995	100	237.81	10.6	1.44
chr10	21870991	21871565	575	361	20	72.05	8.08	3.54
chr10	21878130	21878532	403	222	20	81.65	8.24	2.32
chr10	21904255	21904925	671	438	29	87.24	6.89	1.92
chr10	21932021	21932440	420	275	15	58.91	7.35	7.46
chr10	21993105	21994321	1217	177	44	140.58	7.35	1.32
chr10	22001211	22002032	822	400	32	88.26	7.74	1.9
chr10	22002201	22003902	1702	625	92	263.84	11.98	1.67
chr10	22007036	22007945	910	573	38	88.74	5.99	1.89
chr10	22012995	22014299	1305	344	110	457.78	22.5	2.72
chr10	22017865	22018670	806	408	31	59.68	7.23	7.03
chr10	22025941	22027256	1316	557	64	150.23	8.13	1.33
chr10	22064142	22065058	917	645	30	88.65	7.35	1.89
chr10	22065310	22065921	612	345	19	56.24	7.45	8.91
chr10	22419588	22420176	589	291	29	71.79	7.5	3.59
chr10	22450935	22452055	1121	340	93	330.83	14.75	1.91
chr10	23790541	23791147	607	382	21	55.16	7.83	9.6
chr10	23868699	23869744	1046	434	47	117.25	8.76	1.36
chr10	24431035	24431858	824	494	29	66.74	7.74	4.75
chr10	24589400	24590288	889	453	52	146.49	8.69	1.35
chr10	24758555	24759084	530	200	25	88.31	9.95	1.9
chr10	24838670	24839347	678	368	26	55.37	6.69	9.41
chr10	25016573	25017416	844	391	50	191.31	14.09	1.3
chr10	25079134	25080530	1397	563	69	201.61	7.41	1.34
chr10	25123412	25124982	1571	661	117	345.21	14.17	1.87
chr10	25798163	25798754	592	274	19	56.24	8.51	8.91
chr10	26093321	26095144	1824	1531	94	311.49	9.4	1.97
chr10	26095149	26096033	885	685	32	68.54	8.13	4.16
chr10	26414978	26415646	669	298	26	64.88	6.87	5.27
chr10	26491888	26492668	781	344	49	260.75	21.31	1.62
chr10	26519245	26520031	787	285	31	69.23	5.53	4.05
chr10	27030436	27030908	473	287	15	52.47	7.35	11.68
chr10	27794166	27795208	1043	408	40	143.22	9.55	1.33
chr10	28212013	28212443	431	210	15	57.49	7.35	8.15
chr10	28866410	28867666	1257	1107	42	84.19	5.03	2.11
chr10	29032641	29033668	1028	421	67	287.76	16.59	1.83
chr10	29081221	29082299	1079	694	58	205.26	10.74	1.33
chr10	29729714	29730373	660	291	18	51.11	8.82	12.89
chr10	29919804	29920611	808	524	56	162.22	8.94	1.31
chr10	30319867	30320927	1061	670	98	454.86	22.82	2.68
chr10	30337765	30338708	944	473	60	134.84	7.99	1.28
chr10	30522386	30523285	900	624	37	120.42	9.11	1.31
chr10	30561878	30563350	1473	770	67	254.73	10.37	1.58
chr10	31328069	31329745	1677	1289	68	215.03	9.56	1.39
chr10	31548222	31548841	620	260	21	68.5	6.91	4.17
chr10	33670706	33671241	536	178	19	70.43	7.35	3.86
chr10	33738797	33740010	1214	912	87	316.1	11.91	1.88
chr10	33846894	33848048	1155	589	78	138.99	8.04	1.32
chr10	33926125	33927764	1640	636	75	197.6	9.05	1.34
chr10	34001789	34002954	1166	153	66	202.13	11.52	1.35
chr10	34017060	34018116	1057	240	52	117.97	6.71	1.35
chr10	34137850	34138786	937	378	39	92.98	6.12	1.73
chr10	36693673	36695286	1614	404	88	79.49	3.98	2.56
chr10	36856018	36857220	1203	761	50	146.54	9.51	1.35
chr10	36860120	36861506	1387	1057	55	127.31	11.16	1.29
chr10	36912227	36912839	613	325	25	51.41	5.69	12.62
chr10	37117059	37117779	721	520	27	83.62	5.98	2.15
chr10	38600219	38600915	697	330	29	50.34	4.99	13.65
chr10	38685045	38685777	733	363	26	61.63	6.78	6.21
chr10	38853395	38854943	1549	500	61	78.32	5.9	2.66
chr10	38890922	38892116	1195	804	44	59.27	5.41	7.26
chr10	38892675	38893476	802	437	40	78.04	6.83	2.69
chr10	38986037	38986696	660	438	30	78.54	7.19	2.64
chr10	39089011	39090520	1510	656	86	268.37	8.29	1.66
chr10	39131716	39133468	1753	467	83	75.66	6.58	2.97
chr10	39169903	39170712	810	321	31	52.75	4.74	11.45
chr10	39214633	39215488	856	443	40	53.6	3.78	10.7
chr10	39315228	39316129	902	317	35	52.87	5.53	11.37
chr10	39332688	39333623	936	315	51	111.11	5.88	1.39
chr10	39344746	39346311	1566	433	65	81.26	7.95	2.35
chr10	39360678	39361143	466	309	19	68.53	6.83	4.17
chr10	39450976	39452966	1991	713	93	274.62	9.31	1.68
chr10	39618423	39619425	1003	508	55	186.74	9.55	1.33
chr10	39861316	39862362	1047	852	35	65.87	6.66	4.97
chr10	39884635	39885278	644	401	26	50.16	5.94	13.8
chr10	39890779	39891515	737	444	40	124.47	7.71	1.31
chr10	39966459	39967334	876	432	54	174.37	11.06	1.3
chr10	39977157	39978127	971	317	56	182.81	13.36	1.34
chr10	40020421	40021679	1259	914	60	243.58	10.19	1.48
chr10	40021896	40022499	604	262	42	149.89	8.08	1.33
chr10	40068369	40070377	2009	1533	132	369.73	7.78	1.95
chr10	40182028	40182585	558	234	23	70.09	7.59	3.91
chr10	40402711	40403683	973	384	48	164.93	12.29	1.29
chr10	40457442	40457914	473	156	19	53.72	5.53	10.62
chr10	40602433	40604626	2194	1316	170	885.87	35.02	10.14
chr10	40705250	40705651	402	251	20	88.44	10.29	1.88
chr10	41022443	41023410	968	609	37	57.77	4.99	8.03
chr10	41099389	41100499	1111	348	40	62.06	4.25	6.07
chr10	41169769	41170648	880	408	41	108.82	11.06	1.41
chr10	41195704	41197374	1671	661	108	338.58	8.82	1.92
chr10	41209501	41210692	1192	737	64	140.45	7	1.32
chr10	41238420	41239714	1295	883	59	97.98	5.53	1.61
chr10	41272479	41273262	784	441	54	191.85	13.44	1.31
chr10	41284826	41285824	999	613	39	93.1	5.53	1.72
chr10	41292679	41293692	1014	573	71	109.82	6.19	1.41
chr10	41321906	41322671	766	374	28	59.2	5.65	7.27
chr10	41410660	41411286	627	310	23	51.92	5.24	12.14
chr10	41529152	41530766	1615	603	84	226.85	9.97	1.41
chr10	41606836	41607776	941	374	50	197.2	12.62	1.33
chr10	41687645	41688491	847	284	30	76.4	7.34	2.88
chr10	41808727	41809476	750	364	39	106.99	8.02	1.44
chr10	41907716	41908794	1079	433	67	250.87	11.46	1.56
chr10	41916622	41917751	1130	808	45	96.9	6.25	1.62
chr10	41993520	41995545	2026	936	80	159.75	5.43	1.36
chr10	41995618	41998737	3120	722	203	741.81	13.57	6.67
chr10	42197538	42198841	1304	679	62	126.71	5.92	1.29
chr10	42221174	42222580	1407	602	101	364.71	11.49	1.86
chr10	42299561	42300459	899	690	33	86.49	7.73	1.98
chr10	42301748	42303595	1848	898	90	300.44	8.64	1.9
chr10	42303641	42304874	1234	376	54	81.29	4.78	2.34
chr10	42353067	42353853	787	361	29	62.49	6.54	5.84
chr10	42356342	42357613	1272	409	54	77.4	4.92	2.76
chr10	42398331	42399341	1011	402	71	178.86	10.14	1.32
chr10	42540212	42541005	794	514	31	69.92	6.42	3.93
chr10	42561890	42562784	895	479	77	229.88	16.3	1.4
chr10	42617223	42618075	853	412	43	70.16	7.9	3.9
chr10	42666496	42667042	547	347	22	75.24	6.76	3.01
chr10	42724095	42725345	1251	398	46	101.87	6.92	1.46
chr10	42741269	42742631	1363	488	58	150.3	7.9	1.33
chr10	42940484	42941763	1280	367	55	73.18	4.88	3.3
chr10	43125878	43126544	667	338	26	59.25	6.91	7.27
chr10	43198161	43198809	649	493	23	59.41	5.48	7.17
chr10	43199063	43200091	1029	609	60	228.98	15.03	1.41
chr10	43230044	43231600	1557	1208	57	99.99	6.03	1.5
chr10	43260272	43261160	889	528	43	54.97	6.08	9.69
chr10	43297941	43300255	2315	1739	126	266.98	7.37	1.67
chr10	43359871	43360645	775	408	30	51.22	7.4	12.79
chr10	43361901	43362779	879	176	30	53.31	4.77	10.96
chr10	43374231	43375626	1396	584	50	71	4.25	3.71
chr10	43422494	43423323	830	435	42	58.74	5.53	7.53
chr10	43443130	43443893	764	368	42	112.65	8.69	1.4
chr10	43459930	43460848	919	533	47	73.28	4.12	3.3
chr10	43462337	43462999	663	450	32	63.01	6.91	5.75
chr10	43465587	43466823	1237	748	106	308.85	9.9	1.93
chr10	43484939	43485603	665	271	30	74.02	6.91	3.2
chr10	43534764	43535734	971	522	37	60.66	4.96	6.61
chr10	43538083	43539079	997	373	51	134.05	8.08	1.29
chr10	43547052	43547696	645	254	33	62.15	6	6.05
chr10	43549626	43551118	1493	605	91	236.63	10.32	1.43
chr10	43617952	43619085	1134	486	48	100.52	5.99	1.51
chr10	43620956	43621978	1023	282	44	129	8.21	1.27
chr10	43723132	43724736	1605	1041	91	281.62	7.37	1.76
chr10	43749156	43749849	694	411	31	90.23	9.05	1.85
chr10	43868212	43869372	1161	574	52	122.37	8.47	1.31
chr10	43987815	43988726	912	369	55	159.59	9.08	1.36
chr10	44176825	44177548	724	341	23	55.14	7.49	9.61
chr10	44178162	44179009	848	465	41	116.08	6.57	1.37
chr10	44257403	44258392	990	696	42	72.78	7.85	3.38
chr10	44324722	44325405	684	441	26	56.6	6.4	8.73
chr10	44786407	44787791	1385	495	73	230.42	8.47	1.41
chr10	44822803	44824415	1613	367	156	631.61	25.07	4.15
chr10	44826135	44827000	866	399	44	104.4	10.9	1.46
chr10	44980009	44980940	932	553	59	191.32	11.31	1.3
chr10	45008972	45009819	848	634	32	52.84	4.34	11.4
chr10	45055309	45056092	784	534	31	80.71	5.68	2.42
chr10	45205461	45206824	1364	1123	59	112.81	5.1	1.4
chr10	45297284	45297990	707	368	26	66.14	7.98	4.92
chr10	45519796	45520844	1049	713	59	200.64	14.81	1.33
chr10	45541927	45542608	682	396	23	54.63	10.24	9.89
chr10	45585387	45586163	777	328	25	56.71	7.74	8.59
chr10	48330211	48330674	464	157	15	53.5	6.61	10.78
chr10	50312084	50312972	889	352	46	212.24	15.43	1.36
chr10	50613902	50614463	562	194	21	70.38	6.43	3.86
chr10	50614570	50615203	634	358	20	59.35	8.77	7.19
chr10	50620284	50621210	927	597	35	67.49	4.15	4.41
chr10	51953140	51954267	1128	301	36	100.69	8.73	1.5
chr10	52101405	52102341	937	777	38	101.6	7.19	1.47
chr10	52108742	52109242	501	143	18	65.99	7.8	4.93
chr10	52136850	52137965	1116	362	50	178.27	13.33	1.32
chr10	52410377	52411349	973	139	40	141.15	7.09	1.32
chr10	52423937	52424431	495	354	20	56.27	5.03	8.92
chr10	53316249	53317837	1589	1339	71	201.35	7.49	1.34
chr10	53348962	53350333	1372	1049	74	341.94	12.49	1.92
chr10	53532614	53533765	1152	231	53	178.52	9.83	1.33
chr10	53793976	53794899	924	504	43	103.45	8.47	1.45
chr10	53795053	53796336	1284	531	68	251.01	11.52	1.56
chr10	55826357	55827038	682	325	41	179.96	14.71	1.31
chr10	55834714	55835999	1286	432	49	101.77	7.83	1.47
chr10	55948242	55949232	991	551	53	193.53	13.82	1.33
chr10	57205566	57207010	1445	912	70	286.59	10.91	1.82
chr10	57251622	57252643	1022	715	72	174.57	6.84	1.3
chr10	57351520	57352284	765	249	32	63.91	5.5	5.49
chr10	57686588	57688476	1889	158	197	150.81	4.72	1.33
chr10	57693885	57694196	312	157	29	100.66	8.34	1.5
chr10	57694346	57695717	1372	290	123	66.57	4.26	4.83
chr10	57717925	57718695	771	208	47	110.89	5.53	1.39
chr10	57785690	57786658	969	705	49	148.33	10.05	1.33
chr10	57804417	57804842	426	244	21	82.87	7.49	2.22
chr10	57833949	57834785	837	241	30	74.57	5.79	3.16
chr10	57908972	57910028	1057	631	77	359.66	19.91	1.91
chr10	57960207	57961177	971	508	53	209.05	11.77	1.37
chr10	58007190	58007563	374	219	22	100.52	10.37	1.51
chr10	58138085	58138679	595	442	29	83.73	8.61	2.16
chr10	58274774	58277072	2299	335	131	475.05	10.51	2.85
chr10	58549066	58549808	743	497	26	57.13	4.79	8.27
chr10	58612945	58613949	1005	651	35	53.63	4.32	10.65
chr10	58657530	58658037	508	302	22	59.97	7.9	6.97
chr10	58683853	58685587	1735	759	112	509.22	16.97	3.34
chr10	58742569	58743472	904	316	30	65.33	5.64	5.1
chr10	58785600	58787230	1631	531	103	391.99	13.04	2.2
chr10	58839512	58840238	727	280	27	61.29	6.31	6.35
chr10	58866170	58866611	442	142	17	52.35	6.64	11.82
chr10	59063014	59063639	626	373	22	57.48	6.08	8.14
chr10	59078276	59080010	1735	473	97	231.62	7.29	1.42
chr10	59164912	59165848	937	436	63	269.78	11.7	1.68
chr10	59341885	59343065	1181	435	98	359.66	12.33	1.91
chr10	59356776	59359063	2288	283	97	76.7	4.68	2.85
chr10	59359121	59360712	1592	642	144	439.25	16.3	2.69
chr10	59361963	59363200	1238	598	77	80.46	4.1	2.45
chr10	59364346	59365831	1486	524	67	65.1	4.98	5.2
chr10	59365865	59366807	943	594	36	53.83	4.67	10.55
chr10	59369684	59371456	1773	1009	67	118.77	7.9	1.34
chr10	59371458	59372903	1446	980	102	344.57	15.57	1.86
chr10	59373684	59374872	1189	809	54	102.43	6.06	1.45
chr10	59383535	59384892	1358	226	59	90.61	4.55	1.84
chr10	59395187	59395752	566	234	32	68.6	5.32	4.16
chr10	59404780	59406811	2032	802	116	467.61	15.71	2.77
chr10	59413073	59415763	2691	1892	209	926.31	18.99	11.48
chr10	59432475	59433821	1347	810	53	68.54	4.79	4.16
chr10	59436595	59438027	1433	743	133	418.56	11.35	2.5
chr10	59443332	59444049	718	441	33	59.97	5.18	6.97
chr10	59462433	59463297	865	481	40	78.19	6.27	2.67
chr10	59465100	59466327	1228	475	96	263.5	10.45	1.66
chr10	59528007	59528699	693	248	28	59.77	6	7.01
chr10	59543552	59545032	1481	715	70	104.39	6.55	1.46
chr10	59549511	59550012	502	256	27	82.06	6.81	2.28
chr10	59569400	59570641	1242	301	62	130.64	7.11	1.28
chr10	59586162	59587785	1624	889	63	57.3	4.88	8.22
chr10	59613648	59614925	1278	519	63	74.66	3.87	3.14
chr10	59624670	59625996	1327	428	62	104.6	6.91	1.44
chr10	59630672	59632652	1981	1333	308	1294.9	15.87	31.43
