name	chr	start	end	width	kwidth	read_region_sum	reads_per_width	reads_per_mil	reads_per_milp	reads_per_kwidth	reads_per_kwidthp	reads_per_kwidth_per_mil	reads_per_kwidth_per_milp	reads_per_kwidth_per_milp_l	norm_sigmoid	norm_zscore
isl_263	chr14	26309812	26309863	52	0.052	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_264	chr14	26620235	26620305	71	0.071	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_265	chr14	33135845	33135908	64	0.064	2	0.03125	20.1914146105076	1614.20500403551	31.25	25221.9531880549	315.490853289181	25221.9531880549	583112.618209989	0.599696875376913	0.691769407975829
isl_266	chr14	48797771	48797840	70	0.07	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_267	chr14	51470042	51470112	71	0.071	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_268	chr14	55548510	55548553	44	0.044	2	0.0454545454545455	20.1914146105076	1614.20500403551	45.4545454545455	36686.4773644435	458.895786602446	36686.4773644435	848163.808305439	0.599696875376913	0.691769407975829
isl_269	chr14	61845793	61845833	41	0.041	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_27	chr1	154990882	154990929	48	0.048	2	0.0416666666666667	20.1914146105076	1614.20500403551	41.6666666666667	33629.2709174065	420.654471052242	33629.2709174065	777483.490946653	0.599696875376913	0.691769407975829
isl_270	chr14	66247171	66247231	61	0.061	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_271	chr14	70551845	70551885	41	0.041	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_272	chr14	73945276	73945324	49	0.049	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_273	chr14	76130982	76131046	65	0.065	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_274	chr14	77629771	77629826	56	0.056	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_275	chr14	78936475	78936524	50	0.05	2	0.04	20.1914146105076	1614.20500403551	40	32284.1000807102	403.828292210152	32284.1000807102	746384.151308786	0.599696875376913	0.691769407975829
isl_276	chr14	106091250	106091314	65	0.065	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_277	chr14	120723599	120723651	53	0.053	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_278	chr14	121834187	121834232	46	0.046	2	0.0434782608695652	20.1914146105076	1614.20500403551	43.4782608695652	35091.4131312068	438.9437958806	35091.4131312068	811287.120987811	0.599696875376913	0.691769407975829
isl_279	chr15	7097669	7097723	55	0.055	2	0.0363636363636364	20.1914146105076	1614.20500403551	36.3636363636364	29349.1818915548	367.116629281957	29349.1818915548	678531.046644351	0.599696875376913	0.691769407975829
isl_28	chr1	157680832	157680879	48	0.048	2	0.0416666666666667	20.1914146105076	1614.20500403551	41.6666666666667	33629.2709174065	420.654471052242	33629.2709174065	777483.490946653	0.599696875376913	0.691769407975829
isl_280	chr15	8326697	8326749	53	0.053	2	0.0377358490566038	20.1914146105076	1614.20500403551	37.7358490566038	30456.6981893493	380.97008699071	30456.6981893493	704135.991800742	0.599696875376913	0.691769407975829
isl_281	chr15	10644042	10644101	60	0.06	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_282	chr15	25568157	25568203	47	0.047	2	0.0425531914893617	20.1914146105076	1614.20500403551	42.5531914893617	34344.7873199045	429.604566181013	34344.7873199045	794025.692881688	0.599696875376913	0.691769407975829
isl_283	chr15	25844460	25844518	59	0.059	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_284	chr15	25887332	25887370	39	0.039	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_285	chr15	36552039	36552103	65	0.065	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_286	chr15	36772173	36772224	52	0.052	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_287	chr15	38350293	38350357	65	0.065	2	0.0307692307692308	20.1914146105076	1614.20500403551	30.7692307692308	24833.9231390079	310.637147853963	24833.9231390079	574141.654852913	0.599696875376913	0.691769407975829
isl_288	chr15	39024851	39024889	39	0.039	2	0.0512820512820513	20.1914146105076	1614.20500403551	51.2820512820513	41389.8718983465	517.728579756605	41389.8718983465	956902.758088188	0.599696875376913	0.691769407975829
isl_289	chr15	44375006	44375054	49	0.049	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_29	chr1	161622249	161622295	47	0.047	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_290	chr15	53952466	53952525	60	0.06	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_291	chr15	57615754	57615814	61	0.061	2	0.0327868852459016	20.1914146105076	1614.20500403551	32.7868852459016	26462.3771153363	331.006796893567	26462.3771153363	611790.287958022	0.599696875376913	0.691769407975829
isl_292	chr15	58047172	58047225	54	0.054	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_293	chr15	58610868	58610907	40	0.04	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_294	chr15	59614967	59615009	43	0.043	2	0.0465116279069767	20.1914146105076	1614.20500403551	46.5116279069767	37539.6512566398	469.567781639712	37539.6512566398	867888.548033473	0.599696875376913	0.691769407975829
isl_295	chr15	59708840	59708885	46	0.046	2	0.0434782608695652	20.1914146105076	1614.20500403551	43.4782608695652	35091.4131312068	438.9437958806	35091.4131312068	811287.120987811	0.599696875376913	0.691769407975829
isl_296	chr15	60146911	60146964	54	0.054	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_297	chr15	62231470	62231524	55	0.055	2	0.0363636363636364	20.1914146105076	1614.20500403551	36.3636363636364	29349.1818915548	367.116629281957	29349.1818915548	678531.046644351	0.599696875376913	0.691769407975829
isl_298	chr15	62243033	62243104	72	0.072	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_299	chr15	64210474	64210536	63	0.063	2	0.0317460317460317	20.1914146105076	1614.20500403551	31.7460317460317	25622.3016513573	320.498644611232	25622.3016513573	592368.374054592	0.599696875376913	0.691769407975829
isl_3	chr1	16611852	16611913	62	0.062	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_30	chr1	161908798	161908849	52	0.052	2	0.0384615384615385	20.1914146105076	1614.20500403551	38.4615384615385	31042.4039237599	388.296434817454	31042.4039237599	717677.068566141	0.599696875376913	0.691769407975829
isl_300	chr15	66536991	66537041	51	0.051	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_301	chr15	66690624	66690684	61	0.061	2	0.0327868852459016	20.1914146105076	1614.20500403551	32.7868852459016	26462.3771153363	331.006796893567	26462.3771153363	611790.287958022	0.599696875376913	0.691769407975829
isl_302	chr15	71806957	71806998	42	0.042	2	0.0476190476190476	20.1914146105076	1614.20500403551	47.6190476190476	38433.452477036	480.747966916848	38433.452477036	888552.561081889	0.599696875376913	0.691769407975829
isl_303	chr15	74511166	74511216	51	0.051	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_304	chr15	74917293	74917350	58	0.058	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_305	chr15	75310010	75310048	39	0.039	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_306	chr15	75695479	75695519	41	0.041	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_307	chr15	75793825	75793873	49	0.049	2	0.0408163265306122	20.1914146105076	1614.20500403551	40.8163265306122	32942.9592660309	412.069685928727	32942.9592660309	761616.480927333	0.599696875376913	0.691769407975829
isl_308	chr15	76836827	76836873	47	0.047	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_309	chr15	77074869	77074936	68	0.068	2	0.0294117647058824	20.1914146105076	1614.20500403551	29.4117647058824	23738.3088828752	296.932567801583	23738.3088828752	548811.875962343	0.599696875376913	0.691769407975829
isl_31	chr1	170160555	170160617	63	0.063	1	0.0158730158730159	10.0957073052538	807.102502017756	15.8730158730159	12811.1508256787	160.249322305616	12811.1508256787	296184.187027296	0.550354005705923	0.599696875376913
isl_310	chr15	77920629	77920690	62	0.062	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_311	chr15	78413308	78413374	67	0.067	2	0.0298507462686567	20.1914146105076	1614.20500403551	29.8507462686567	24092.61200053	301.364397171755	24092.61200053	557003.097991632	0.599696875376913	0.691769407975829
isl_312	chr15	79179016	79179055	40	0.04	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_313	chr15	80631817	80631880	64	0.064	2	0.03125	20.1914146105076	1614.20500403551	31.25	25221.9531880549	315.490853289181	25221.9531880549	583112.618209989	0.599696875376913	0.691769407975829
isl_314	chr15	81580226	81580281	56	0.056	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_315	chr15	83051204	83051264	61	0.061	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_316	chr15	83394613	83394682	70	0.07	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_317	chr15	83396634	83396682	49	0.049	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_318	chr15	85641445	85641502	58	0.058	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_319	chr15	85898530	85898600	71	0.071	2	0.028169014084507	20.1914146105076	1614.20500403551	28.169014084507	22735.281746979	284.386121274755	22735.281746979	525622.641766751	0.599696875376913	0.691769407975829
isl_32	chr1	180475173	180475237	65	0.065	2	0.0307692307692308	20.1914146105076	1614.20500403551	30.7692307692308	24833.9231390079	310.637147853963	24833.9231390079	574141.654852913	0.599696875376913	0.691769407975829
isl_320	chr15	87771077	87771141	65	0.065	2	0.0307692307692308	20.1914146105076	1614.20500403551	30.7692307692308	24833.9231390079	310.637147853963	24833.9231390079	574141.654852913	0.599696875376913	0.691769407975829
isl_321	chr15	88288967	88289022	56	0.056	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_322	chr15	89009160	89009230	71	0.071	3	0.0422535211267606	30.2871219157614	2421.30750605327	42.2535211267606	34102.9226204686	426.579181912133	34102.9226204686	788433.962650127	0.647097090870364	0.770759857440744
isl_323	chr15	96319700	96319761	62	0.062	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_324	chr15	96601200	96601246	47	0.047	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_325	chr15	99223989	99224052	64	0.064	1	0.015625	10.0957073052538	807.102502017756	15.625	12610.9765940274	157.745426644591	12610.9765940274	291556.309104995	0.550354005705923	0.599696875376913
isl_326	chr15	101096893	101096965	73	0.073	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_327	chr15	101204550	101204594	45	0.045	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_328	chr15	101935090	101935140	51	0.051	2	0.0392156862745098	20.1914146105076	1614.20500403551	39.2156862745098	31651.0785105002	395.91009040211	31651.0785105002	731749.167949791	0.599696875376913	0.691769407975829
isl_329	chr15	102898334	102898403	70	0.07	2	0.0285714285714286	20.1914146105076	1614.20500403551	28.5714285714286	23060.0714862216	288.448780150109	23060.0714862216	533131.536649133	0.599696875376913	0.691769407975829
isl_33	chr1	183407689	183407735	47	0.047	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_330	chr16	9211447	9211506	60	0.06	2	0.0333333333333333	20.1914146105076	1614.20500403551	33.3333333333333	26903.4167339252	336.523576841794	26903.4167339252	621986.792757322	0.599696875376913	0.691769407975829
isl_331	chr16	11083611	11083667	57	0.057	2	0.0350877192982456	20.1914146105076	1614.20500403551	35.0877192982456	28319.3860357107	354.235344043993	28319.3860357107	654722.939744549	0.599696875376913	0.691769407975829
isl_332	chr16	16921325	16921393	69	0.069	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_333	chr16	17560608	17560645	38	0.038	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_334	chr16	18251361	18251432	72	0.072	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_335	chr16	29656875	29656928	54	0.054	2	0.037037037037037	20.1914146105076	1614.20500403551	37.037037037037	29892.6852599169	373.915085379771	29892.6852599169	691096.436397024	0.599696875376913	0.691769407975829
isl_336	chr16	30435498	30435550	53	0.053	2	0.0377358490566038	20.1914146105076	1614.20500403551	37.7358490566038	30456.6981893493	380.97008699071	30456.6981893493	704135.991800742	0.599696875376913	0.691769407975829
isl_337	chr16	55505202	55505257	56	0.056	2	0.0357142857142857	20.1914146105076	1614.20500403551	35.7142857142857	28825.089357777	360.560975187636	28825.089357777	666414.420811416	0.599696875376913	0.691769407975829
isl_338	chr16	57391619	57391668	50	0.05	1	0.02	10.0957073052538	807.102502017756	20	16142.0500403551	201.914146105076	16142.0500403551	373192.075654393	0.550354005705923	0.599696875376913
isl_339	chr16	92832946	92833014	69	0.069	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_34	chr1	184212685	184212727	43	0.043	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_340	chr16	98169916	98169968	53	0.053	2	0.0377358490566038	20.1914146105076	1614.20500403551	37.7358490566038	30456.6981893493	380.97008699071	30456.6981893493	704135.991800742	0.599696875376913	0.691769407975829
isl_341	chr17	3084242	3084288	47	0.047	1	0.0212765957446809	10.0957073052538	807.102502017756	21.2765957446809	17172.3936599523	214.802283090507	17172.3936599523	397012.846440844	0.550354005705923	0.599696875376913
isl_342	chr17	5733123	5733190	68	0.068	2	0.0294117647058824	20.1914146105076	1614.20500403551	29.4117647058824	23738.3088828752	296.932567801583	23738.3088828752	548811.875962343	0.599696875376913	0.691769407975829
isl_343	chr17	5801657	5801712	56	0.056	2	0.0357142857142857	20.1914146105076	1614.20500403551	35.7142857142857	28825.089357777	360.560975187636	28825.089357777	666414.420811416	0.599696875376913	0.691769407975829
isl_344	chr17	11083005	11083056	52	0.052	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_345	chr17	23324926	23324963	38	0.038	2	0.0526315789473684	20.1914146105076	1614.20500403551	52.6315789473684	42479.0790535661	531.35301606599	42479.0790535661	982084.409616824	0.599696875376913	0.691769407975829
isl_346	chr17	39981000	39981054	55	0.055	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_347	chr17	39981353	39981402	50	0.05	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_348	chr17	39981672	39981711	40	0.04	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_349	chr17	39982525	39982565	41	0.041	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_35	chr1	192377612	192377660	49	0.049	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_350	chr17	39982936	39982992	57	0.057	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_351	chr17	39983067	39983139	73	0.073	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_352	chr17	39984657	39984728	72	0.072	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_353	chr17	39985131	39985171	41	0.041	2	0.0487804878048781	20.1914146105076	1614.20500403551	48.780487804878	39370.8537569637	492.473527085551	39370.8537569637	910224.574766813	0.599696875376913	0.691769407975829
isl_354	chr17	45693603	45693649	47	0.047	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_355	chr17	45948034	45948076	43	0.043	2	0.0465116279069767	20.1914146105076	1614.20500403551	46.5116279069767	37539.6512566398	469.567781639712	37539.6512566398	867888.548033473	0.599696875376913	0.691769407975829
isl_356	chr17	47896673	47896735	63	0.063	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_357	chr17	55146736	55146808	73	0.073	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_358	chr17	63036940	63037010	71	0.071	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_359	chr17	64025967	64026016	50	0.05	2	0.04	20.1914146105076	1614.20500403551	40	32284.1000807102	403.828292210152	32284.1000807102	746384.151308786	0.599696875376913	0.691769407975829
isl_36	chr10	9076145	9076188	44	0.044	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_360	chr17	66748419	66748469	51	0.051	2	0.0392156862745098	20.1914146105076	1614.20500403551	39.2156862745098	31651.0785105002	395.91009040211	31651.0785105002	731749.167949791	0.599696875376913	0.691769407975829
isl_361	chr17	84563610	84563677	68	0.068	2	0.0294117647058824	20.1914146105076	1614.20500403551	29.4117647058824	23738.3088828752	296.932567801583	23738.3088828752	548811.875962343	0.599696875376913	0.691769407975829
isl_362	chr17	89032947	89033001	55	0.055	2	0.0363636363636364	20.1914146105076	1614.20500403551	36.3636363636364	29349.1818915548	367.116629281957	29349.1818915548	678531.046644351	0.599696875376913	0.691769407975829
isl_363	chr17	94526460	94526527	68	0.068	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_364	chr18	4573790	4573850	61	0.061	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_365	chr18	4716241	4716283	43	0.043	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_366	chr18	8651431	8651473	43	0.043	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_367	chr18	34199558	34199626	69	0.069	2	0.0289855072463768	20.1914146105076	1614.20500403551	28.9855072463768	23394.2754208045	292.629197253733	23394.2754208045	540858.080658541	0.599696875376913	0.691769407975829
isl_368	chr18	35116018	35116076	59	0.059	2	0.0338983050847458	20.1914146105076	1614.20500403551	33.8983050847458	27359.4068480595	342.22736627979	27359.4068480595	632528.941787107	0.599696875376913	0.691769407975829
isl_369	chr18	36851457	36851519	63	0.063	2	0.0317460317460317	20.1914146105076	1614.20500403551	31.7460317460317	25622.3016513573	320.498644611232	25622.3016513573	592368.374054592	0.599696875376913	0.691769407975829
isl_37	chr10	36526613	36526655	43	0.043	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_370	chr18	39246162	39246226	65	0.065	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_371	chr18	40467885	40467939	55	0.055	2	0.0363636363636364	20.1914146105076	1614.20500403551	36.3636363636364	29349.1818915548	367.116629281957	29349.1818915548	678531.046644351	0.599696875376913	0.691769407975829
isl_372	chr18	44809107	44809145	39	0.039	2	0.0512820512820513	20.1914146105076	1614.20500403551	51.2820512820513	41389.8718983465	517.728579756605	41389.8718983465	956902.758088188	0.599696875376913	0.691769407975829
isl_373	chr18	47691237	47691309	73	0.073	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_374	chr18	57864280	57864326	47	0.047	2	0.0425531914893617	20.1914146105076	1614.20500403551	42.5531914893617	34344.7873199045	429.604566181013	34344.7873199045	794025.692881688	0.599696875376913	0.691769407975829
isl_375	chr18	57959738	57959799	62	0.062	2	0.032258064516129	20.1914146105076	1614.20500403551	32.258064516129	26035.5645812179	325.667977588832	26035.5645812179	601922.702668376	0.599696875376913	0.691769407975829
isl_376	chr18	64686007	64686057	51	0.051	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_377	chr18	67796710	67796759	50	0.05	2	0.04	20.1914146105076	1614.20500403551	40	32284.1000807102	403.828292210152	32284.1000807102	746384.151308786	0.599696875376913	0.691769407975829
isl_378	chr18	77560537	77560575	39	0.039	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_379	chr18	80361565	80361634	70	0.07	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_38	chr10	57560010	57560075	66	0.066	2	0.0303030303030303	20.1914146105076	1614.20500403551	30.3030303030303	24457.6515762956	305.93052440163	24457.6515762956	565442.538870293	0.599696875376913	0.691769407975829
isl_380	chr19	4140318	4140363	46	0.046	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_381	chr19	4201396	4201452	57	0.057	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_382	chr19	5448628	5448673	46	0.046	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_383	chr19	7340236	7340308	73	0.073	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_384	chr19	8995067	8995108	42	0.042	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_385	chr19	9040810	9040866	57	0.057	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_386	chr19	10274011	10274077	67	0.067	2	0.0298507462686567	20.1914146105076	1614.20500403551	29.8507462686567	24092.61200053	301.364397171755	24092.61200053	557003.097991632	0.599696875376913	0.691769407975829
isl_387	chr19	10305833	10305886	54	0.054	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_388	chr19	12821137	12821189	53	0.053	2	0.0377358490566038	20.1914146105076	1614.20500403551	37.7358490566038	30456.6981893493	380.97008699071	30456.6981893493	704135.991800742	0.599696875376913	0.691769407975829
isl_389	chr19	17197383	17197433	51	0.051	2	0.0392156862745098	20.1914146105076	1614.20500403551	39.2156862745098	31651.0785105002	395.91009040211	31651.0785105002	731749.167949791	0.599696875376913	0.691769407975829
isl_39	chr10	61057864	61057929	66	0.066	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_390	chr19	17312641	17312706	66	0.066	2	0.0303030303030303	20.1914146105076	1614.20500403551	30.3030303030303	24457.6515762956	305.93052440163	24457.6515762956	565442.538870293	0.599696875376913	0.691769407975829
isl_391	chr19	36070570	36070609	40	0.04	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_392	chr19	37385428	37385486	59	0.059	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_393	chr19	40622369	40622421	53	0.053	2	0.0377358490566038	20.1914146105076	1614.20500403551	37.7358490566038	30456.6981893493	380.97008699071	30456.6981893493	704135.991800742	0.599696875376913	0.691769407975829
isl_394	chr19	41323579	41323648	70	0.07	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_395	chr19	41443205	41443249	45	0.045	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_396	chr19	42716819	42716885	67	0.067	2	0.0298507462686567	20.1914146105076	1614.20500403551	29.8507462686567	24092.61200053	301.364397171755	24092.61200053	557003.097991632	0.599696875376913	0.691769407975829
isl_397	chr19	43042078	43042131	54	0.054	2	0.037037037037037	20.1914146105076	1614.20500403551	37.037037037037	29892.6852599169	373.915085379771	29892.6852599169	691096.436397024	0.599696875376913	0.691769407975829
isl_398	chr19	44880229	44880298	70	0.07	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_399	chr19	53142859	53142898	40	0.04	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_4	chr1	19310580	19310636	57	0.057	2	0.0350877192982456	20.1914146105076	1614.20500403551	35.0877192982456	28319.3860357107	354.235344043993	28319.3860357107	654722.939744549	0.599696875376913	0.691769407975829
isl_40	chr10	62496557	62496609	53	0.053	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_400	chr19	55848285	55848332	48	0.048	2	0.0416666666666667	20.1914146105076	1614.20500403551	41.6666666666667	33629.2709174065	420.654471052242	33629.2709174065	777483.490946653	0.599696875376913	0.691769407975829
isl_401	chr2	6340941	6340980	40	0.04	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_402	chr2	26396867	26396931	65	0.065	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_403	chr2	26465897	26465960	64	0.064	2	0.03125	20.1914146105076	1614.20500403551	31.25	25221.9531880549	315.490853289181	25221.9531880549	583112.618209989	0.599696875376913	0.691769407975829
isl_404	chr2	28448529	28448576	48	0.048	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_405	chr2	30301275	30301342	68	0.068	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_406	chr2	31731412	31731479	68	0.068	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_407	chr2	32574885	32574933	49	0.049	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_408	chr2	34634185	34634223	39	0.039	2	0.0512820512820513	20.1914146105076	1614.20500403551	51.2820512820513	41389.8718983465	517.728579756605	41389.8718983465	956902.758088188	0.599696875376913	0.691769407975829
isl_409	chr2	36101506	36101564	59	0.059	2	0.0338983050847458	20.1914146105076	1614.20500403551	33.8983050847458	27359.4068480595	342.22736627979	27359.4068480595	632528.941787107	0.599696875376913	0.691769407975829
isl_41	chr10	73944918	73944959	42	0.042	2	0.0476190476190476	20.1914146105076	1614.20500403551	47.6190476190476	38433.452477036	480.747966916848	38433.452477036	888552.561081889	0.599696875376913	0.691769407975829
isl_410	chr2	39234527	39234591	65	0.065	2	0.0307692307692308	20.1914146105076	1614.20500403551	30.7692307692308	24833.9231390079	310.637147853963	24833.9231390079	574141.654852913	0.599696875376913	0.691769407975829
isl_411	chr2	44147746	44147815	70	0.07	2	0.0285714285714286	20.1914146105076	1614.20500403551	28.5714285714286	23060.0714862216	288.448780150109	23060.0714862216	533131.536649133	0.599696875376913	0.691769407975829
isl_412	chr2	50005887	50005959	73	0.073	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_413	chr2	51843986	51844043	58	0.058	2	0.0344827586206897	20.1914146105076	1614.20500403551	34.4827586206897	27831.120759233	348.1278381122	27831.120759233	643434.61319723	0.599696875376913	0.691769407975829
isl_414	chr2	52601123	52601195	73	0.073	2	0.0273972602739726	20.1914146105076	1614.20500403551	27.3972602739726	22112.397315555	276.594720691885	22112.397315555	511222.021444374	0.599696875376913	0.691769407975829
isl_415	chr2	56444995	56445058	64	0.064	2	0.03125	20.1914146105076	1614.20500403551	31.25	25221.9531880549	315.490853289181	25221.9531880549	583112.618209989	0.599696875376913	0.691769407975829
isl_416	chr2	59853744	59853804	61	0.061	2	0.0327868852459016	20.1914146105076	1614.20500403551	32.7868852459016	26462.3771153363	331.006796893567	26462.3771153363	611790.287958022	0.599696875376913	0.691769407975829
isl_417	chr2	60765945	60766011	67	0.067	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_418	chr2	60984843	60984899	57	0.057	2	0.0350877192982456	20.1914146105076	1614.20500403551	35.0877192982456	28319.3860357107	354.235344043993	28319.3860357107	654722.939744549	0.599696875376913	0.691769407975829
isl_419	chr2	61431368	61431425	58	0.058	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_42	chr10	74961897	74961947	51	0.051	1	0.0196078431372549	10.0957073052538	807.102502017756	19.6078431372549	15825.5392552501	197.955045201055	15825.5392552501	365874.583974895	0.550354005705923	0.599696875376913
isl_420	chr2	67421797	67421834	38	0.038	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_421	chr2	72017889	72017961	73	0.073	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_422	chr2	72861802	72861842	41	0.041	2	0.0487804878048781	20.1914146105076	1614.20500403551	48.780487804878	39370.8537569637	492.473527085551	39370.8537569637	910224.574766813	0.599696875376913	0.691769407975829
isl_423	chr2	76624350	76624409	60	0.06	2	0.0333333333333333	20.1914146105076	1614.20500403551	33.3333333333333	26903.4167339252	336.523576841794	26903.4167339252	621986.792757322	0.599696875376913	0.691769407975829
isl_424	chr2	77718671	77718719	49	0.049	2	0.0408163265306122	20.1914146105076	1614.20500403551	40.8163265306122	32942.9592660309	412.069685928727	32942.9592660309	761616.480927333	0.599696875376913	0.691769407975829
isl_425	chr2	77741336	77741404	69	0.069	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_426	chr2	77751468	77751525	58	0.058	2	0.0344827586206897	20.1914146105076	1614.20500403551	34.4827586206897	27831.120759233	348.1278381122	27831.120759233	643434.61319723	0.599696875376913	0.691769407975829
isl_427	chr2	77783086	77783152	67	0.067	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_428	chr2	77784032	77784077	46	0.046	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_429	chr2	77789013	77789057	45	0.045	2	0.0444444444444444	20.1914146105076	1614.20500403551	44.4444444444444	35871.2223119003	448.698102455725	35871.2223119003	829315.723676429	0.599696875376913	0.691769407975829
isl_43	chr10	77887941	77887978	38	0.038	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_430	chr2	77798631	77798677	47	0.047	0	0	0	0	0	0	0	0	0	0.5	0.5
isl_431	chr2	77812975	77813013	39	0.039	2	0.0512820512820513	20.1914146105076	1614.20500403551	51.2820512820513	41389.8718983465	517.728579756605	41389.8718983465	956902.758088188	0.599696875376913	0.691769407975829
isl_432	chr2	77827184	77827242	59	0.059	2	0.0338983050847458	20.1914146105076	1614.20500403551	33.8983050847458	27359.4068480595	342.22736627979	27359.4068480595	632528.941787107	0.599696875376913	0.691769407975829
