chromosome	source	feature	start	end	length	multiplicity	peaks1.bed.bed	peaks2.bed.bed	sum	code	id
chr13	multovl	overlap	54675750	54677493	1744	2	1	1	2	XX	chr13_54675750_54677493
chr13	multovl	overlap	54690689	54692860	2172	2	1	1	2	XX	chr13_54690689_54692860
chr13	multovl	overlap	54711640	54713401	1762	2	1	1	2	XX	chr13_54711640_54713401
chr13	multovl	overlap	54723105	54724223	1119	2	1	1	2	XX	chr13_54723105_54724223
chr13	multovl	overlap	54787447	54789132	1686	2	1	1	2	XX	chr13_54787447_54789132
chr13	multovl	overlap	54789176	54790335	1160	2	1	1	2	XX	chr13_54789176_54790335
chr13	multovl	overlap	54793859	54795351	1493	2	1	1	2	XX	chr13_54793859_54795351
chr13	multovl	overlap	54795666	54796326	661	2	1	1	2	XX	chr13_54795666_54796326
chr13	multovl	overlap	54891101	54891980	880	2	1	1	2	XX	chr13_54891101_54891980
chr13	multovl	overlap	55200388	55201578	1191	2	1	1	2	XX	chr13_55200388_55201578
chr13	multovl	overlap	55206385	55207926	1542	2	1	1	2	XX	chr13_55206385_55207926
chr13	multovl	overlap	55290743	55292506	1764	2	1	1	2	XX	chr13_55290743_55292506
chr13	multovl	overlap	55313560	55314788	1229	2	1	1	2	XX	chr13_55313560_55314788
chr13	multovl	overlap	55422014	55424747	2734	2	1	1	2	XX	chr13_55422014_55424747
chr13	multovl	overlap	55430518	55431800	1283	2	1	1	2	XX	chr13_55430518_55431800
chr13	multovl	overlap	55462786	55464278	1493	2	1	1	2	XX	chr13_55462786_55464278
chr13	multovl	overlap	55545403	55546662	1260	2	1	1	2	XX	chr13_55545403_55546662
chr13	multovl	overlap	55546707	55547893	1187	2	1	1	2	XX	chr13_55546707_55547893
chr13	multovl	overlap	55573543	55574386	844	2	1	1	2	XX	chr13_55573543_55574386
chr13	multovl	overlap	55587952	55589202	1251	2	1	1	2	XX	chr13_55587952_55589202
chr13	multovl	overlap	55613193	55615032	1840	2	1	1	2	XX	chr13_55613193_55615032
chr13	multovl	overlap	55636867	55637913	1047	2	1	1	2	XX	chr13_55636867_55637913
chr13	multovl	overlap	55671361	55672374	1014	2	1	1	2	XX	chr13_55671361_55672374
chr13	multovl	overlap	55672472	55673289	818	2	1	1	2	XX	chr13_55672472_55673289
chr13	multovl	overlap	55693982	55695495	1514	2	1	1	2	XX	chr13_55693982_55695495
chr13	multovl	overlap	55700802	55702381	1580	2	1	1	2	XX	chr13_55700802_55702381
chr13	multovl	overlap	55723608	55725520	1913	2	1	1	2	XX	chr13_55723608_55725520
chr13	multovl	overlap	55735993	55737267	1275	2	1	1	2	XX	chr13_55735993_55737267
chr13	multovl	overlap	55793743	55796144	2402	2	1	1	2	XX	chr13_55793743_55796144
chr13	multovl	overlap	55815603	55817031	1429	2	1	1	2	XX	chr13_55815603_55817031
chr13	multovl	overlap	55828316	55829592	1277	2	1	1	2	XX	chr13_55828316_55829592
chr13	multovl	overlap	56235680	56236672	993	2	1	1	2	XX	chr13_56235680_56236672
chr13	multovl	overlap	56236856	56237652	797	2	1	1	2	XX	chr13_56236856_56237652
chr13	multovl	overlap	56623716	56624593	878	2	1	1	2	XX	chr13_56623716_56624593
chr13	multovl	overlap	56804825	56806008	1184	2	1	1	2	XX	chr13_56804825_56806008
chr13	multovl	overlap	58228358	58228469	112	2	1	1	2	XX	chr13_58228358_58228469
chr13	multovl	overlap	58228842	58230004	1163	2	1	1	2	XX	chr13_58228842_58230004
chr13	multovl	overlap	58230237	58231247	1011	2	1	1	2	XX	chr13_58230237_58231247
chr13	multovl	overlap	58258633	58260086	1454	2	1	1	2	XX	chr13_58258633_58260086
chr13	multovl	overlap	58315565	58317998	2434	2	1	1	2	XX	chr13_58315565_58317998
chr13	multovl	overlap	58374384	58375389	1006	2	1	1	2	XX	chr13_58374384_58375389
chr13	multovl	overlap	58375663	58376561	899	2	1	1	2	XX	chr13_58375663_58376561
chr13	multovl	overlap	58501832	58505173	3342	2	1	1	2	XX	chr13_58501832_58505173
chr13	multovl	overlap	59657589	59658629	1041	2	1	1	2	XX	chr13_59657589_59658629
chr13	multovl	overlap	59658835	59659550	716	2	1	1	2	XX	chr13_59658835_59659550
chr13	multovl	overlap	59685620	59686333	714	1	0	1	1	0X	chr13_59685620_59686333
chr13	multovl	overlap	59686706	59687819	1114	2	1	1	2	XX	chr13_59686706_59687819
chr13	multovl	overlap	59775896	59777512	1617	2	1	1	2	XX	chr13_59775896_59777512
chr13	multovl	overlap	59869639	59872258	2620	2	1	1	2	XX	chr13_59869639_59872258
chr13	multovl	overlap	59923531	59924511	981	2	1	1	2	XX	chr13_59923531_59924511
chr13	multovl	overlap	60275199	60276201	1003	2	1	1	2	XX	chr13_60275199_60276201
chr13	multovl	overlap	60276217	60278413	2197	2	1	1	2	XX	chr13_60276217_60278413
chr13	multovl	overlap	60279367	60280267	901	1	0	1	1	0X	chr13_60279367_60280267
chr13	multovl	overlap	62116874	62117887	1014	2	1	1	2	XX	chr13_62116874_62117887
chr13	multovl	overlap	62231113	62231795	683	2	1	1	2	XX	chr13_62231113_62231795
chr13	multovl	overlap	62567772	62568737	966	2	1	1	2	XX	chr13_62567772_62568737
chr13	multovl	overlap	62659493	62659969	477	1	1	0	1	X0	chr13_62659493_62659969
chr13	multovl	overlap	62754035	62754910	876	2	1	1	2	XX	chr13_62754035_62754910
chr13	multovl	overlap	62785778	62786319	542	2	1	1	2	XX	chr13_62785778_62786319
chr13	multovl	overlap	62861552	62862372	821	2	1	1	2	XX	chr13_62861552_62862372
chr13	multovl	overlap	62886457	62887449	993	2	1	1	2	XX	chr13_62886457_62887449
chr13	multovl	overlap	63065837	63066926	1090	2	1	1	2	XX	chr13_63065837_63066926
chr13	multovl	overlap	63341321	63344744	3424	2	1	1	2	XX	chr13_63341321_63344744
chr13	multovl	overlap	63352973	63353839	867	1	1	0	1	X0	chr13_63352973_63353839
chr13	multovl	overlap	63531806	63532694	889	2	1	1	2	XX	chr13_63531806_63532694
chr13	multovl	overlap	63532715	63532727	13	2	1	1	2	XX	chr13_63532715_63532727
chr13	multovl	overlap	63532730	63533596	867	2	1	1	2	XX	chr13_63532730_63533596
chr13	multovl	overlap	63664376	63667487	3112	2	1	1	2	XX	chr13_63664376_63667487
chr13	multovl	overlap	63668452	63670003	1552	2	1	1	2	XX	chr13_63668452_63670003
chr13	multovl	overlap	64230003	64231417	1415	2	1	1	2	XX	chr13_64230003_64231417
chr13	multovl	overlap	64252797	64254622	1826	2	1	1	2	XX	chr13_64252797_64254622
chr13	multovl	overlap	64254988	64255683	696	1	0	1	1	0X	chr13_64254988_64255683
chr13	multovl	overlap	64263051	64263075	25	2	1	1	2	XX	chr13_64263051_64263075
chr13	multovl	overlap	64263173	64264639	1467	2	1	1	2	XX	chr13_64263173_64264639
chr13	multovl	overlap	64375361	64377015	1655	2	1	1	2	XX	chr13_64375361_64377015
chr13	multovl	overlap	64412989	64414063	1075	2	1	1	2	XX	chr13_64412989_64414063
chr13	multovl	overlap	64445041	64445976	936	1	0	1	1	0X	chr13_64445041_64445976
chr13	multovl	overlap	64470641	64471893	1253	2	1	1	2	XX	chr13_64470641_64471893
chr13	multovl	overlap	64533521	64534780	1260	2	1	1	2	XX	chr13_64533521_64534780
chr13	multovl	overlap	65213087	65214574	1488	2	1	1	2	XX	chr13_65213087_65214574
chr13	multovl	overlap	65341499	65343581	2083	2	1	1	2	XX	chr13_65341499_65343581
chr13	multovl	overlap	65379440	65381044	1605	2	1	1	2	XX	chr13_65379440_65381044
chr13	multovl	overlap	67005387	67006896	1510	2	1	1	2	XX	chr13_67005387_67006896
chr13	multovl	overlap	67033039	67035474	2436	2	1	1	2	XX	chr13_67033039_67035474
chr13	multovl	overlap	67161057	67162592	1536	2	1	1	2	XX	chr13_67161057_67162592
chr13	multovl	overlap	67181731	67182522	792	2	1	1	2	XX	chr13_67181731_67182522
chr13	multovl	overlap	67208607	67209868	1262	2	1	1	2	XX	chr13_67208607_67209868
chr13	multovl	overlap	67228818	67229883	1066	2	1	1	2	XX	chr13_67228818_67229883
chr13	multovl	overlap	67273491	67274633	1143	2	1	1	2	XX	chr13_67273491_67274633
chr13	multovl	overlap	67295117	67296020	904	2	1	1	2	XX	chr13_67295117_67296020
chr13	multovl	overlap	67369438	67370439	1002	2	1	1	2	XX	chr13_67369438_67370439
chr13	multovl	overlap	67406577	67407774	1198	2	1	1	2	XX	chr13_67406577_67407774
chr13	multovl	overlap	67432757	67434001	1245	2	1	1	2	XX	chr13_67432757_67434001
chr13	multovl	overlap	67460797	67461835	1039	2	1	1	2	XX	chr13_67460797_67461835
chr13	multovl	overlap	67476001	67477092	1092	2	1	1	2	XX	chr13_67476001_67477092
chr13	multovl	overlap	67500065	67501029	965	2	1	1	2	XX	chr13_67500065_67501029
chr13	multovl	overlap	67521874	67522686	813	1	1	0	1	X0	chr13_67521874_67522686
chr13	multovl	overlap	67551951	67552913	963	2	1	1	2	XX	chr13_67551951_67552913
chr13	multovl	overlap	67584418	67585550	1133	2	1	1	2	XX	chr13_67584418_67585550
chr13	multovl	overlap	67600601	67601781	1181	2	1	1	2	XX	chr13_67600601_67601781
chr13	multovl	overlap	67626280	67627462	1183	2	1	1	2	XX	chr13_67626280_67627462
chr13	multovl	overlap	67653195	67654680	1486	2	1	1	2	XX	chr13_67653195_67654680
chr13	multovl	overlap	67709831	67710643	813	2	1	1	2	XX	chr13_67709831_67710643
chr13	multovl	overlap	67737889	67739169	1281	2	1	1	2	XX	chr13_67737889_67739169
chr13	multovl	overlap	67783806	67784806	1001	2	1	1	2	XX	chr13_67783806_67784806
chr13	multovl	overlap	67824421	67825649	1229	2	1	1	2	XX	chr13_67824421_67825649
chr13	multovl	overlap	67829216	67830630	1415	2	1	1	2	XX	chr13_67829216_67830630
chr13	multovl	overlap	67855340	67856197	858	2	1	1	2	XX	chr13_67855340_67856197
chr13	multovl	overlap	67880300	67881266	967	2	1	1	2	XX	chr13_67880300_67881266
chr13	multovl	overlap	68720002	68722082	2081	2	1	1	2	XX	chr13_68720002_68722082
chr13	multovl	overlap	69670685	69672067	1383	2	1	1	2	XX	chr13_69670685_69672067
chr13	multovl	overlap	69672121	69672702	582	2	1	1	2	XX	chr13_69672121_69672702
chr13	multovl	overlap	69673687	69674701	1015	2	1	1	2	XX	chr13_69673687_69674701
chr13	multovl	overlap	69749439	69750495	1057	2	1	1	2	XX	chr13_69749439_69750495
chr13	multovl	overlap	69750639	69751865	1227	2	1	1	2	XX	chr13_69750639_69751865
chr13	multovl	overlap	69948410	69949938	1529	2	1	1	2	XX	chr13_69948410_69949938
chr13	multovl	overlap	70775228	70777313	2086	2	1	1	2	XX	chr13_70775228_70777313
chr13	multovl	overlap	72099062	72101101	2040	2	1	1	2	XX	chr13_72099062_72101101
chr13	multovl	overlap	72764619	72766122	1504	1	1	0	1	X0	chr13_72764619_72766122
chr13	multovl	overlap	72767156	72767286	131	2	1	1	2	XX	chr13_72767156_72767286
chr13	multovl	overlap	73464960	73466278	1319	2	1	1	2	XX	chr13_73464960_73466278
chr13	multovl	overlap	73468115	73469467	1353	2	1	1	2	XX	chr13_73468115_73469467
chr13	multovl	overlap	73604584	73605934	1351	2	1	1	2	XX	chr13_73604584_73605934
chr13	multovl	overlap	73740310	73742734	2425	2	1	1	2	XX	chr13_73740310_73742734
chr13	multovl	overlap	73900836	73902568	1733	2	1	1	2	XX	chr13_73900836_73902568
chr13	multovl	overlap	74074259	74076167	1909	2	1	1	2	XX	chr13_74074259_74076167
chr13	multovl	overlap	74199116	74200098	983	2	1	1	2	XX	chr13_74199116_74200098
chr13	multovl	overlap	74345383	74346837	1455	2	1	1	2	XX	chr13_74345383_74346837
chr13	multovl	overlap	74453926	74455532	1607	2	1	1	2	XX	chr13_74453926_74455532
chr13	multovl	overlap	74486867	74488463	1597	2	1	1	2	XX	chr13_74486867_74488463
chr13	multovl	overlap	74527500	74528409	910	2	1	1	2	XX	chr13_74527500_74528409
chr13	multovl	overlap	74599586	74601222	1637	2	1	1	2	XX	chr13_74599586_74601222
chr13	multovl	overlap	74631146	74632332	1187	2	1	1	2	XX	chr13_74631146_74632332
chr13	multovl	overlap	74659735	74660695	961	2	1	1	2	XX	chr13_74659735_74660695
chr13	multovl	overlap	74701064	74701990	927	2	1	1	2	XX	chr13_74701064_74701990
chr13	multovl	overlap	74754250	74755512	1263	2	1	1	2	XX	chr13_74754250_74755512
chr13	multovl	overlap	74776418	74777929	1512	2	1	1	2	XX	chr13_74776418_74777929
chr13	multovl	overlap	74907408	74908497	1090	1	0	1	1	0X	chr13_74907408_74908497
chr13	multovl	overlap	74944188	74946476	2289	2	1	1	2	XX	chr13_74944188_74946476
chr13	multovl	overlap	75844802	75847003	2202	2	1	1	2	XX	chr13_75844802_75847003
chr13	multovl	overlap	75976953	75979045	2093	2	1	1	2	XX	chr13_75976953_75979045
chr13	multovl	overlap	76079952	76081238	1287	2	1	1	2	XX	chr13_76079952_76081238
chr13	multovl	overlap	76155078	76156110	1033	2	1	1	2	XX	chr13_76155078_76156110
chr13	multovl	overlap	76235319	76237066	1748	2	1	1	2	XX	chr13_76235319_76237066
chr13	multovl	overlap	77274126	77275492	1367	2	1	1	2	XX	chr13_77274126_77275492
chr13	multovl	overlap	77847306	77848938	1633	2	1	1	2	XX	chr13_77847306_77848938
chr13	multovl	overlap	78302488	78303333	846	2	1	1	2	XX	chr13_78302488_78303333
chr13	multovl	overlap	78336688	78337726	1039	2	1	1	2	XX	chr13_78336688_78337726
chr13	multovl	overlap	78338547	78339241	695	2	1	1	2	XX	chr13_78338547_78339241
chr13	multovl	overlap	78339288	78339498	211	2	1	1	2	XX	chr13_78339288_78339498
chr13	multovl	overlap	78339801	78339912	112	2	1	1	2	XX	chr13_78339801_78339912
chr13	multovl	overlap	78340882	78343477	2596	2	1	1	2	XX	chr13_78340882_78343477
chr13	multovl	overlap	81022567	81025190	2624	2	1	1	2	XX	chr13_81022567_81025190
chr13	multovl	overlap	81025384	81026102	719	2	1	1	2	XX	chr13_81025384_81026102
chr13	multovl	overlap	81795937	81797791	1855	2	1	1	2	XX	chr13_81795937_81797791
chr13	multovl	overlap	81849192	81851437	2246	2	1	1	2	XX	chr13_81849192_81851437
chr13	multovl	overlap	81921511	81922895	1385	2	1	1	2	XX	chr13_81921511_81922895
chr13	multovl	overlap	84361101	84362707	1607	2	1	1	2	XX	chr13_84361101_84362707
chr13	multovl	overlap	84486865	84487760	896	1	0	1	1	0X	chr13_84486865_84487760
chr13	multovl	overlap	85328754	85330143	1390	2	1	1	2	XX	chr13_85328754_85330143
chr13	multovl	overlap	85427258	85428637	1380	2	1	1	2	XX	chr13_85427258_85428637
chr13	multovl	overlap	85428906	85428960	55	2	1	1	2	XX	chr13_85428906_85428960
chr13	multovl	overlap	85429114	85429876	763	2	1	1	2	XX	chr13_85429114_85429876
chr13	multovl	overlap	86185416	86186580	1165	2	1	1	2	XX	chr13_86185416_86186580
chr13	multovl	overlap	89879786	89882367	2582	2	1	1	2	XX	chr13_89879786_89882367
chr13	multovl	overlap	90228373	90229183	811	2	1	1	2	XX	chr13_90228373_90229183
chr13	multovl	overlap	90229214	90230375	1162	2	1	1	2	XX	chr13_90229214_90230375
chr13	multovl	overlap	91062522	91063624	1103	2	1	1	2	XX	chr13_91062522_91063624
chr13	multovl	overlap	91363579	91364330	752	1	1	0	1	X0	chr13_91363579_91364330
chr13	multovl	overlap	91601338	91602259	922	2	1	1	2	XX	chr13_91601338_91602259
chr13	multovl	overlap	91946419	91948228	1810	2	1	1	2	XX	chr13_91946419_91948228
chr13	multovl	overlap	93123757	93124592	836	2	1	1	2	XX	chr13_93123757_93124592
chr13	multovl	overlap	93124595	93125806	1212	2	1	1	2	XX	chr13_93124595_93125806
chr13	multovl	overlap	93299988	93301544	1557	2	1	1	2	XX	chr13_93299988_93301544
chr13	multovl	overlap	93380127	93381968	1842	2	1	1	2	XX	chr13_93380127_93381968
chr13	multovl	overlap	93614414	93615546	1133	2	1	1	2	XX	chr13_93614414_93615546
chr13	multovl	overlap	93960891	93962414	1524	2	1	1	2	XX	chr13_93960891_93962414
chr13	multovl	overlap	94073101	94073978	878	2	1	1	2	XX	chr13_94073101_94073978
chr13	multovl	overlap	94074105	94075082	978	2	1	1	2	XX	chr13_94074105_94075082
chr13	multovl	overlap	94267746	94270414	2669	2	1	1	2	XX	chr13_94267746_94270414
chr13	multovl	overlap	94541398	94542977	1580	2	1	1	2	XX	chr13_94541398_94542977
chr13	multovl	overlap	94827671	94829310	1640	2	1	1	2	XX	chr13_94827671_94829310
chr13	multovl	overlap	94943733	94945137	1405	1	0	1	1	0X	chr13_94943733_94945137
chr13	multovl	overlap	95054240	95056047	1808	2	1	1	2	XX	chr13_95054240_95056047
chr13	multovl	overlap	95127802	95129855	2054	2	1	1	2	XX	chr13_95127802_95129855
chr13	multovl	overlap	95558786	95560122	1337	2	1	1	2	XX	chr13_95558786_95560122
chr13	multovl	overlap	95746272	95747449	1178	1	0	1	1	0X	chr13_95746272_95747449
chr13	multovl	overlap	95991930	95992837	908	2	1	1	2	XX	chr13_95991930_95992837
chr13	multovl	overlap	96094306	96095908	1603	2	1	1	2	XX	chr13_96094306_96095908
chr13	multovl	overlap	96144114	96145959	1846	2	1	1	2	XX	chr13_96144114_96145959
chr13	multovl	overlap	96386258	96388700	2443	2	1	1	2	XX	chr13_96386258_96388700
chr13	multovl	overlap	97158181	97159198	1018	2	1	1	2	XX	chr13_97158181_97159198
chr13	multovl	overlap	97310747	97314197	3451	2	1	1	2	XX	chr13_97310747_97314197
chr13	multovl	overlap	97438918	97440960	2043	2	1	1	2	XX	chr13_97438918_97440960
chr13	multovl	overlap	97694193	97695477	1285	2	1	1	2	XX	chr13_97694193_97695477
chr13	multovl	overlap	97907062	97908686	1625	2	1	1	2	XX	chr13_97907062_97908686
chr13	multovl	overlap	97967542	97968472	931	2	1	1	2	XX	chr13_97967542_97968472
chr13	multovl	overlap	98010164	98010910	747	1	0	1	1	0X	chr13_98010164_98010910
chr13	multovl	overlap	98011149	98013662	2514	2	1	1	2	XX	chr13_98011149_98013662
chr13	multovl	overlap	98160365	98161052	688	1	0	1	1	0X	chr13_98160365_98161052
chr13	multovl	overlap	98785702	98786344	643	1	1	0	1	X0	chr13_98785702_98786344
chr13	multovl	overlap	99031786	99033943	2158	2	1	1	2	XX	chr13_99031786_99033943
chr13	multovl	overlap	99085514	99087868	2355	2	1	1	2	XX	chr13_99085514_99087868
chr13	multovl	overlap	99461487	99462634	1148	1	0	1	1	0X	chr13_99461487_99462634
chr13	multovl	overlap	99583337	99585021	1685	2	1	1	2	XX	chr13_99583337_99585021
chr13	multovl	overlap	99585378	99586208	831	2	1	1	2	XX	chr13_99585378_99586208
chr13	multovl	overlap	99659665	99660458	794	2	1	1	2	XX	chr13_99659665_99660458
chr13	multovl	overlap	99694732	99697068	2337	2	1	1	2	XX	chr13_99694732_99697068
chr13	multovl	overlap	100113496	100115453	1958	2	1	1	2	XX	chr13_100113496_100115453
chr13	multovl	overlap	100215779	100216414	636	2	1	1	2	XX	chr13_100215779_100216414
chr13	multovl	overlap	100285384	100287282	1899	2	1	1	2	XX	chr13_100285384_100287282
chr13	multovl	overlap	100784542	100785919	1378	2	1	1	2	XX	chr13_100784542_100785919
chr13	multovl	overlap	100872754	100874228	1475	2	1	1	2	XX	chr13_100872754_100874228
chr13	multovl	overlap	100877408	100878711	1304	2	1	1	2	XX	chr13_100877408_100878711
chr13	multovl	overlap	100894402	100895951	1550	2	1	1	2	XX	chr13_100894402_100895951
chr13	multovl	overlap	101261686	101262790	1105	2	1	1	2	XX	chr13_101261686_101262790
chr13	multovl	overlap	101420236	101422660	2425	2	1	1	2	XX	chr13_101420236_101422660
chr13	multovl	overlap	101499022	101501126	2105	2	1	1	2	XX	chr13_101499022_101501126
chr13	multovl	overlap	101513837	101514874	1038	2	1	1	2	XX	chr13_101513837_101514874
chr13	multovl	overlap	101545002	101546476	1475	2	1	1	2	XX	chr13_101545002_101546476
chr13	multovl	overlap	101555388	101556547	1160	2	1	1	2	XX	chr13_101555388_101556547
chr13	multovl	overlap	101601976	101603440	1465	2	1	1	2	XX	chr13_101601976_101603440
chr13	multovl	overlap	102535399	102538161	2763	2	1	1	2	XX	chr13_102535399_102538161
chr13	multovl	overlap	102538340	102539032	693	2	1	1	2	XX	chr13_102538340_102539032
chr13	multovl	overlap	103694542	103695067	526	2	1	1	2	XX	chr13_103694542_103695067
chr13	multovl	overlap	103695105	103697086	1982	2	1	1	2	XX	chr13_103695105_103697086
chr13	multovl	overlap	103747563	103748616	1054	2	1	1	2	XX	chr13_103747563_103748616
chr13	multovl	overlap	104124376	104125238	863	2	1	1	2	XX	chr13_104124376_104125238
chr13	multovl	overlap	104563313	104565201	1889	2	1	1	2	XX	chr13_104563313_104565201
chr13	multovl	overlap	104708506	104710723	2218	2	1	1	2	XX	chr13_104708506_104710723
chr13	multovl	overlap	104711461	104712219	759	2	1	1	2	XX	chr13_104711461_104712219
chr13	multovl	overlap	104898353	104900937	2585	2	1	1	2	XX	chr13_104898353_104900937
chr13	multovl	overlap	104967692	104969911	2220	2	1	1	2	XX	chr13_104967692_104969911
chr13	multovl	overlap	105017555	105019601	2047	2	1	1	2	XX	chr13_105017555_105019601
chr13	multovl	overlap	105075748	105076761	1014	2	1	1	2	XX	chr13_105075748_105076761
chr13	multovl	overlap	105077895	105079031	1137	2	1	1	2	XX	chr13_105077895_105079031
chr13	multovl	overlap	105606139	105608307	2169	2	1	1	2	XX	chr13_105606139_105608307
chr13	multovl	overlap	107725890	107727688	1799	2	1	1	2	XX	chr13_107725890_107727688
chr13	multovl	overlap	107736475	107738347	1873	2	1	1	2	XX	chr13_107736475_107738347
chr13	multovl	overlap	107810888	107812241	1354	2	1	1	2	XX	chr13_107810888_107812241
chr13	multovl	overlap	107812583	107813400	818	2	1	1	2	XX	chr13_107812583_107813400
chr13	multovl	overlap	108678035	108679148	1114	2	1	1	2	XX	chr13_108678035_108679148
chr13	multovl	overlap	108679225	108680331	1107	2	1	1	2	XX	chr13_108679225_108680331
chr13	multovl	overlap	108680772	108682130	1359	2	1	1	2	XX	chr13_108680772_108682130
chr13	multovl	overlap	108833003	108835803	2801	2	1	1	2	XX	chr13_108833003_108835803
chr13	multovl	overlap	108947968	108949706	1739	2	1	1	2	XX	chr13_108947968_108949706
chr13	multovl	overlap	109105694	109107231	1538	2	1	1	2	XX	chr13_109105694_109107231
chr13	multovl	overlap	110032788	110033628	841	1	0	1	1	0X	chr13_110032788_110033628
chr13	multovl	overlap	110050152	110051806	1655	2	1	1	2	XX	chr13_110050152_110051806
chr13	multovl	overlap	110230382	110231836	1455	1	0	1	1	0X	chr13_110230382_110231836
chr13	multovl	overlap	110475499	110476561	1063	2	1	1	2	XX	chr13_110475499_110476561
chr13	multovl	overlap	110693373	110694266	894	2	1	1	2	XX	chr13_110693373_110694266
chr13	multovl	overlap	111184920	111187326	2407	2	1	1	2	XX	chr13_111184920_111187326
chr13	multovl	overlap	111187708	111188968	1261	2	1	1	2	XX	chr13_111187708_111188968
chr13	multovl	overlap	112278550	112279609	1060	2	1	1	2	XX	chr13_112278550_112279609
chr13	multovl	overlap	112475542	112476403	862	1	0	1	1	0X	chr13_112475542_112476403
chr13	multovl	overlap	112477080	112478084	1005	2	1	1	2	XX	chr13_112477080_112478084
chr13	multovl	overlap	112514635	112515660	1026	2	1	1	2	XX	chr13_112514635_112515660
chr13	multovl	overlap	112515703	112516666	964	2	1	1	2	XX	chr13_112515703_112516666
chr13	multovl	overlap	112598014	112598473	460	2	1	1	2	XX	chr13_112598014_112598473
chr13	multovl	overlap	112599298	112600044	747	2	1	1	2	XX	chr13_112599298_112600044
chr13	multovl	overlap	113253321	113255447	2127	2	1	1	2	XX	chr13_113253321_113255447
chr13	multovl	overlap	113450301	113451778	1478	2	1	1	2	XX	chr13_113450301_113451778
chr13	multovl	overlap	113590979	113592504	1526	2	1	1	2	XX	chr13_113590979_113592504
chr13	multovl	overlap	113716650	113717712	1063	2	1	1	2	XX	chr13_113716650_113717712
chr13	multovl	overlap	113717718	113718692	975	2	1	1	2	XX	chr13_113717718_113718692
chr13	multovl	overlap	113777940	113778772	833	1	0	1	1	0X	chr13_113777940_113778772
chr13	multovl	overlap	113835106	113836871	1766	2	1	1	2	XX	chr13_113835106_113836871
chr13	multovl	overlap	114404600	114408370	3771	2	1	1	2	XX	chr13_114404600_114408370
chr13	multovl	overlap	114583976	114585934	1959	2	1	1	2	XX	chr13_114583976_114585934
chr13	multovl	overlap	115177253	115178716	1464	2	1	1	2	XX	chr13_115177253_115178716
chr13	multovl	overlap	115246886	115249224	2339	2	1	1	2	XX	chr13_115246886_115249224
chr13	multovl	overlap	115250323	115250987	665	1	1	0	1	X0	chr13_115250323_115250987
chr13	multovl	overlap	115607592	115609278	1687	2	1	1	2	XX	chr13_115607592_115609278
chr13	multovl	overlap	115879372	115881227	1856	2	1	1	2	XX	chr13_115879372_115881227
chr13	multovl	overlap	115891506	115892529	1024	1	1	0	1	X0	chr13_115891506_115892529
chr13	multovl	overlap	117812476	117814580	2105	2	1	1	2	XX	chr13_117812476_117814580
chr13	multovl	overlap	118009090	118009991	902	2	1	1	2	XX	chr13_118009090_118009991
chr13	multovl	overlap	119174726	119176380	1655	2	1	1	2	XX	chr13_119174726_119176380
chr13	multovl	overlap	119502755	119505797	3043	2	1	1	2	XX	chr13_119502755_119505797
chr13	multovl	overlap	120196604	120198251	1648	2	1	1	2	XX	chr13_120196604_120198251
chr13	multovl	overlap	120216947	120217691	745	2	1	1	2	XX	chr13_120216947_120217691
chr13	multovl	overlap	120218315	120219432	1118	1	0	1	1	0X	chr13_120218315_120219432
chr13	multovl	overlap	120250633	120252696	2064	2	1	1	2	XX	chr13_120250633_120252696
chr14	multovl	overlap	8650289	8654240	3952	2	1	1	2	XX	chr14_8650289_8654240
chr14	multovl	overlap	8835047	8836246	1200	2	1	1	2	XX	chr14_8835047_8836246
chr14	multovl	overlap	8912524	8914054	1531	2	1	1	2	XX	chr14_8912524_8914054
chr14	multovl	overlap	8930651	8931503	853	2	1	1	2	XX	chr14_8930651_8931503
chr14	multovl	overlap	9004452	9006479	2028	2	1	1	2	XX	chr14_9004452_9006479
chr14	multovl	overlap	9046769	9047750	982	2	1	1	2	XX	chr14_9046769_9047750
chr14	multovl	overlap	12385924	12388322	2399	2	1	1	2	XX	chr14_12385924_12388322
chr14	multovl	overlap	13117030	13117645	616	2	1	1	2	XX	chr14_13117030_13117645
chr14	multovl	overlap	14792708	14793778	1071	2	1	1	2	XX	chr14_14792708_14793778
chr14	multovl	overlap	14844427	14845230	804	2	1	1	2	XX	chr14_14844427_14845230
chr14	multovl	overlap	14845647	14846578	932	2	1	1	2	XX	chr14_14845647_14846578
chr14	multovl	overlap	14952228	14953684	1457	2	1	1	2	XX	chr14_14952228_14953684
chr14	multovl	overlap	15178198	15179682	1485	1	1	0	1	X0	chr14_15178198_15179682
chr14	multovl	overlap	15535257	15535362	106	2	1	1	2	XX	chr14_15535257_15535362
chr14	multovl	overlap	15535548	15537156	1609	2	1	1	2	XX	chr14_15535548_15537156
chr14	multovl	overlap	17075028	17076613	1586	2	1	1	2	XX	chr14_17075028_17076613
chr14	multovl	overlap	17081791	17082932	1142	2	1	1	2	XX	chr14_17081791_17082932
chr14	multovl	overlap	17196596	17199668	3073	2	1	1	2	XX	chr14_17196596_17199668
chr14	multovl	overlap	19070326	19072481	2156	2	1	1	2	XX	chr14_19070326_19072481
chr14	multovl	overlap	19102021	19104436	2416	2	1	1	2	XX	chr14_19102021_19104436
chr14	multovl	overlap	19163073	19163935	863	2	1	1	2	XX	chr14_19163073_19163935
