chromosome	source	feature	start	end	length	multiplicity	tracknum	count	name	strand	from	to	id	id_orig	sum	code
chr13	multovl	overlap	23676598	23677556	959	2	2	1	MACS_peak_2649	.	23676598	23677614	chr13_23676598_23677556	chr13_23676598_23677614	2	XX
chr13	multovl	overlap	23677914	23678836	923	1	2	1	MACS_peak_2650	.	23677914	23678836	chr13_23677914_23678836	chr13_23677914_23678836	1	0X
chr13	multovl	overlap	23712242	23714196	1955	2	1	1	MACS_peak_2560	.	23712224	23714196	chr13_23712242_23714196	chr13_23712224_23714196	2	XX
chr13	multovl	overlap	23712242	23714196	1955	2	2	1	MACS_peak_2651	.	23712242	23714362	chr13_23712242_23714196	chr13_23712242_23714362	2	XX
chr13	multovl	overlap	23776630	23777839	1210	2	1	1	MACS_peak_2561	.	23776630	23777839	chr13_23776630_23777839	chr13_23776630_23777839	2	XX
chr13	multovl	overlap	23776630	23777839	1210	2	2	1	MACS_peak_2652	.	23776286	23778492	chr13_23776630_23777839	chr13_23776286_23778492	2	XX
chr13	multovl	overlap	23830895	23832549	1655	2	1	1	MACS_peak_2562	.	23830895	23832549	chr13_23830895_23832549	chr13_23830895_23832549	2	XX
chr13	multovl	overlap	23830895	23832549	1655	2	2	1	MACS_peak_2653	.	23830536	23832771	chr13_23830895_23832549	chr13_23830536_23832771	2	XX
chr13	multovl	overlap	23837537	23838217	681	2	1	1	MACS_peak_2563	.	23837537	23838217	chr13_23837537_23838217	chr13_23837537_23838217	2	XX
chr13	multovl	overlap	23837537	23838217	681	2	2	1	MACS_peak_2654	.	23837393	23838343	chr13_23837537_23838217	chr13_23837393_23838343	2	XX
chr13	multovl	overlap	23843205	23843839	635	1	2	1	MACS_peak_2655	.	23843205	23843839	chr13_23843205_23843839	chr13_23843205_23843839	1	0X
chr13	multovl	overlap	23852917	23854042	1126	2	1	1	MACS_peak_2564	.	23852917	23854042	chr13_23852917_23854042	chr13_23852917_23854042	2	XX
chr13	multovl	overlap	23852917	23854042	1126	2	2	1	MACS_peak_2656	.	23852041	23854043	chr13_23852917_23854042	chr13_23852041_23854043	2	XX
chr13	multovl	overlap	24371605	24372301	697	2	1	1	MACS_peak_2565	.	24371605	24373012	chr13_24371605_24372301	chr13_24371605_24373012	2	XX
chr13	multovl	overlap	24371605	24372301	697	2	2	1	MACS_peak_2657	.	24371492	24372301	chr13_24371605_24372301	chr13_24371492_24372301	2	XX
chr13	multovl	overlap	24656389	24657921	1533	1	2	1	MACS_peak_2658	.	24656389	24657921	chr13_24656389_24657921	chr13_24656389_24657921	1	0X
chr13	multovl	overlap	24730537	24731494	958	2	1	1	MACS_peak_2566	.	24729891	24731587	chr13_24730537_24731494	chr13_24729891_24731587	2	XX
chr13	multovl	overlap	24730537	24731494	958	2	2	1	MACS_peak_2659	.	24730537	24731494	chr13_24730537_24731494	chr13_24730537_24731494	2	XX
chr13	multovl	overlap	24852797	24854377	1581	2	1	1	MACS_peak_2567	.	24852797	24854377	chr13_24852797_24854377	chr13_24852797_24854377	2	XX
chr13	multovl	overlap	24852797	24854377	1581	2	2	1	MACS_peak_2660	.	24852736	24854586	chr13_24852797_24854377	chr13_24852736_24854586	2	XX
chr13	multovl	overlap	24891675	24892544	870	2	1	1	MACS_peak_2568	.	24891675	24892544	chr13_24891675_24892544	chr13_24891675_24892544	2	XX
chr13	multovl	overlap	24891675	24892544	870	2	2	1	MACS_peak_2661	.	24891572	24896153	chr13_24891675_24892544	chr13_24891572_24896153	2	XX
chr13	multovl	overlap	24892829	24894809	1981	2	1	1	MACS_peak_2569	.	24892829	24894809	chr13_24892829_24894809	chr13_24892829_24894809	2	XX
chr13	multovl	overlap	24892829	24894809	1981	2	2	1	MACS_peak_2661	.	24891572	24896153	chr13_24892829_24894809	chr13_24891572_24896153	2	XX
chr13	multovl	overlap	24922377	24923440	1064	2	1	1	MACS_peak_2570	.	24922377	24923440	chr13_24922377_24923440	chr13_24922377_24923440	2	XX
chr13	multovl	overlap	24922377	24923440	1064	2	2	1	MACS_peak_2662	.	24922337	24925386	chr13_24922377_24923440	chr13_24922337_24925386	2	XX
chr13	multovl	overlap	24923469	24924870	1402	2	1	1	MACS_peak_2571	.	24923469	24924870	chr13_24923469_24924870	chr13_24923469_24924870	2	XX
chr13	multovl	overlap	24923469	24924870	1402	2	2	1	MACS_peak_2662	.	24922337	24925386	chr13_24923469_24924870	chr13_24922337_24925386	2	XX
chr13	multovl	overlap	25029004	25029692	689	1	1	1	MACS_peak_2572	.	25029004	25029692	chr13_25029004_25029692	chr13_25029004_25029692	1	X0
chr13	multovl	overlap	25110972	25112846	1875	2	1	1	MACS_peak_2573	.	25110972	25112846	chr13_25110972_25112846	chr13_25110972_25112846	2	XX
chr13	multovl	overlap	25110972	25112846	1875	2	2	1	MACS_peak_2663	.	25110690	25112931	chr13_25110972_25112846	chr13_25110690_25112931	2	XX
chr13	multovl	overlap	28973568	28974518	951	1	2	1	MACS_peak_2664	.	28973568	28974518	chr13_28973568_28974518	chr13_28973568_28974518	1	0X
chr13	multovl	overlap	28975356	28977519	2164	2	1	1	MACS_peak_2574	.	28975356	28977519	chr13_28975356_28977519	chr13_28975356_28977519	2	XX
chr13	multovl	overlap	28975356	28977519	2164	2	2	1	MACS_peak_2665	.	28974963	28977914	chr13_28975356_28977519	chr13_28974963_28977914	2	XX
chr13	multovl	overlap	29042472	29045701	3230	2	1	1	MACS_peak_2575	.	29042472	29045901	chr13_29042472_29045701	chr13_29042472_29045901	2	XX
chr13	multovl	overlap	29042472	29045701	3230	2	2	1	MACS_peak_2666	.	29039542	29045701	chr13_29042472_29045701	chr13_29039542_29045701	2	XX
chr13	multovl	overlap	29049587	29051392	1806	1	1	1	MACS_peak_2576	.	29049587	29051392	chr13_29049587_29051392	chr13_29049587_29051392	1	X0
chr13	multovl	overlap	29946799	29947757	959	2	1	1	MACS_peak_2577	.	29946799	29947757	chr13_29946799_29947757	chr13_29946799_29947757	2	XX
chr13	multovl	overlap	29946799	29947757	959	2	2	1	MACS_peak_2667	.	29946649	29947868	chr13_29946799_29947757	chr13_29946649_29947868	2	XX
chr13	multovl	overlap	30074875	30077681	2807	2	1	1	MACS_peak_2578	.	30074875	30077681	chr13_30074875_30077681	chr13_30074875_30077681	2	XX
chr13	multovl	overlap	30074875	30077681	2807	2	2	1	MACS_peak_2668	.	30074810	30077779	chr13_30074875_30077681	chr13_30074810_30077779	2	XX
chr13	multovl	overlap	30078076	30078879	804	1	2	1	MACS_peak_2669	.	30078076	30078879	chr13_30078076_30078879	chr13_30078076_30078879	1	0X
chr13	multovl	overlap	30636206	30637567	1362	2	1	1	MACS_peak_2579	.	30636206	30637608	chr13_30636206_30637567	chr13_30636206_30637608	2	XX
chr13	multovl	overlap	30636206	30637567	1362	2	2	1	MACS_peak_2670	.	30636146	30637567	chr13_30636206_30637567	chr13_30636146_30637567	2	XX
chr13	multovl	overlap	30751277	30752736	1460	2	1	1	MACS_peak_2580	.	30751277	30752736	chr13_30751277_30752736	chr13_30751277_30752736	2	XX
chr13	multovl	overlap	30751277	30752736	1460	2	2	1	MACS_peak_2671	.	30751143	30752847	chr13_30751277_30752736	chr13_30751143_30752847	2	XX
chr13	multovl	overlap	31064991	31066685	1695	2	1	1	MACS_peak_2581	.	31064991	31066685	chr13_31064991_31066685	chr13_31064991_31066685	2	XX
chr13	multovl	overlap	31064991	31066685	1695	2	2	1	MACS_peak_2672	.	31064925	31066748	chr13_31064991_31066685	chr13_31064925_31066748	2	XX
chr13	multovl	overlap	31650747	31651759	1013	2	1	1	MACS_peak_2582	.	31650707	31651849	chr13_31650747_31651759	chr13_31650707_31651849	2	XX
chr13	multovl	overlap	31650747	31651759	1013	2	2	1	MACS_peak_2673	.	31650747	31651759	chr13_31650747_31651759	chr13_31650747_31651759	2	XX
chr13	multovl	overlap	31716861	31719417	2557	2	1	1	MACS_peak_2583	.	31716861	31719417	chr13_31716861_31719417	chr13_31716861_31719417	2	XX
chr13	multovl	overlap	31716861	31719417	2557	2	2	1	MACS_peak_2674	.	31716713	31719479	chr13_31716861_31719417	chr13_31716713_31719479	2	XX
chr13	multovl	overlap	31898875	31900016	1142	2	1	1	MACS_peak_2584	.	31898875	31901068	chr13_31898875_31900016	chr13_31898875_31901068	2	XX
chr13	multovl	overlap	31898875	31900016	1142	2	2	1	MACS_peak_2675	.	31898811	31900016	chr13_31898875_31900016	chr13_31898811_31900016	2	XX
chr13	multovl	overlap	31900177	31901068	892	2	1	1	MACS_peak_2584	.	31898875	31901068	chr13_31900177_31901068	chr13_31898875_31901068	2	XX
chr13	multovl	overlap	31900177	31901068	892	2	2	1	MACS_peak_2676	.	31900177	31901157	chr13_31900177_31901068	chr13_31900177_31901157	2	XX
chr13	multovl	overlap	32429632	32430517	886	2	1	1	MACS_peak_2585	.	32429632	32430517	chr13_32429632_32430517	chr13_32429632_32430517	2	XX
chr13	multovl	overlap	32429632	32430517	886	2	2	1	MACS_peak_2677	.	32429448	32431618	chr13_32429632_32430517	chr13_32429448_32431618	2	XX
chr13	multovl	overlap	32430602	32431488	887	2	1	1	MACS_peak_2586	.	32430602	32431488	chr13_32430602_32431488	chr13_32430602_32431488	2	XX
chr13	multovl	overlap	32430602	32431488	887	2	2	1	MACS_peak_2677	.	32429448	32431618	chr13_32430602_32431488	chr13_32429448_32431618	2	XX
chr13	multovl	overlap	32893794	32895418	1625	2	1	1	MACS_peak_2587	.	32893794	32895418	chr13_32893794_32895418	chr13_32893794_32895418	2	XX
chr13	multovl	overlap	32893794	32895418	1625	2	2	1	MACS_peak_2678	.	32892949	32895990	chr13_32893794_32895418	chr13_32892949_32895990	2	XX
chr13	multovl	overlap	33057034	33058054	1021	2	1	1	MACS_peak_2588	.	33057034	33058054	chr13_33057034_33058054	chr13_33057034_33058054	2	XX
chr13	multovl	overlap	33057034	33058054	1021	2	2	1	MACS_peak_2679	.	33056883	33058567	chr13_33057034_33058054	chr13_33056883_33058567	2	XX
chr13	multovl	overlap	34026542	34028435	1894	2	1	1	MACS_peak_2589	.	34026542	34028435	chr13_34026542_34028435	chr13_34026542_34028435	2	XX
chr13	multovl	overlap	34026542	34028435	1894	2	2	1	MACS_peak_2680	.	34026454	34028667	chr13_34026542_34028435	chr13_34026454_34028667	2	XX
chr13	multovl	overlap	34056253	34057695	1443	2	1	1	MACS_peak_2590	.	34056253	34057695	chr13_34056253_34057695	chr13_34056253_34057695	2	XX
chr13	multovl	overlap	34056253	34057695	1443	2	2	1	MACS_peak_2681	.	34056179	34057809	chr13_34056253_34057695	chr13_34056179_34057809	2	XX
chr13	multovl	overlap	34093636	34095419	1784	2	1	1	MACS_peak_2591	.	34093636	34095419	chr13_34093636_34095419	chr13_34093636_34095419	2	XX
chr13	multovl	overlap	34093636	34095419	1784	2	2	1	MACS_peak_2682	.	34093245	34095633	chr13_34093636_34095419	chr13_34093245_34095633	2	XX
chr13	multovl	overlap	34129172	34130258	1087	2	1	1	MACS_peak_2592	.	34129172	34130258	chr13_34129172_34130258	chr13_34129172_34130258	2	XX
chr13	multovl	overlap	34129172	34130258	1087	2	2	1	MACS_peak_2683	.	34129111	34130521	chr13_34129172_34130258	chr13_34129111_34130521	2	XX
chr13	multovl	overlap	34168681	34169630	950	2	1	1	MACS_peak_2593	.	34168681	34170247	chr13_34168681_34169630	chr13_34168681_34170247	2	XX
chr13	multovl	overlap	34168681	34169630	950	2	2	1	MACS_peak_2684	.	34168611	34169630	chr13_34168681_34169630	chr13_34168611_34169630	2	XX
chr13	multovl	overlap	34254456	34255847	1392	2	1	1	MACS_peak_2594	.	34254456	34255847	chr13_34254456_34255847	chr13_34254456_34255847	2	XX
chr13	multovl	overlap	34254456	34255847	1392	2	2	1	MACS_peak_2685	.	34254211	34256128	chr13_34254456_34255847	chr13_34254211_34256128	2	XX
chr13	multovl	overlap	34435571	34436755	1185	2	1	1	MACS_peak_2595	.	34435571	34436861	chr13_34435571_34436755	chr13_34435571_34436861	2	XX
chr13	multovl	overlap	34435571	34436755	1185	2	2	1	MACS_peak_2686	.	34434892	34436755	chr13_34435571_34436755	chr13_34434892_34436755	2	XX
chr13	multovl	overlap	34742730	34744290	1561	2	1	1	MACS_peak_2596	.	34742730	34744801	chr13_34742730_34744290	chr13_34742730_34744801	2	XX
chr13	multovl	overlap	34742730	34744290	1561	2	2	1	MACS_peak_2687	.	34742636	34744290	chr13_34742730_34744290	chr13_34742636_34744290	2	XX
chr13	multovl	overlap	34965537	34966535	999	2	1	1	MACS_peak_2597	.	34965399	34968408	chr13_34965537_34966535	chr13_34965399_34968408	2	XX
chr13	multovl	overlap	34965537	34966535	999	2	2	1	MACS_peak_2688	.	34965537	34966535	chr13_34965537_34966535	chr13_34965537_34966535	2	XX
chr13	multovl	overlap	34966672	34968408	1737	2	1	1	MACS_peak_2597	.	34965399	34968408	chr13_34966672_34968408	chr13_34965399_34968408	2	XX
chr13	multovl	overlap	34966672	34968408	1737	2	2	1	MACS_peak_2689	.	34966672	34968562	chr13_34966672_34968408	chr13_34966672_34968562	2	XX
chr13	multovl	overlap	35084951	35086758	1808	2	1	1	MACS_peak_2598	.	35084951	35086758	chr13_35084951_35086758	chr13_35084951_35086758	2	XX
chr13	multovl	overlap	35084951	35086758	1808	2	2	1	MACS_peak_2690	.	35084661	35086910	chr13_35084951_35086758	chr13_35084661_35086910	2	XX
chr13	multovl	overlap	35833662	35834475	814	2	1	1	MACS_peak_2599	.	35833238	35834475	chr13_35833662_35834475	chr13_35833238_35834475	2	XX
chr13	multovl	overlap	35833662	35834475	814	2	2	1	MACS_peak_2691	.	35833662	35835320	chr13_35833662_35834475	chr13_35833662_35835320	2	XX
chr13	multovl	overlap	35997256	35998561	1306	2	1	1	MACS_peak_2600	.	35997256	35998579	chr13_35997256_35998561	chr13_35997256_35998579	2	XX
chr13	multovl	overlap	35997256	35998561	1306	2	2	1	MACS_peak_2692	.	35997071	35998561	chr13_35997256_35998561	chr13_35997071_35998561	2	XX
chr13	multovl	overlap	36208306	36210404	2099	2	1	1	MACS_peak_2601	.	36208223	36210404	chr13_36208306_36210404	chr13_36208223_36210404	2	XX
chr13	multovl	overlap	36208306	36210404	2099	2	2	1	MACS_peak_2693	.	36208306	36210718	chr13_36208306_36210404	chr13_36208306_36210718	2	XX
chr13	multovl	overlap	36825442	36826392	951	1	2	1	MACS_peak_2694	.	36825442	36826392	chr13_36825442_36826392	chr13_36825442_36826392	1	0X
chr13	multovl	overlap	36826696	36827347	652	1	1	1	MACS_peak_2602	.	36826696	36827347	chr13_36826696_36827347	chr13_36826696_36827347	1	X0
chr13	multovl	overlap	37917666	37918982	1317	2	1	1	MACS_peak_2603	.	37917633	37920245	chr13_37917666_37918982	chr13_37917633_37920245	2	XX
chr13	multovl	overlap	37917666	37918982	1317	2	2	1	MACS_peak_2695	.	37917666	37918982	chr13_37917666_37918982	chr13_37917666_37918982	2	XX
chr13	multovl	overlap	37919195	37920245	1051	2	1	1	MACS_peak_2603	.	37917633	37920245	chr13_37919195_37920245	chr13_37917633_37920245	2	XX
chr13	multovl	overlap	37919195	37920245	1051	2	2	1	MACS_peak_2696	.	37919195	37920409	chr13_37919195_37920245	chr13_37919195_37920409	2	XX
chr13	multovl	overlap	37949122	37949870	749	2	1	1	MACS_peak_2604	.	37949122	37950089	chr13_37949122_37949870	chr13_37949122_37950089	2	XX
chr13	multovl	overlap	37949122	37949870	749	2	2	1	MACS_peak_2697	.	37948905	37949870	chr13_37949122_37949870	chr13_37948905_37949870	2	XX
chr13	multovl	overlap	38084470	38086335	1866	2	1	1	MACS_peak_2605	.	38084470	38086335	chr13_38084470_38086335	chr13_38084470_38086335	2	XX
chr13	multovl	overlap	38084470	38086335	1866	2	2	1	MACS_peak_2698	.	38084375	38086655	chr13_38084470_38086335	chr13_38084375_38086655	2	XX
chr13	multovl	overlap	38128101	38130278	2178	2	1	1	MACS_peak_2606	.	38128025	38130278	chr13_38128101_38130278	chr13_38128025_38130278	2	XX
chr13	multovl	overlap	38128101	38130278	2178	2	2	1	MACS_peak_2699	.	38128101	38131043	chr13_38128101_38130278	chr13_38128101_38131043	2	XX
chr13	multovl	overlap	38296493	38297699	1207	2	1	1	MACS_peak_2607	.	38296425	38297699	chr13_38296493_38297699	chr13_38296425_38297699	2	XX
chr13	multovl	overlap	38296493	38297699	1207	2	2	1	MACS_peak_2700	.	38296493	38297964	chr13_38296493_38297699	chr13_38296493_38297964	2	XX
chr13	multovl	overlap	38618732	38620653	1922	2	1	1	MACS_peak_2608	.	38618732	38620653	chr13_38618732_38620653	chr13_38618732_38620653	2	XX
chr13	multovl	overlap	38618732	38620653	1922	2	2	1	MACS_peak_2701	.	38618031	38620983	chr13_38618732_38620653	chr13_38618031_38620983	2	XX
chr13	multovl	overlap	38725987	38727645	1659	2	1	1	MACS_peak_2609	.	38725961	38727665	chr13_38725987_38727645	chr13_38725961_38727665	2	XX
chr13	multovl	overlap	38725987	38727645	1659	2	2	1	MACS_peak_2702	.	38725987	38727645	chr13_38725987_38727645	chr13_38725987_38727645	2	XX
chr13	multovl	overlap	38749692	38751249	1558	2	1	1	MACS_peak_2610	.	38749692	38751249	chr13_38749692_38751249	chr13_38749692_38751249	2	XX
chr13	multovl	overlap	38749692	38751249	1558	2	2	1	MACS_peak_2703	.	38749605	38751281	chr13_38749692_38751249	chr13_38749605_38751281	2	XX
chr13	multovl	overlap	39051585	39053023	1439	2	1	1	MACS_peak_2611	.	39051585	39053023	chr13_39051585_39053023	chr13_39051585_39053023	2	XX
chr13	multovl	overlap	39051585	39053023	1439	2	2	1	MACS_peak_2704	.	39050996	39053401	chr13_39051585_39053023	chr13_39050996_39053401	2	XX
chr13	multovl	overlap	40818441	40819274	834	2	1	1	MACS_peak_2612	.	40818441	40819274	chr13_40818441_40819274	chr13_40818441_40819274	2	XX
chr13	multovl	overlap	40818441	40819274	834	2	2	1	MACS_peak_2705	.	40818402	40819599	chr13_40818441_40819274	chr13_40818402_40819599	2	XX
chr13	multovl	overlap	40823122	40825724	2603	2	1	1	MACS_peak_2613	.	40823122	40825724	chr13_40823122_40825724	chr13_40823122_40825724	2	XX
chr13	multovl	overlap	40823122	40825724	2603	2	2	1	MACS_peak_2706	.	40822221	40826399	chr13_40823122_40825724	chr13_40822221_40826399	2	XX
chr13	multovl	overlap	40825757	40826399	643	2	1	1	MACS_peak_2614	.	40825757	40829711	chr13_40825757_40826399	chr13_40825757_40829711	2	XX
chr13	multovl	overlap	40825757	40826399	643	2	2	1	MACS_peak_2706	.	40822221	40826399	chr13_40825757_40826399	chr13_40822221_40826399	2	XX
chr13	multovl	overlap	40826570	40829645	3076	2	1	1	MACS_peak_2614	.	40825757	40829711	chr13_40826570_40829645	chr13_40825757_40829711	2	XX
chr13	multovl	overlap	40826570	40829645	3076	2	2	1	MACS_peak_2707	.	40826570	40829645	chr13_40826570_40829645	chr13_40826570_40829645	2	XX
chr13	multovl	overlap	40955059	40956012	954	2	1	1	MACS_peak_2615	.	40955059	40956012	chr13_40955059_40956012	chr13_40955059_40956012	2	XX
chr13	multovl	overlap	40955059	40956012	954	2	2	1	MACS_peak_2708	.	40954735	40956122	chr13_40955059_40956012	chr13_40954735_40956122	2	XX
chr13	multovl	overlap	41012097	41014509	2413	2	1	1	MACS_peak_2616	.	41012097	41014509	chr13_41012097_41014509	chr13_41012097_41014509	2	XX
chr13	multovl	overlap	41012097	41014509	2413	2	2	1	MACS_peak_2709	.	41012008	41015962	chr13_41012097_41014509	chr13_41012008_41015962	2	XX
chr13	multovl	overlap	41015590	41015962	373	2	1	1	MACS_peak_2617	.	41015590	41016968	chr13_41015590_41015962	chr13_41015590_41016968	2	XX
chr13	multovl	overlap	41015590	41015962	373	2	2	1	MACS_peak_2709	.	41012008	41015962	chr13_41015590_41015962	chr13_41012008_41015962	2	XX
chr13	multovl	overlap	41016427	41016968	542	2	1	1	MACS_peak_2617	.	41015590	41016968	chr13_41016427_41016968	chr13_41015590_41016968	2	XX
chr13	multovl	overlap	41016427	41016968	542	2	2	1	MACS_peak_2710	.	41016427	41017402	chr13_41016427_41016968	chr13_41016427_41017402	2	XX
chr13	multovl	overlap	41095262	41097455	2194	2	1	1	MACS_peak_2618	.	41095262	41097455	chr13_41095262_41097455	chr13_41095262_41097455	2	XX
chr13	multovl	overlap	41095262	41097455	2194	2	2	1	MACS_peak_2711	.	41095040	41098346	chr13_41095262_41097455	chr13_41095040_41098346	2	XX
chr13	multovl	overlap	41111237	41112958	1722	2	1	1	MACS_peak_2619	.	41111237	41112958	chr13_41111237_41112958	chr13_41111237_41112958	2	XX
chr13	multovl	overlap	41111237	41112958	1722	2	2	1	MACS_peak_2712	.	41110944	41113107	chr13_41111237_41112958	chr13_41110944_41113107	2	XX
chr13	multovl	overlap	41344440	41346320	1881	2	1	1	MACS_peak_2620	.	41344440	41346320	chr13_41344440_41346320	chr13_41344440_41346320	2	XX
chr13	multovl	overlap	41344440	41346320	1881	2	2	1	MACS_peak_2713	.	41344235	41346382	chr13_41344440_41346320	chr13_41344235_41346382	2	XX
chr13	multovl	overlap	41452811	41454451	1641	2	1	1	MACS_peak_2621	.	41452811	41454451	chr13_41452811_41454451	chr13_41452811_41454451	2	XX
chr13	multovl	overlap	41452811	41454451	1641	2	2	1	MACS_peak_2714	.	41451981	41454647	chr13_41452811_41454451	chr13_41451981_41454647	2	XX
chr13	multovl	overlap	41700228	41701026	799	2	1	1	MACS_peak_2622	.	41700228	41701026	chr13_41700228_41701026	chr13_41700228_41701026	2	XX
chr13	multovl	overlap	41700228	41701026	799	2	2	1	MACS_peak_2715	.	41700125	41701097	chr13_41700228_41701026	chr13_41700125_41701097	2	XX
chr13	multovl	overlap	41701375	41702512	1138	2	1	1	MACS_peak_2623	.	41701375	41702512	chr13_41701375_41702512	chr13_41701375_41702512	2	XX
chr13	multovl	overlap	41701375	41702512	1138	2	2	1	MACS_peak_2716	.	41701162	41702666	chr13_41701375_41702512	chr13_41701162_41702666	2	XX
chr13	multovl	overlap	42144658	42145702	1045	2	1	1	MACS_peak_2624	.	42144580	42145702	chr13_42144658_42145702	chr13_42144580_42145702	2	XX
chr13	multovl	overlap	42144658	42145702	1045	2	2	1	MACS_peak_2717	.	42144658	42145799	chr13_42144658_42145702	chr13_42144658_42145799	2	XX
chr13	multovl	overlap	42146112	42147042	931	2	1	1	MACS_peak_2625	.	42146112	42147058	chr13_42146112_42147042	chr13_42146112_42147058	2	XX
chr13	multovl	overlap	42146112	42147042	931	2	2	1	MACS_peak_2718	.	42146079	42147042	chr13_42146112_42147042	chr13_42146079_42147042	2	XX
chr13	multovl	overlap	42147376	42149382	2007	2	1	1	MACS_peak_2626	.	42147364	42149477	chr13_42147376_42149382	chr13_42147364_42149477	2	XX
chr13	multovl	overlap	42147376	42149382	2007	2	2	1	MACS_peak_2719	.	42147376	42149382	chr13_42147376_42149382	chr13_42147376_42149382	2	XX
chr13	multovl	overlap	42396947	42398917	1971	2	1	1	MACS_peak_2627	.	42396718	42398917	chr13_42396947_42398917	chr13_42396718_42398917	2	XX
chr13	multovl	overlap	42396947	42398917	1971	2	2	1	MACS_peak_2720	.	42396947	42399434	chr13_42396947_42398917	chr13_42396947_42399434	2	XX
chr13	multovl	overlap	42961601	42962720	1120	1	2	1	MACS_peak_2721	.	42961601	42962720	chr13_42961601_42962720	chr13_42961601_42962720	1	0X
chr13	multovl	overlap	43266243	43267599	1357	2	1	1	MACS_peak_2628	.	43266243	43267648	chr13_43266243_43267599	chr13_43266243_43267648	2	XX
chr13	multovl	overlap	43266243	43267599	1357	2	2	1	MACS_peak_2722	.	43266049	43267599	chr13_43266243_43267599	chr13_43266049_43267599	2	XX
chr13	multovl	overlap	43397750	43399322	1573	2	1	1	MACS_peak_2629	.	43397750	43399372	chr13_43397750_43399322	chr13_43397750_43399372	2	XX
chr13	multovl	overlap	43397750	43399322	1573	2	2	1	MACS_peak_2723	.	43397527	43399322	chr13_43397750_43399322	chr13_43397527_43399322	2	XX
chr13	multovl	overlap	43460697	43461701	1005	2	1	1	MACS_peak_2630	.	43460697	43461811	chr13_43460697_43461701	chr13_43460697_43461811	2	XX
chr13	multovl	overlap	43460697	43461701	1005	2	2	1	MACS_peak_2724	.	43460621	43461701	chr13_43460697_43461701	chr13_43460621_43461701	2	XX
chr13	multovl	overlap	43493637	43494811	1175	2	1	1	MACS_peak_2631	.	43493637	43494845	chr13_43493637_43494811	chr13_43493637_43494845	2	XX
chr13	multovl	overlap	43493637	43494811	1175	2	2	1	MACS_peak_2725	.	43493391	43494811	chr13_43493637_43494811	chr13_43493391_43494811	2	XX
chr13	multovl	overlap	43574602	43576051	1450	2	1	1	MACS_peak_2632	.	43574602	43576187	chr13_43574602_43576051	chr13_43574602_43576187	2	XX
chr13	multovl	overlap	43574602	43576051	1450	2	2	1	MACS_peak_2726	.	43573175	43576051	chr13_43574602_43576051	chr13_43573175_43576051	2	XX
chr13	multovl	overlap	43654526	43655995	1470	2	1	1	MACS_peak_2633	.	43654526	43655995	chr13_43654526_43655995	chr13_43654526_43655995	2	XX
chr13	multovl	overlap	43654526	43655995	1470	2	2	1	MACS_peak_2727	.	43654478	43656465	chr13_43654526_43655995	chr13_43654478_43656465	2	XX
chr13	multovl	overlap	44826336	44827046	711	2	1	1	MACS_peak_2634	.	44826070	44827046	chr13_44826336_44827046	chr13_44826070_44827046	2	XX
chr13	multovl	overlap	44826336	44827046	711	2	2	1	MACS_peak_2728	.	44826336	44829658	chr13_44826336_44827046	chr13_44826336_44829658	2	XX
chr13	multovl	overlap	44827135	44828029	895	2	1	1	MACS_peak_2635	.	44827135	44828029	chr13_44827135_44828029	chr13_44827135_44828029	2	XX
chr13	multovl	overlap	44827135	44828029	895	2	2	1	MACS_peak_2728	.	44826336	44829658	chr13_44827135_44828029	chr13_44826336_44829658	2	XX
chr13	multovl	overlap	44828112	44829658	1547	2	1	1	MACS_peak_2636	.	44828112	44829879	chr13_44828112_44829658	chr13_44828112_44829879	2	XX
chr13	multovl	overlap	44828112	44829658	1547	2	2	1	MACS_peak_2728	.	44826336	44829658	chr13_44828112_44829658	chr13_44826336_44829658	2	XX
chr13	multovl	overlap	45095906	45097510	1605	2	1	1	MACS_peak_2637	.	45095906	45097510	chr13_45095906_45097510	chr13_45095906_45097510	2	XX
chr13	multovl	overlap	45095906	45097510	1605	2	2	1	MACS_peak_2729	.	45095458	45097550	chr13_45095906_45097510	chr13_45095458_45097550	2	XX
chr13	multovl	overlap	45484986	45487289	2304	2	1	1	MACS_peak_2638	.	45484878	45487289	chr13_45484986_45487289	chr13_45484878_45487289	2	XX
chr13	multovl	overlap	45484986	45487289	2304	2	2	1	MACS_peak_2730	.	45484986	45487637	chr13_45484986_45487289	chr13_45484986_45487637	2	XX
chr13	multovl	overlap	45602801	45603427	627	1	1	1	MACS_peak_2639	.	45602801	45603427	chr13_45602801_45603427	chr13_45602801_45603427	1	X0
chr13	multovl	overlap	46059753	46060415	663	2	1	1	MACS_peak_2640	.	46058594	46060526	chr13_46059753_46060415	chr13_46058594_46060526	2	XX
chr13	multovl	overlap	46059753	46060415	663	2	2	1	MACS_peak_2731	.	46059753	46060415	chr13_46059753_46060415	chr13_46059753_46060415	2	XX
chr13	multovl	overlap	46060547	46061883	1337	2	1	1	MACS_peak_2641	.	46060547	46062022	chr13_46060547_46061883	chr13_46060547_46062022	2	XX
chr13	multovl	overlap	46060547	46061883	1337	2	2	1	MACS_peak_2732	.	46060533	46061883	chr13_46060547_46061883	chr13_46060533_46061883	2	XX
chr13	multovl	overlap	46764019	46765540	1522	2	1	1	MACS_peak_2642	.	46764019	46765556	chr13_46764019_46765540	chr13_46764019_46765556	2	XX
