chromosome	source	feature	start	end	length	multiplicity	tracknum	count	name	strand	from	to	id	id_orig	sum	code
chr2	multovl	overlap	164322380	164324117	1737	0	1	0	-	.	164322380	164324117	-	-	0	XX
chr2	multovl	overlap	164570665	164572688	2023	0	1	0	-	.	164570665	164572688	-	-	0	XX
chr2	multovl	overlap	164594662	164596389	1727	0	1	0	-	.	164594662	164596389	-	-	0	XX
chr2	multovl	overlap	164610554	164612675	2121	0	1	0	-	.	164610554	164612675	-	-	0	XX
chr2	multovl	overlap	164629471	164631505	2034	0	1	0	-	.	164629471	164631505	-	-	0	XX
chr2	multovl	overlap	164648124	164649380	1256	0	1	0	-	.	164648124	164649380	-	-	0	XX
chr2	multovl	overlap	164657926	164660594	2668	0	1	0	-	.	164657926	164660594	-	-	0	XX
chr2	multovl	overlap	164681648	164683195	1547	0	1	0	-	.	164681648	164683195	-	-	0	XX
chr2	multovl	overlap	164703642	164706422	2780	0	1	0	-	.	164703642	164706422	-	-	0	XX
chr2	multovl	overlap	164735364	164738268	2904	0	1	0	-	.	164735364	164738268	-	-	0	XX
chr2	multovl	overlap	164859101	164860702	1601	0	1	0	-	.	164859101	164860702	-	-	0	XX
chr2	multovl	overlap	165111606	165113750	2144	0	1	0	-	.	165111606	165113750	-	-	0	XX
chr2	multovl	overlap	165150412	165153042	2630	0	1	0	-	.	165150412	165153042	-	-	0	XX
chr2	multovl	overlap	165212655	165213982	1327	0	1	0	-	.	165212655	165213982	-	-	0	XX
chr2	multovl	overlap	165317849	165319616	1767	0	1	0	-	.	165317849	165319616	-	-	0	XX
chr2	multovl	overlap	165328700	165330335	1635	0	1	0	-	.	165328700	165330335	-	-	0	XX
chr2	multovl	overlap	165707779	165708883	1104	0	1	0	-	.	165707779	165708883	-	-	0	XX
chr2	multovl	overlap	165709173	165709868	695	0	1	0	-	.	165709173	165709868	-	-	0	XX
chr2	multovl	overlap	165817399	165819362	1963	0	1	0	-	.	165817399	165819362	-	-	0	XX
chr2	multovl	overlap	165978747	165981418	2671	0	1	0	-	.	165978747	165981418	-	-	0	XX
chr2	multovl	overlap	166611446	166612776	1330	0	1	0	-	.	166611446	166612776	-	-	0	XX
chr2	multovl	overlap	166618475	166620340	1865	0	1	0	-	.	166618475	166620340	-	-	0	XX
chr2	multovl	overlap	166630694	166632291	1597	0	1	0	-	.	166630694	166632291	-	-	0	XX
chr2	multovl	overlap	166730772	166733043	2271	0	1	0	-	.	166730772	166733043	-	-	0	XX
chr2	multovl	overlap	166820046	166821904	1858	0	1	0	-	.	166820046	166821904	-	-	0	XX
chr2	multovl	overlap	166840112	166842000	1888	0	1	0	-	.	166840112	166842000	-	-	0	XX
chr2	multovl	overlap	166886057	166888254	2197	0	1	0	-	.	166886057	166888254	-	-	0	XX
chr2	multovl	overlap	166888411	166890091	1680	0	1	0	-	.	166888411	166890091	-	-	0	XX
chr2	multovl	overlap	166890149	166891159	1010	0	1	0	-	.	166890149	166891159	-	-	0	XX
chr2	multovl	overlap	167065208	167066495	1287	0	1	0	-	.	167065208	167066495	-	-	0	XX
chr2	multovl	overlap	167173040	167174628	1588	0	1	0	-	.	167173040	167174628	-	-	0	XX
chr2	multovl	overlap	167211200	167212194	994	0	1	0	-	.	167211200	167212194	-	-	0	XX
chr2	multovl	overlap	167246179	167248398	2219	0	1	0	-	.	167246179	167248398	-	-	0	XX
chr2	multovl	overlap	167316912	167319364	2452	0	1	0	-	.	167316912	167319364	-	-	0	XX
chr2	multovl	overlap	167328400	167331600	3200	0	1	0	-	.	167328400	167331600	-	-	0	XX
chr2	multovl	overlap	167363486	167367337	3851	0	1	0	-	.	167363486	167367337	-	-	0	XX
chr2	multovl	overlap	167455664	167458497	2833	0	1	0	-	.	167455664	167458497	-	-	0	XX
chr2	multovl	overlap	167485478	167487083	1605	0	1	0	-	.	167485478	167487083	-	-	0	XX
chr2	multovl	overlap	167487145	167487963	818	0	1	0	-	.	167487145	167487963	-	-	0	XX
chr2	multovl	overlap	167514771	167518450	3679	0	1	0	-	.	167514771	167518450	-	-	0	XX
chr2	multovl	overlap	167756849	167759201	2352	0	1	0	-	.	167756849	167759201	-	-	0	XX
chr2	multovl	overlap	167906456	167907621	1165	0	1	0	-	.	167906456	167907621	-	-	0	XX
chr2	multovl	overlap	168030216	168032251	2035	0	1	0	-	.	168030216	168032251	-	-	0	XX
chr2	multovl	overlap	168054302	168056948	2646	0	1	0	-	.	168054302	168056948	-	-	0	XX
chr2	multovl	overlap	168779543	168781493	1950	0	1	0	-	.	168779543	168781493	-	-	0	XX
chr2	multovl	overlap	169954984	169956546	1562	0	1	0	-	.	169954984	169956546	-	-	0	XX
chr2	multovl	overlap	169958326	169959216	890	0	1	0	-	.	169958326	169959216	-	-	0	X0
chr2	multovl	overlap	169979111	169979748	637	0	1	0	-	.	169979111	169979748	-	-	0	XX
chr2	multovl	overlap	170336620	170338063	1443	0	1	0	-	.	170336620	170338063	-	-	0	XX
chr2	multovl	overlap	172170973	172172040	1067	0	1	0	-	.	172170973	172172040	-	-	0	XX
chr2	multovl	overlap	172195065	172197667	2602	0	1	0	-	.	172195065	172197667	-	-	0	XX
chr2	multovl	overlap	172265357	172267062	1705	0	1	0	-	.	172265357	172267062	-	-	0	XX
chr2	multovl	overlap	172824981	172827024	2043	0	1	0	-	.	172824981	172827024	-	-	0	XX
chr2	multovl	overlap	172847152	172849602	2450	0	1	0	-	.	172847152	172849602	-	-	0	XX
chr2	multovl	overlap	173042648	173043436	788	0	1	0	-	.	173042648	173043436	-	-	0	XX
chr2	multovl	overlap	173043622	173044477	855	0	1	0	-	.	173043622	173044477	-	-	0	XX
chr2	multovl	overlap	173091997	173092847	850	0	1	0	-	.	173091997	173092847	-	-	0	X0
chr2	multovl	overlap	173100083	173101817	1734	0	1	0	-	.	173100083	173101817	-	-	0	XX
chr2	multovl	overlap	173484215	173485188	973	0	1	0	-	.	173484215	173485188	-	-	0	XX
chr2	multovl	overlap	173485226	173486622	1396	0	1	0	-	.	173485226	173486622	-	-	0	XX
chr2	multovl	overlap	173562967	173564233	1266	0	1	0	-	.	173562967	173564233	-	-	0	XX
chr2	multovl	overlap	173901361	173903290	1929	0	1	0	-	.	173901361	173903290	-	-	0	XX
chr2	multovl	overlap	173935782	173937227	1445	0	1	0	-	.	173935782	173937227	-	-	0	XX
chr2	multovl	overlap	174152295	174153375	1080	0	1	0	-	.	174152295	174153375	-	-	0	XX
chr2	multovl	overlap	174154553	174155176	623	0	1	0	-	.	174154553	174155176	-	-	0	XX
chr2	multovl	overlap	174155513	174157295	1782	0	1	0	-	.	174155513	174157295	-	-	0	XX
chr2	multovl	overlap	174241012	174242185	1173	0	1	0	-	.	174241012	174242185	-	-	0	XX
chr2	multovl	overlap	174263794	174264793	999	0	1	0	-	.	174263794	174264793	-	-	0	XX
chr2	multovl	overlap	174288485	174289929	1444	0	1	0	-	.	174288485	174289929	-	-	0	XX
chr2	multovl	overlap	174297329	174299369	2040	0	1	0	-	.	174297329	174299369	-	-	0	XX
chr2	multovl	overlap	175000759	175001673	914	0	1	0	-	.	175000759	175001673	-	-	0	XX
chr2	multovl	overlap	176583444	176583891	447	0	1	0	-	.	176583444	176583891	-	-	0	X0
chr2	multovl	overlap	176990487	176991129	642	0	1	0	-	.	176990487	176991129	-	-	0	XX
chr2	multovl	overlap	177249370	177250305	935	0	1	0	-	.	177249370	177250305	-	-	0	XX
chr2	multovl	overlap	177282577	177283749	1172	0	1	0	-	.	177282577	177283749	-	-	0	XX
chr2	multovl	overlap	177574227	177575318	1091	0	1	0	-	.	177574227	177575318	-	-	0	XX
chr2	multovl	overlap	177757942	177758659	717	0	1	0	-	.	177757942	177758659	-	-	0	XX
chr2	multovl	overlap	178148582	178150038	1456	0	1	0	-	.	178148582	178150038	-	-	0	XX
chr2	multovl	overlap	17948880	17950912	2032	0	1	0	-	.	17948880	17950912	-	-	0	XX
chr2	multovl	overlap	17968121	17970333	2212	0	1	0	-	.	17968121	17970333	-	-	0	XX
chr2	multovl	overlap	179711297	179712390	1093	0	1	0	-	.	179711297	179712390	-	-	0	XX
chr2	multovl	overlap	179759576	179760897	1321	0	1	0	-	.	179759576	179760897	-	-	0	XX
chr2	multovl	overlap	17977362	17978277	915	0	1	0	-	.	17977362	17978277	-	-	0	XX
chr2	multovl	overlap	179776092	179778463	2371	0	1	0	-	.	179776092	179778463	-	-	0	XX
chr2	multovl	overlap	17978478	17979975	1497	0	1	0	-	.	17978478	17979975	-	-	0	XX
chr2	multovl	overlap	179804513	179806463	1950	0	1	0	-	.	179804513	179806463	-	-	0	XX
chr2	multovl	overlap	17985200	17987959	2759	0	1	0	-	.	17985200	17987959	-	-	0	XX
chr2	multovl	overlap	179854034	179855220	1186	0	1	0	-	.	179854034	179855220	-	-	0	XX
chr2	multovl	overlap	179906559	179907958	1399	0	1	0	-	.	179906559	179907958	-	-	0	XX
chr2	multovl	overlap	179959345	179960837	1492	0	1	0	-	.	179959345	179960837	-	-	0	XX
chr2	multovl	overlap	179990856	179991784	928	0	1	0	-	.	179990856	179991784	-	-	0	XX
chr2	multovl	overlap	179991902	179993058	1156	0	1	0	-	.	179991902	179993058	-	-	0	XX
chr2	multovl	overlap	180006973	180008091	1118	0	1	0	-	.	180006973	180008091	-	-	0	XX
chr2	multovl	overlap	180008172	180008988	816	0	1	0	-	.	180008172	180008988	-	-	0	XX
chr2	multovl	overlap	180317102	180318481	1379	0	1	0	-	.	180317102	180318481	-	-	0	XX
chr2	multovl	overlap	180323221	180325872	2651	0	1	0	-	.	180323221	180325872	-	-	0	XX
chr2	multovl	overlap	180435170	180437529	2359	0	1	0	-	.	180435170	180437529	-	-	0	XX
chr2	multovl	overlap	180443159	180446295	3136	0	1	0	-	.	180443159	180446295	-	-	0	XX
chr2	multovl	overlap	180654209	180655760	1551	0	1	0	-	.	180654209	180655760	-	-	0	XX
chr2	multovl	overlap	180701272	180703299	2027	0	1	0	-	.	180701272	180703299	-	-	0	XX
chr2	multovl	overlap	180921190	180923082	1892	0	1	0	-	.	180921190	180923082	-	-	0	XX
chr2	multovl	overlap	180974128	180975204	1076	0	1	0	-	.	180974128	180975204	-	-	0	X0
chr2	multovl	overlap	180975875	180977030	1155	0	1	0	-	.	180975875	180977030	-	-	0	XX
chr2	multovl	overlap	181021224	181023185	1961	0	1	0	-	.	181021224	181023185	-	-	0	XX
chr2	multovl	overlap	181053733	181055295	1562	0	1	0	-	.	181053733	181055295	-	-	0	XX
chr2	multovl	overlap	181098811	181101499	2688	0	1	0	-	.	181098811	181101499	-	-	0	XX
chr2	multovl	overlap	181192801	181193750	949	0	1	0	-	.	181192801	181193750	-	-	0	X0
chr2	multovl	overlap	181194258	181195445	1187	0	1	0	-	.	181194258	181195445	-	-	0	XX
chr2	multovl	overlap	181231008	181233086	2078	0	1	0	-	.	181231008	181233086	-	-	0	XX
chr2	multovl	overlap	181254228	181256778	2550	0	1	0	-	.	181254228	181256778	-	-	0	XX
chr2	multovl	overlap	181315283	181317066	1783	0	1	0	-	.	181315283	181317066	-	-	0	XX
chr2	multovl	overlap	181326100	181328319	2219	0	1	0	-	.	181326100	181328319	-	-	0	XX
chr2	multovl	overlap	181335241	181337116	1875	0	1	0	-	.	181335241	181337116	-	-	0	XX
chr2	multovl	overlap	181414377	181415835	1458	0	1	0	-	.	181414377	181415835	-	-	0	XX
chr2	multovl	overlap	181427528	181428926	1398	0	1	0	-	.	181427528	181428926	-	-	0	XX
chr2	multovl	overlap	181572070	181573604	1534	0	1	0	-	.	181572070	181573604	-	-	0	XX
chr2	multovl	overlap	181598322	181600233	1911	0	1	0	-	.	181598322	181600233	-	-	0	XX
chr2	multovl	overlap	18313040	18314559	1519	0	1	0	-	.	18313040	18314559	-	-	0	XX
chr2	multovl	overlap	18508468	18510212	1744	0	1	0	-	.	18508468	18510212	-	-	0	XX
chr2	multovl	overlap	18593244	18595220	1976	0	1	0	-	.	18593244	18595220	-	-	0	XX
chr2	multovl	overlap	18599260	18600456	1196	0	1	0	-	.	18599260	18600456	-	-	0	XX
chr2	multovl	overlap	18602347	18603237	890	0	1	0	-	.	18602347	18603237	-	-	0	XX
chr2	multovl	overlap	18615199	18616466	1267	0	1	0	-	.	18615199	18616466	-	-	0	XX
chr2	multovl	overlap	18687144	18689353	2209	0	1	0	-	.	18687144	18689353	-	-	0	XX
chr2	multovl	overlap	18918163	18920823	2660	0	1	0	-	.	18918163	18920823	-	-	0	XX
chr2	multovl	overlap	19197415	19198074	659	0	1	0	-	.	19197415	19198074	-	-	0	X0
chr2	multovl	overlap	19578480	19580102	1622	0	1	0	-	.	19578480	19580102	-	-	0	XX
chr2	multovl	overlap	19580149	19580958	809	0	1	0	-	.	19580149	19580958	-	-	0	XX
chr2	multovl	overlap	20887785	20891762	3977	0	1	0	-	.	20887785	20891762	-	-	0	XX
chr2	multovl	overlap	21126419	21128260	1841	0	1	0	-	.	21126419	21128260	-	-	0	XX
chr2	multovl	overlap	22629479	22631528	2049	0	1	0	-	.	22629479	22631528	-	-	0	XX
chr2	multovl	overlap	22750077	22752082	2005	0	1	0	-	.	22750077	22752082	-	-	0	XX
chr2	multovl	overlap	22894043	22895827	1784	0	1	0	-	.	22894043	22895827	-	-	0	XX
chr2	multovl	overlap	22922808	22925698	2890	0	1	0	-	.	22922808	22925698	-	-	0	XX
chr2	multovl	overlap	23010599	23012725	2126	0	1	0	-	.	23010599	23012725	-	-	0	XX
chr2	multovl	overlap	23426475	23427809	1334	0	1	0	-	.	23426475	23427809	-	-	0	XX
chr2	multovl	overlap	24772988	24775833	2845	0	1	0	-	.	24772988	24775833	-	-	0	XX
chr2	multovl	overlap	24789757	24791138	1381	0	1	0	-	.	24789757	24791138	-	-	0	XX
chr2	multovl	overlap	24804601	24806546	1945	0	1	0	-	.	24804601	24806546	-	-	0	XX
chr2	multovl	overlap	24817534	24818971	1437	0	1	0	-	.	24817534	24818971	-	-	0	XX
chr2	multovl	overlap	24829572	24832416	2844	0	1	0	-	.	24829572	24832416	-	-	0	XX
chr2	multovl	overlap	24909686	24911222	1536	0	1	0	-	.	24909686	24911222	-	-	0	XX
chr2	multovl	overlap	25050941	25052289	1348	0	1	0	-	.	25050941	25052289	-	-	0	XX
chr2	multovl	overlap	25065184	25067338	2154	0	1	0	-	.	25065184	25067338	-	-	0	XX
chr2	multovl	overlap	25078689	25080285	1596	0	1	0	-	.	25078689	25080285	-	-	0	XX
chr2	multovl	overlap	25080384	25081157	773	0	1	0	-	.	25080384	25081157	-	-	0	XX
chr2	multovl	overlap	25109947	25112068	2121	0	1	0	-	.	25109947	25112068	-	-	0	XX
chr2	multovl	overlap	25117383	25119439	2056	0	1	0	-	.	25117383	25119439	-	-	0	XX
chr2	multovl	overlap	25126669	25129501	2832	0	1	0	-	.	25126669	25129501	-	-	0	XX
chr2	multovl	overlap	25187060	25189592	2532	0	1	0	-	.	25187060	25189592	-	-	0	XX
chr2	multovl	overlap	25210477	25212807	2330	0	1	0	-	.	25210477	25212807	-	-	0	XX
chr2	multovl	overlap	25219088	25221558	2470	0	1	0	-	.	25219088	25221558	-	-	0	XX
chr2	multovl	overlap	25227144	25228724	1580	0	1	0	-	.	25227144	25228724	-	-	0	XX
chr2	multovl	overlap	25258016	25259568	1552	0	1	0	-	.	25258016	25259568	-	-	0	XX
chr2	multovl	overlap	25284156	25285378	1222	0	1	0	-	.	25284156	25285378	-	-	0	XX
chr2	multovl	overlap	25315411	25316877	1466	0	1	0	-	.	25315411	25316877	-	-	0	XX
chr2	multovl	overlap	25355959	25357585	1626	0	1	0	-	.	25355959	25357585	-	-	0	XX
chr2	multovl	overlap	25401054	25402528	1474	0	1	0	-	.	25401054	25402528	-	-	0	XX
chr2	multovl	overlap	25412298	25414915	2617	0	1	0	-	.	25412298	25414915	-	-	0	XX
chr2	multovl	overlap	25429383	25430817	1434	0	1	0	-	.	25429383	25430817	-	-	0	XX
chr2	multovl	overlap	25436628	25437454	826	0	1	0	-	.	25436628	25437454	-	-	0	X0
chr2	multovl	overlap	25462687	25464311	1624	0	1	0	-	.	25462687	25464311	-	-	0	XX
chr2	multovl	overlap	25476632	25477787	1155	0	1	0	-	.	25476632	25477787	-	-	0	XX
chr2	multovl	overlap	25837173	25838625	1452	0	1	0	-	.	25837173	25838625	-	-	0	XX
chr2	multovl	overlap	25839100	25840122	1022	0	1	0	-	.	25839100	25840122	-	-	0	XX
chr2	multovl	overlap	25875811	25877306	1495	0	1	0	-	.	25875811	25877306	-	-	0	XX
chr2	multovl	overlap	25946728	25947704	976	0	1	0	-	.	25946728	25947704	-	-	0	XX
chr2	multovl	overlap	25977323	25979241	1918	0	1	0	-	.	25977323	25979241	-	-	0	XX
chr2	multovl	overlap	25994684	25997035	2351	0	1	0	-	.	25994684	25997035	-	-	0	XX
chr2	multovl	overlap	26091799	26093124	1325	0	1	0	-	.	26091799	26093124	-	-	0	XX
chr2	multovl	overlap	26171005	26172857	1852	0	1	0	-	.	26171005	26172857	-	-	0	XX
chr2	multovl	overlap	26206261	26208476	2215	0	1	0	-	.	26206261	26208476	-	-	0	XX
chr2	multovl	overlap	26235233	26236542	1309	0	1	0	-	.	26235233	26236542	-	-	0	XX
chr2	multovl	overlap	26243759	26245874	2115	0	1	0	-	.	26243759	26245874	-	-	0	XX
chr2	multovl	overlap	26263297	26265000	1703	0	1	0	-	.	26263297	26265000	-	-	0	XX
chr2	multovl	overlap	26299364	26300871	1507	0	1	0	-	.	26299364	26300871	-	-	0	XX
chr2	multovl	overlap	26301059	26302939	1880	0	1	0	-	.	26301059	26302939	-	-	0	XX
chr2	multovl	overlap	26357668	26359375	1707	0	1	0	-	.	26357668	26359375	-	-	0	XX
chr2	multovl	overlap	26458083	26460102	2019	0	1	0	-	.	26458083	26460102	-	-	0	XX
chr2	multovl	overlap	26493807	26496190	2383	0	1	0	-	.	26493807	26496190	-	-	0	XX
chr2	multovl	overlap	26757314	26759518	2204	0	1	0	-	.	26757314	26759518	-	-	0	XX
chr2	multovl	overlap	26764880	26767822	2942	0	1	0	-	.	26764880	26767822	-	-	0	XX
chr2	multovl	overlap	26770692	26773519	2827	0	1	0	-	.	26770692	26773519	-	-	0	XX
chr2	multovl	overlap	26786945	26789273	2328	0	1	0	-	.	26786945	26789273	-	-	0	XX
chr2	multovl	overlap	26818535	26820846	2311	0	1	0	-	.	26818535	26820846	-	-	0	XX
chr2	multovl	overlap	26865237	26866697	1460	0	1	0	-	.	26865237	26866697	-	-	0	XX
chr2	multovl	overlap	27280557	27283156	2599	0	1	0	-	.	27280557	27283156	-	-	0	XX
chr2	multovl	overlap	27297903	27298982	1079	0	1	0	-	.	27297903	27298982	-	-	0	XX
chr2	multovl	overlap	27329379	27331313	1934	0	1	0	-	.	27329379	27331313	-	-	0	XX
chr2	multovl	overlap	27331342	27332257	915	0	1	0	-	.	27331342	27332257	-	-	0	XX
chr2	multovl	overlap	27369604	27372099	2495	0	1	0	-	.	27369604	27372099	-	-	0	XX
chr2	multovl	overlap	27395605	27396797	1192	0	1	0	-	.	27395605	27396797	-	-	0	XX
chr2	multovl	overlap	27531427	27532589	1162	0	1	0	-	.	27531427	27532589	-	-	0	XX
chr2	multovl	overlap	27532836	27534402	1566	0	1	0	-	.	27532836	27534402	-	-	0	XX
chr2	multovl	overlap	27741176	27745656	4480	0	1	0	-	.	27741176	27745656	-	-	0	XX
chr2	multovl	overlap	28323237	28324673	1436	0	1	0	-	.	28323237	28324673	-	-	0	XX
chr2	multovl	overlap	28388250	28390147	1897	0	1	0	-	.	28388250	28390147	-	-	0	XX
chr2	multovl	overlap	28437663	28439016	1353	0	1	0	-	.	28437663	28439016	-	-	0	XX
chr2	multovl	overlap	28496473	28498051	1578	0	1	0	-	.	28496473	28498051	-	-	0	XX
chr2	multovl	overlap	28554759	28556283	1524	0	1	0	-	.	28554759	28556283	-	-	0	XX
chr2	multovl	overlap	28694511	28697528	3017	0	1	0	-	.	28694511	28697528	-	-	0	XX
chr2	multovl	overlap	28910057	28911041	984	0	1	0	-	.	28910057	28911041	-	-	0	XX
chr2	multovl	overlap	28915456	28917326	1870	0	1	0	-	.	28915456	28917326	-	-	0	XX
chr2	multovl	overlap	28980450	28981852	1402	0	1	0	-	.	28980450	28981852	-	-	0	XX
chr2	multovl	overlap	29201969	29203340	1371	0	1	0	-	.	29201969	29203340	-	-	0	XX
chr2	multovl	overlap	29475326	29477064	1738	0	1	0	-	.	29475326	29477064	-	-	0	XX
chr2	multovl	overlap	29642481	29644549	2068	0	1	0	-	.	29642481	29644549	-	-	0	XX
chr2	multovl	overlap	29657982	29659186	1204	0	1	0	-	.	29657982	29659186	-	-	0	XX
chr2	multovl	overlap	29681518	29683945	2427	0	1	0	-	.	29681518	29683945	-	-	0	XX
chr2	multovl	overlap	29724383	29725235	852	0	1	0	-	.	29724383	29725235	-	-	0	X0
chr2	multovl	overlap	29745197	29746969	1772	0	1	0	-	.	29745197	29746969	-	-	0	XX
chr2	multovl	overlap	29790486	29791835	1349	0	1	0	-	.	29790486	29791835	-	-	0	XX
chr2	multovl	overlap	29820868	29822593	1725	0	1	0	-	.	29820868	29822593	-	-	0	XX
chr2	multovl	overlap	29903521	29905268	1747	0	1	0	-	.	29903521	29905268	-	-	0	XX
chr2	multovl	overlap	29916968	29919570	2602	0	1	0	-	.	29916968	29919570	-	-	0	XX
chr2	multovl	overlap	29921911	29924099	2188	0	1	0	-	.	29921911	29924099	-	-	0	XX
chr2	multovl	overlap	29932876	29933919	1043	0	1	0	-	.	29932876	29933919	-	-	0	XX
chr2	multovl	overlap	29948212	29950397	2185	0	1	0	-	.	29948212	29950397	-	-	0	XX
chr2	multovl	overlap	29978877	29980850	1973	0	1	0	-	.	29978877	29980850	-	-	0	XX
chr2	multovl	overlap	29987935	29990593	2658	0	1	0	-	.	29987935	29990593	-	-	0	XX
chr2	multovl	overlap	30026704	30027992	1288	0	1	0	-	.	30026704	30027992	-	-	0	XX
chr2	multovl	overlap	30032881	30034415	1534	0	1	0	-	.	30032881	30034415	-	-	0	XX
chr2	multovl	overlap	30060147	30062133	1986	0	1	0	-	.	30060147	30062133	-	-	0	XX
chr2	multovl	overlap	30092000	30095153	3153	0	1	0	-	.	30092000	30095153	-	-	0	XX
chr2	multovl	overlap	30140733	30143131	2398	0	1	0	-	.	30140733	30143131	-	-	0	XX
chr2	multovl	overlap	30213385	30214913	1528	0	1	0	-	.	30213385	30214913	-	-	0	XX
chr2	multovl	overlap	30219014	30221113	2099	0	1	0	-	.	30219014	30221113	-	-	0	XX
chr2	multovl	overlap	30247210	30249278	2068	0	1	0	-	.	30247210	30249278	-	-	0	XX
chr2	multovl	overlap	30270134	30272640	2506	0	1	0	-	.	30270134	30272640	-	-	0	XX
chr2	multovl	overlap	30325175	30326468	1293	0	1	0	-	.	30325175	30326468	-	-	0	XX
chr2	multovl	overlap	30326938	30327559	621	0	1	0	-	.	30326938	30327559	-	-	0	XX
chr2	multovl	overlap	30327607	30329822	2215	0	1	0	-	.	30327607	30329822	-	-	0	XX
chr2	multovl	overlap	3035661	3036541	880	0	1	0	-	.	3035661	3036541	-	-	0	XX
chr2	multovl	overlap	30450448	30451545	1097	0	1	0	-	.	30450448	30451545	-	-	0	XX
chr2	multovl	overlap	30513363	30514780	1417	0	1	0	-	.	30513363	30514780	-	-	0	XX
chr2	multovl	overlap	30547812	30548847	1035	0	1	0	-	.	30547812	30548847	-	-	0	X0
chr2	multovl	overlap	30662588	30663212	624	0	1	0	-	.	30662588	30663212	-	-	0	X0
chr2	multovl	overlap	30663331	30664734	1403	0	1	0	-	.	30663331	30664734	-	-	0	XX
chr2	multovl	overlap	30682386	30684201	1815	0	1	0	-	.	30682386	30684201	-	-	0	XX
chr2	multovl	overlap	30700762	30702066	1304	0	1	0	-	.	30700762	30702066	-	-	0	XX
chr2	multovl	overlap	30756957	30759221	2264	0	1	0	-	.	30756957	30759221	-	-	0	XX
chr2	multovl	overlap	30784472	30785842	1370	0	1	0	-	.	30784472	30785842	-	-	0	XX
chr2	multovl	overlap	30808096	30809634	1538	0	1	0	-	.	30808096	30809634	-	-	0	XX
chr2	multovl	overlap	30821973	30823768	1795	0	1	0	-	.	30821973	30823768	-	-	0	XX
chr2	multovl	overlap	30836717	30838839	2122	0	1	0	-	.	30836717	30838839	-	-	0	XX
chr2	multovl	overlap	30995953	30998231	2278	0	1	0	-	.	30995953	30998231	-	-	0	XX
chr2	multovl	overlap	31006806	31008826	2020	0	1	0	-	.	31006806	31008826	-	-	0	XX
chr2	multovl	overlap	31101564	31102845	1281	0	1	0	-	.	31101564	31102845	-	-	0	XX
chr2	multovl	overlap	31325484	31326755	1271	0	1	0	-	.	31325484	31326755	-	-	0	XX
chr2	multovl	overlap	31427255	31429526	2271	0	1	0	-	.	31427255	31429526	-	-	0	XX
chr2	multovl	overlap	31525833	31527247	1414	0	1	0	-	.	31525833	31527247	-	-	0	XX
chr2	multovl	overlap	31543694	31545878	2184	0	1	0	-	.	31543694	31545878	-	-	0	XX
chr2	multovl	overlap	31614759	31617892	3133	0	1	0	-	.	31614759	31617892	-	-	0	XX
chr2	multovl	overlap	31804978	31806683	1705	0	1	0	-	.	31804978	31806683	-	-	0	XX
chr2	multovl	overlap	31829649	31831195	1546	0	1	0	-	.	31829649	31831195	-	-	0	XX
chr2	multovl	overlap	31992681	31993787	1106	0	1	0	-	.	31992681	31993787	-	-	0	XX
chr2	multovl	overlap	3200298	3201147	849	0	1	0	-	.	3200298	3201147	-	-	0	X0
chr2	multovl	overlap	32005904	32006731	827	0	1	0	-	.	32005904	32006731	-	-	0	X0
chr2	multovl	overlap	32006751	32009229	2478	0	1	0	-	.	32006751	32009229	-	-	0	XX
chr2	multovl	overlap	3201387	3203079	1692	0	1	0	-	.	3201387	3203079	-	-	0	XX
chr2	multovl	overlap	32022653	32023599	946	0	1	0	-	.	32022653	32023599	-	-	0	X0
chr2	multovl	overlap	32091319	32092960	1641	0	1	0	-	.	32091319	32092960	-	-	0	XX
chr2	multovl	overlap	32114322	32116128	1806	0	1	0	-	.	32114322	32116128	-	-	0	XX
chr2	multovl	overlap	32142481	32143781	1300	0	1	0	-	.	32142481	32143781	-	-	0	XX
chr2	multovl	overlap	32143799	32145210	1411	0	1	0	-	.	32143799	32145210	-	-	0	XX
chr2	multovl	overlap	32173728	32174820	1092	0	1	0	-	.	32173728	32174820	-	-	0	XX
chr2	multovl	overlap	32207199	32209124	1925	0	1	0	-	.	32207199	32209124	-	-	0	XX
chr2	multovl	overlap	32217849	32219987	2138	0	1	0	-	.	32217849	32219987	-	-	0	XX
chr2	multovl	overlap	32236576	32238058	1482	0	1	0	-	.	32236576	32238058	-	-	0	XX
chr2	multovl	overlap	32250325	32253098	2773	0	1	0	-	.	32250325	32253098	-	-	0	XX
chr2	multovl	overlap	32277854	32279933	2079	0	1	0	-	.	32277854	32279933	-	-	0	XX
chr2	multovl	overlap	32305641	32308731	3090	0	1	0	-	.	32305641	32308731	-	-	0	XX
chr2	multovl	overlap	32390794	32393018	2224	0	1	0	-	.	32390794	32393018	-	-	0	XX
chr2	multovl	overlap	32426048	32427760	1712	0	1	0	-	.	32426048	32427760	-	-	0	XX
chr2	multovl	overlap	32442550	32444257	1707	0	1	0	-	.	32442550	32444257	-	-	0	XX
chr2	multovl	overlap	32462498	32464215	1717	0	1	0	-	.	32462498	32464215	-	-	0	XX
chr2	multovl	overlap	32483586	32488422	4836	0	1	0	-	.	32483586	32488422	-	-	0	XX
chr2	multovl	overlap	3248891	3250571	1680	0	1	0	-	.	3248891	3250571	-	-	0	XX
chr2	multovl	overlap	32548027	32549980	1953	0	1	0	-	.	32548027	32549980	-	-	0	XX
