chromosome	start	end	strand	length	tracknum	peaks1.bed.bed	peaks2.bed.bed	code
chr11	69713729	69716294	.	2565	1	1	1	XX
chr11	69727188	69728550	.	1362	1	1	1	XX
chr11	69733207	69734899	.	1692	1	1	1	XX
chr11	69735094	69736122	.	1028	1	1	1	XX
chr11	69792824	69794157	.	1333	1	2	1	XX
chr11	69794256	69796072	.	1816	1	2	1	XX
chr11	69804416	69806809	.	2393	1	1	1	XX
chr11	69809180	69810876	.	1696	1	1	1	XX
chr11	69813725	69816313	.	2588	1	1	1	XX
chr11	69827897	69829186	.	1289	1	1	1	XX
chr11	69831960	69833551	.	1591	1	1	1	XX
chr11	69833572	69835447	.	1875	1	1	1	XX
chr11	69839711	69841853	.	2142	1	1	2	XX
chr11	70033310	70035591	.	2281	1	1	1	XX
chr11	70050433	70054454	.	4021	1	1	1	XX
chr11	70222137	70224319	.	2182	1	1	1	XX
chr11	70245291	70247139	.	1848	1	1	2	XX
chr11	70264990	70265969	.	979	1	1	1	XX
chr11	70338809	70340175	.	1366	1	1	1	XX
chr11	70353721	70354742	.	1021	1	1	1	XX
chr11	70375508	70377843	.	2335	1	1	1	XX
chr11	70459551	70460595	.	1044	1	1	1	XX
chr11	70460710	70461854	.	1144	1	1	1	XX
chr11	70466173	70470338	.	4165	1	1	1	XX
chr11	70481585	70482307	.	722	1	2	1	XX
chr11	70482346	70483926	.	1580	1	2	1	XX
chr11	70500745	70502527	.	1782	1	1	1	XX
chr11	70513020	70515589	.	2569	1	1	1	XX
chr11	70577274	70578451	.	1177	1	1	1	XX
chr11	70657837	70660149	.	2312	1	1	1	XX
chr11	70782357	70783550	.	1193	1	2	1	XX
chr11	70783564	70784725	.	1161	1	2	1	XX
chr11	70795313	70796819	.	1506	1	1	1	XX
chr11	70816678	70818092	.	1414	1	1	1	XX
chr11	70831806	70832895	.	1089	1	1	1	XX
chr11	70833000	70834291	.	1291	1	1	1	XX
chr11	71855066	71856718	.	1652	1	1	1	XX
chr11	72019215	72022032	.	2817	1	1	1	XX
chr11	72027856	72029672	.	1816	1	1	1	XX
chr11	72114795	72117252	.	2457	1	1	1	XX
chr11	72224661	72225369	.	708	1	1	0	X0
chr11	72254262	72256291	.	2029	1	1	1	XX
chr11	72419915	72422088	.	2173	1	1	1	XX
chr11	72502875	72505374	.	2499	1	1	1	XX
chr11	72608470	72611020	.	2550	1	1	1	XX
chr11	72831780	72833612	.	1832	1	1	1	XX
chr11	72861160	72862744	.	1584	1	1	1	XX
chr11	72950627	72952152	.	1525	1	1	1	XX
chr11	72989171	72992795	.	3624	1	1	1	XX
chr11	73011648	73013579	.	1931	1	1	1	XX
chr11	74335143	74336097	.	954	1	1	1	XX
chr11	74451144	74452611	.	1467	1	1	0	X0
chr11	74462274	74464438	.	2164	1	1	1	XX
chr11	74536154	74538631	.	2477	1	1	1	XX
chr11	74583564	74585410	.	1846	1	1	1	XX
chr11	74642816	74645650	.	2834	1	2	2	XX
chr11	74645659	74646881	.	1222	1	2	2	XX
chr11	74651083	74651952	.	869	1	1	1	XX
chr11	74709118	74712655	.	3537	1	1	1	XX
chr11	74738126	74740359	.	2233	1	1	1	XX
chr11	74986221	74987737	.	1516	1	1	1	XX
chr11	74991338	74992734	.	1396	1	1	1	XX
chr11	75002864	75004396	.	1532	1	1	1	XX
chr11	75160608	75162685	.	2077	1	1	1	XX
chr11	75235115	75236073	.	958	1	1	1	XX
chr11	75267006	75268595	.	1589	1	1	1	XX
chr11	75274069	75274882	.	813	1	1	1	XX
chr11	75275065	75277751	.	2686	1	1	1	XX
chr11	75299937	75301950	.	2013	1	1	1	XX
chr11	75343837	75345955	.	2118	1	1	1	XX
chr11	75401521	75403080	.	1559	1	1	1	XX
chr11	75443593	75444389	.	796	1	2	1	XX
chr11	75444430	75445550	.	1120	1	2	1	XX
chr11	75464425	75466504	.	2079	1	1	1	XX
chr11	75466793	75467755	.	962	1	1	1	XX
chr11	75468456	75471110	.	2654	1	1	1	XX
chr11	75491965	75494493	.	2528	1	1	1	XX
chr11	75545974	75548139	.	2165	1	1	1	XX
chr11	75840558	75841543	.	985	1	1	0	X0
chr11	75992144	75994028	.	1884	1	1	1	XX
chr11	76015204	76016425	.	1221	1	1	1	XX
chr11	76030085	76031393	.	1308	1	1	1	XX
chr11	76056219	76058228	.	2009	1	1	1	XX
chr11	76210814	76213327	.	2513	1	1	1	XX
chr11	76220100	76221548	.	1448	1	1	1	XX
chr11	76306500	76309376	.	2876	1	1	1	XX
chr11	76435253	76437213	.	1960	1	1	1	XX
chr11	76576041	76577497	.	1456	1	1	1	XX
chr11	76659043	76660879	.	1836	1	1	1	XX
chr11	76758492	76760297	.	1805	1	1	1	XX
chr11	76891037	76892583	.	1546	1	1	1	XX
chr11	77028950	77030966	.	2016	1	1	1	XX
chr11	77302023	77303204	.	1181	1	1	1	XX
chr11	77304870	77306804	.	1934	1	1	2	XX
chr11	77306960	77308507	.	1547	1	1	1	XX
chr11	77325743	77326885	.	1142	1	2	2	XX
chr11	77326916	77327644	.	728	1	2	2	XX
chr11	77419556	77422214	.	2658	1	1	1	XX
chr11	77443367	77444294	.	927	1	1	0	X0
chr11	77498873	77501800	.	2927	1	1	1	XX
chr11	77576812	77578216	.	1404	1	1	1	XX
chr11	77795337	77799102	.	3765	1	1	2	XX
chr11	77845786	77846873	.	1087	1	1	1	XX
chr11	77851002	77852641	.	1639	1	1	1	XX
chr11	77893049	77894412	.	1363	1	1	1	XX
chr11	77907798	77909271	.	1473	1	1	1	XX
chr11	77928204	77929818	.	1614	1	1	1	XX
chr11	77976356	77979257	.	2901	1	1	1	XX
chr11	77989666	77993041	.	3375	1	1	2	XX
chr11	77995614	77997328	.	1714	1	1	1	XX
chr11	78001211	78003652	.	2441	1	1	1	XX
chr11	78058295	78060219	.	1924	1	1	1	XX
chr11	78075154	78076299	.	1145	1	1	1	XX
chr11	78114756	78115922	.	1166	1	1	1	XX
chr11	78141498	78142933	.	1435	1	1	1	XX
chr11	78156846	78157980	.	1134	1	1	1	XX
chr11	78278833	78280289	.	1456	1	1	0	X0
chr11	78310225	78311902	.	1677	1	1	0	X0
chr11	78324557	78327023	.	2466	1	1	1	XX
chr11	78348335	78350939	.	2604	1	1	1	XX
chr11	78363374	78364581	.	1207	1	1	1	XX
chr11	78564144	78565532	.	1388	1	1	1	XX
chr11	78639975	78640786	.	811	1	1	1	XX
chr11	78796207	78799150	.	2943	1	1	1	XX
chr11	78958434	78960228	.	1794	1	1	1	XX
chr11	79066351	79068446	.	2095	1	1	1	XX
chr11	79152482	79153344	.	862	1	1	1	XX
chr11	79153404	79154599	.	1195	1	1	1	XX
chr11	79516410	79518850	.	2440	1	1	1	XX
chr11	79524207	79526837	.	2630	1	1	1	XX
chr11	79774972	79776639	.	1667	1	1	1	XX
chr11	79805820	79806490	.	670	1	1	0	X0
chr11	79806864	79808005	.	1141	1	1	1	XX
chr11	79893498	79895160	.	1662	1	1	1	XX
chr11	79902601	79903946	.	1345	1	1	1	XX
chr11	79954811	79956373	.	1562	1	1	1	XX
chr11	79996955	79998313	.	1358	1	1	1	XX
chr11	80022292	80023659	.	1367	1	1	1	XX
chr11	80190727	80191909	.	1182	1	1	1	XX
chr11	80195953	80199179	.	3226	1	1	1	XX
chr11	80241508	80243444	.	1936	1	1	1	XX
chr11	80592643	80593563	.	920	1	1	0	X0
chr11	80623880	80624578	.	698	1	1	1	XX
chr11	81849386	81850759	.	1373	1	1	1	XX
chr11	81858902	81860878	.	1976	1	1	1	XX
chr11	82576973	82579264	.	2291	1	1	1	XX
chr11	82593456	82595833	.	2377	1	1	1	XX
chr11	82683309	82684752	.	1443	1	1	1	XX
chr11	82702815	82704203	.	1388	1	1	1	XX
chr11	82720910	82722176	.	1266	1	1	1	XX
chr11	82804046	82805869	.	1823	1	1	1	XX
chr11	82878385	82879915	.	1530	1	1	0	X0
chr11	82879971	82880650	.	679	1	1	0	X0
chr11	83084165	83085010	.	845	1	1	1	XX
chr11	83104326	83106229	.	1903	1	1	1	XX
chr11	83111393	83113142	.	1749	1	1	1	XX
chr11	83115620	83117090	.	1470	1	1	1	XX
chr11	83253458	83254656	.	1198	1	1	0	X0
chr11	83275711	83276977	.	1266	1	1	1	XX
chr11	83285850	83286552	.	702	1	2	1	XX
chr11	83286557	83288082	.	1525	1	2	1	XX
chr11	83566597	83568291	.	1694	1	1	1	XX
chr11	8367325	8369250	.	1925	1	1	1	XX
chr11	83755611	83756645	.	1034	1	1	1	XX
chr11	83777372	83778716	.	1344	1	1	2	XX
chr11	83879347	83880321	.	974	1	2	1	XX
chr11	83880678	83882854	.	2176	1	2	1	XX
chr11	83942185	83944004	.	1819	1	1	1	XX
chr11	83992327	83993061	.	734	1	1	0	X0
chr11	83993304	83994951	.	1647	1	1	1	XX
chr11	84326126	84327349	.	1223	1	1	2	XX
chr11	84631499	84633445	.	1946	1	1	1	XX
chr11	84641541	84643327	.	1786	1	1	1	XX
chr11	84682157	84685383	.	3226	1	1	2	XX
chr11	84692472	84694849	.	2377	1	1	1	XX
chr11	84729016	84730339	.	1323	1	1	1	XX
chr11	84951948	84953461	.	1513	1	1	1	XX
chr11	84953670	84954466	.	796	1	1	1	XX
chr11	85046882	85049519	.	2637	1	1	1	XX
chr11	85123656	85126401	.	2745	1	1	1	XX
chr11	85165672	85167432	.	1760	1	1	1	XX
chr11	8523296	8525081	.	1785	1	1	1	XX
chr11	8562440	8564937	.	2497	1	1	1	XX
chr11	85657590	85658522	.	932	1	1	1	XX
chr11	8592347	8593025	.	678	1	1	1	XX
chr11	86013678	86016037	.	2359	1	1	1	XX
chr11	86069905	86071404	.	1499	1	1	1	XX
chr11	86169231	86170730	.	1499	1	1	1	XX
chr11	86171219	86171907	.	688	1	1	1	XX
chr11	86297247	86299265	.	2018	1	1	1	XX
chr11	86357122	86359291	.	2169	1	1	1	XX
chr11	86395522	86396817	.	1295	1	2	1	XX
chr11	86396892	86400495	.	3603	1	2	1	XX
chr11	86496360	86498790	.	2430	1	1	1	XX
chr11	86569485	86571216	.	1731	1	1	1	XX
chr11	86571223	86572399	.	1176	1	1	1	XX
chr11	86620198	86621665	.	1467	1	1	1	XX
chr11	86805791	86807596	.	1805	1	1	1	XX
chr11	86886680	86888278	.	1598	1	1	1	XX
chr11	86898805	86900857	.	2052	1	1	1	XX
chr11	86921429	86922473	.	1044	1	1	1	XX
chr11	86922627	86924075	.	1448	1	1	1	XX
chr11	86940561	86941706	.	1145	1	1	1	XX
chr11	87122588	87123327	.	739	1	1	0	X0
chr11	87171759	87172916	.	1157	1	1	1	XX
chr11	87217232	87218365	.	1133	1	1	1	XX
chr11	87404102	87405360	.	1258	1	2	1	XX
chr11	87405490	87406921	.	1431	1	2	1	XX
chr11	87408796	87410153	.	1357	1	1	1	XX
chr11	87550150	87550909	.	759	1	2	1	XX
chr11	87550985	87551970	.	985	1	2	1	XX
chr11	87799318	87801082	.	1764	1	1	1	XX
chr11	87860339	87863402	.	3063	1	1	1	XX
chr11	87881027	87881789	.	762	1	1	1	XX
chr11	87882030	87883290	.	1260	1	1	1	XX
chr11	87911913	87913710	.	1797	1	1	1	XX
chr11	88016975	88018964	.	1989	1	1	1	XX
chr11	88578500	88579352	.	852	1	1	1	XX
chr11	88579674	88580616	.	942	1	1	0	X0
chr11	88724056	88726765	.	2709	1	1	2	XX
chr11	88815934	88817009	.	1075	1	1	1	XX
chr11	88834953	88836249	.	1296	1	1	1	XX
chr11	88860237	88863253	.	3016	1	1	1	XX
chr11	88920652	88922182	.	1530	1	1	1	XX
chr11	8910155	8911592	.	1437	1	1	1	XX
chr11	90110714	90112189	.	1475	1	1	1	XX
chr11	9017818	9018896	.	1078	1	1	1	XX
chr11	90498455	90500714	.	2259	1	1	1	XX
chr11	93745688	93748926	.	3238	1	1	1	XX
chr11	93815858	93817342	.	1484	1	1	1	XX
chr11	93828398	93829895	.	1497	1	1	1	XX
chr11	93856382	93857242	.	860	1	1	1	XX
chr11	93857416	93858824	.	1408	1	1	1	XX
chr11	94071621	94072491	.	870	1	1	1	XX
chr11	94072681	94074290	.	1609	1	1	1	XX
chr11	94181846	94184068	.	2222	1	1	1	XX
chr11	94188705	94189277	.	572	1	2	2	XX
chr11	94189337	94190261	.	924	1	2	2	XX
chr11	94334053	94335030	.	977	1	1	0	X0
chr11	94409269	94410765	.	1496	1	1	1	XX
chr11	94462282	94463389	.	1107	1	1	1	XX
chr11	94490735	94492701	.	1966	1	1	1	XX
chr11	94514458	94516140	.	1682	1	1	1	XX
chr11	94537636	94539393	.	1757	1	1	1	XX
chr11	94797197	94800114	.	2917	1	1	1	XX
chr11	94850543	94851257	.	714	1	1	1	XX
chr11	94852169	94855167	.	2998	1	1	1	XX
chr11	94870154	94872229	.	2075	1	1	1	XX
chr11	94901773	94903426	.	1653	1	1	1	XX
chr11	94936395	94938941	.	2546	1	1	1	XX
chr11	95006987	95007692	.	705	1	1	1	XX
chr11	95119807	95121490	.	1683	1	1	1	XX
chr11	95170139	95173029	.	2890	1	1	1	XX
chr11	95198354	95199493	.	1139	1	1	1	XX
chr11	95245880	95246838	.	958	1	1	1	XX
chr11	95275060	95277475	.	2415	1	1	1	XX
chr11	95527346	95529515	.	2169	1	1	1	XX
chr11	95574315	95576184	.	1869	1	1	1	XX
chr11	95685103	95686717	.	1614	1	1	1	XX
chr11	95719332	95721873	.	2541	1	1	1	XX
chr11	95842288	95844067	.	1779	1	1	1	XX
chr11	95865589	95868497	.	2908	1	1	1	XX
chr11	95895416	95897112	.	1696	1	1	1	XX
chr11	95925169	95927333	.	2164	1	1	1	XX
chr11	95935967	95937332	.	1365	1	1	2	XX
chr11	96153801	96156753	.	2952	1	1	1	XX
chr11	96179077	96179942	.	865	1	2	1	XX
chr11	96179978	96181170	.	1192	1	2	1	XX
chr11	96202758	96203830	.	1072	1	1	1	XX
chr11	96212841	96215281	.	2440	1	1	1	XX
chr11	96637886	96639169	.	1283	1	1	1	XX
chr11	96650016	96651561	.	1545	1	1	1	XX
chr11	96684027	96685490	.	1463	1	1	1	XX
chr11	96689924	96692458	.	2534	1	1	1	XX
chr11	96710662	96712278	.	1616	1	1	1	XX
chr11	96722590	96723498	.	908	1	1	1	XX
chr11	96776752	96777894	.	1142	1	1	1	XX
chr11	96804462	96806388	.	1926	1	1	1	XX
chr11	96838061	96839070	.	1009	1	1	1	XX
chr11	96839313	96840322	.	1009	1	1	1	XX
chr11	96891154	96892066	.	912	1	1	0	X0
chr11	96902145	96903599	.	1454	1	1	1	XX
chr11	96911668	96913187	.	1519	1	1	1	XX
chr11	97010647	97012767	.	2120	1	1	1	XX
chr11	97047758	97049326	.	1568	1	1	1	XX
chr11	97049466	97050551	.	1085	1	1	1	XX
chr11	97140145	97141928	.	1783	1	1	1	XX
chr11	97141980	97142584	.	604	1	1	0	X0
chr11	97170828	97171794	.	966	1	2	1	XX
chr11	97171860	97173113	.	1253	1	2	1	XX
chr11	97177110	97177847	.	737	1	1	1	XX
chr11	97222734	97223554	.	820	1	2	2	XX
chr11	97223605	97225615	.	2010	1	2	2	XX
chr11	97276337	97278144	.	1807	1	1	1	XX
chr11	97301434	97303941	.	2507	1	1	1	XX
chr11	97311167	97312841	.	1674	1	1	1	XX
chr11	97520545	97521989	.	1444	1	1	2	XX
chr11	97524706	97526210	.	1504	1	1	1	XX
chr11	97559320	97562690	.	3370	1	1	2	XX
chr11	97563482	97565834	.	2352	1	1	1	XX
chr11	97604641	97606112	.	1471	1	2	2	XX
chr11	97606127	97606882	.	755	1	2	2	XX
chr11	97626949	97628624	.	1675	1	1	1	XX
chr11	97642579	97644623	.	2044	1	1	1	XX
chr11	97660054	97663188	.	3134	1	1	1	XX
chr11	97701954	97703024	.	1070	1	1	1	XX
chr11	97744609	97745433	.	824	1	1	1	XX
chr11	97848683	97850638	.	1955	1	1	1	XX
chr11	97882521	97884819	.	2298	1	1	1	XX
chr11	97887434	97889306	.	1872	1	1	1	XX
chr11	98009614	98012072	.	2458	1	1	1	XX
chr11	98053209	98054957	.	1748	1	1	1	XX
chr11	98062930	98066410	.	3480	1	1	1	XX
chr11	98155725	98156666	.	941	1	1	0	X0
chr11	98218782	98220898	.	2116	1	1	1	XX
chr11	98261196	98262555	.	1359	1	1	1	XX
chr11	98273397	98275070	.	1673	1	1	1	XX
chr11	98299227	98300653	.	1426	1	1	1	XX
chr11	98318532	98319555	.	1023	1	1	0	X0
chr11	98412337	98413038	.	701	1	1	0	X0
chr11	98447533	98449256	.	1723	1	1	1	XX
chr11	98543803	98545043	.	1240	1	1	1	XX
chr11	98589941	98591084	.	1143	1	1	1	XX
chr11	98603082	98605153	.	2071	1	1	1	XX
chr11	98633443	98634799	.	1356	1	3	1	XX
chr11	98635295	98636726	.	1431	1	3	1	XX
chr11	98636789	98637893	.	1104	1	3	1	XX
chr11	98650423	98651175	.	752	1	1	1	XX
chr11	98655526	98656691	.	1165	1	1	1	XX
chr11	98656731	98659242	.	2511	1	1	1	XX
chr11	98670405	98672415	.	2010	1	1	1	XX
chr11	98697847	98698781	.	934	1	1	0	X0
chr11	98723963	98726133	.	2170	1	1	1	XX
chr11	98768997	98769954	.	957	1	1	1	XX
chr11	98797677	98801582	.	3905	1	1	1	XX
chr11	98802647	98803965	.	1318	1	1	1	XX
chr11	98820620	98823919	.	3299	1	1	1	XX
chr11	98884378	98885895	.	1517	1	1	1	XX
chr11	99090516	99092793	.	2277	1	1	1	XX
chr11	99247220	99248346	.	1126	1	1	2	XX
chr12	100138760	100139719	.	959	1	1	0	X0
chr12	100630091	100631191	.	1100	1	1	2	XX
chr12	101121759	101122497	.	738	1	2	1	XX
chr12	101122586	101123624	.	1038	1	2	1	XX
chr12	101348245	101349478	.	1233	1	1	1	XX
chr12	101424806	101425801	.	995	1	1	1	XX
chr12	101437306	101439665	.	2359	1	1	2	XX
chr12	101757794	101758990	.	1196	1	1	1	XX
chr12	101962137	101963368	.	1231	1	1	1	XX
chr12	102017040	102018092	.	1052	1	1	1	XX
chr12	102320050	102322475	.	2425	1	1	2	XX
chr12	103150325	103151872	.	1547	1	1	1	XX
chr12	103195420	103196475	.	1055	1	1	1	XX
chr12	103213000	103215180	.	2180	1	1	1	XX
chr12	103521407	103522038	.	631	1	1	0	X0
chr12	10397481	10398438	.	957	1	1	1	XX
chr12	103981121	103982916	.	1795	1	1	1	XX
chr12	103995016	103997377	.	2361	1	1	1	XX
chr12	104115195	104116068	.	873	1	1	1	XX
chr12	104116683	104117456	.	773	1	1	0	X0
chr12	104626856	104627826	.	970	1	1	1	XX
chr12	104662934	104664211	.	1277	1	1	1	XX
chr12	105988963	105990244	.	1281	1	1	2	XX
chr12	106247156	106248508	.	1352	1	1	1	XX
chr12	106268997	106270590	.	1593	1	1	1	XX
chr12	106270762	106272053	.	1291	1	1	1	XX
chr12	106921860	106924183	.	2323	1	1	2	XX
chr12	107022058	107022794	.	736	1	1	0	X0
chr12	107022893	107024117	.	1224	1	1	1	XX
chr12	109416267	109417261	.	994	1	1	1	XX
chr12	109417888	109418835	.	947	1	1	1	XX
chr12	109512759	109513598	.	839	1	1	0	X0
chr12	109513871	109515031	.	1160	1	1	1	XX
chr12	109661257	109662294	.	1037	1	1	1	XX
chr12	109793246	109794208	.	962	1	1	1	XX
chr12	110030407	110030976	.	569	1	1	1	XX
chr12	110031273	110032444	.	1171	1	1	1	XX
chr12	110032661	110033910	.	1249	1	1	1	XX
chr12	110073308	110074152	.	844	1	2	1	XX
chr12	110074196	110075371	.	1175	1	2	1	XX
chr12	110131562	110132806	.	1244	1	1	1	XX
chr12	111684118	111685276	.	1158	1	1	1	XX
chr12	111685378	111686132	.	754	1	1	0	X0
chr12	111723258	111725517	.	2259	1	1	1	XX
chr12	111828690	111830891	.	2201	1	1	1	XX
chr12	111839577	111841235	.	1658	1	1	1	XX
chr12	111933512	111934615	.	1103	1	1	1	XX
chr12	111934721	111935375	.	654	1	1	1	XX
chr12	111975267	111977266	.	1999	1	1	2	XX
chr12	112078272	112079453	.	1181	1	1	1	XX
chr12	112081971	112083391	.	1420	1	1	1	XX
chr12	112087858	112089463	.	1605	1	1	1	XX
chr12	112126332	112128592	.	2260	1	1	1	XX
chr12	112276216	112277363	.	1147	1	1	1	XX
chr12	112277896	112278861	.	965	1	1	0	X0
chr12	112404835	112405925	.	1090	1	1	1	XX
chr12	112614307	112616990	.	2683	1	1	2	XX
chr12	112680504	112682711	.	2207	1	1	1	XX
chr12	11271626	11272777	.	1151	1	2	2	XX
chr12	11272837	11274070	.	1233	1	2	2	XX
chr12	112775428	112776197	.	769	1	1	1	XX
chr12	112776877	112777957	.	1080	1	1	1	XX
chr12	112812741	112814376	.	1635	1	1	1	XX
chr12	112915913	112917442	.	1529	1	1	1	XX
chr12	112950309	112952085	.	1776	1	1	2	XX
chr12	112996443	112998383	.	1940	1	1	1	XX
chr12	113051321	113053434	.	2113	1	1	2	XX
chr12	113145324	113146113	.	789	1	1	0	X0
chr12	113204090	113205341	.	1251	1	1	1	XX
chr12	113826726	113828888	.	2162	1	1	1	XX
chr12	113882933	113884637	.	1704	1	1	1	XX
chr12	113910894	113911988	.	1094	1	1	1	XX
chr12	113912551	113913236	.	685	1	1	1	XX
chr12	113930950	113932135	.	1185	1	1	1	XX
chr12	113960523	113961754	.	1231	1	1	1	XX
chr12	114031225	114032505	.	1280	1	2	1	XX
chr12	114032538	114034090	.	1552	1	2	1	XX
chr12	114046831	114048388	.	1557	1	1	1	XX
chr12	114066205	114067663	.	1458	1	1	1	XX
chr12	114067825	114068735	.	910	1	1	1	XX
chr12	114179752	114180699	.	947	1	1	0	X0
chr12	114187787	114188816	.	1029	1	1	1	XX
chr12	114214688	114215303	.	615	1	1	1	XX
chr12	114237717	114238973	.	1256	1	1	1	XX
chr12	114252667	114253862	.	1195	1	1	1	XX
chr12	114335680	114336571	.	891	1	1	1	XX
chr12	114336723	114338110	.	1387	1	1	1	XX
chr12	114394528	114395360	.	832	1	1	0	X0
chr12	114424125	114425075	.	950	1	1	0	X0
chr12	117286095	117286735	.	640	1	1	1	XX
chr12	117518611	117519545	.	934	1	1	0	X0
chr12	117519560	117521077	.	1517	1	1	1	XX
chr12	117643608	117644838	.	1230	1	1	1	XX
chr12	119082008	119082877	.	869	1	1	1	XX
chr12	119538833	119539762	.	929	1	1	0	X0
chr12	119540012	119540813	.	801	1	1	2	XX
chr12	13255126	13256585	.	1459	1	1	1	XX
chr12	13275555	13276796	.	1241	1	1	1	XX
chr12	15820950	15823564	.	2614	1	1	1	XX
chr12	16595900	16596703	.	803	1	1	1	XX
chr12	16817615	16818940	.	1325	1	1	1	XX
chr12	16900859	16901583	.	724	1	1	0	X0
chr12	16901946	16903521	.	1575	1	1	1	XX
chr12	17005543	17007291	.	1748	1	1	1	XX
chr12	17273272	17274302	.	1030	1	1	1	XX
chr12	17354534	17355948	.	1414	1	1	1	XX
chr12	17550866	17551537	.	671	1	1	0	X0
chr12	17551760	17552649	.	889	1	1	1	XX
chr12	17697193	17699025	.	1832	1	1	1	XX
chr12	20202627	20203264	.	637	1	1	0	X0
chr12	21116940	21117600	.	660	1	1	0	X0
chr12	21290825	21293201	.	2376	1	1	1	XX
chr12	21322135	21322826	.	691	1	1	1	XX
chr12	21378374	21380156	.	1782	1	1	1	XX
chr12	21423527	21424286	.	759	1	1	1	XX
chr12	21548874	21549650	.	776	1	1	1	XX
chr12	25182938	25184012	.	1074	1	1	0	X0
chr12	25336147	25337179	.	1032	1	1	1	XX
chr12	25392464	25393898	.	1434	1	1	1	XX
chr12	25515470	25516297	.	827	1	1	0	X0
chr12	25659529	25660595	.	1066	1	1	1	XX
chr12	25779992	25781257	.	1265	1	1	1	XX
chr12	27140047	27141589	.	1542	1	1	0	X0
chr12	27154195	27155371	.	1176	1	1	1	XX
chr12	29319362	29321433	.	2071	1	1	1	XX
chr12	29334117	29335566	.	1449	1	1	1	XX
chr12	29359808	29361392	.	1584	1	1	1	XX
chr12	29434319	29435365	.	1046	1	1	1	XX
chr12	29436354	29437433	.	1079	1	1	1	XX
chr12	30622597	30624270	.	1673	1	1	1	XX
chr12	31269245	31270343	.	1098	1	1	1	XX
chr12	31595712	31597434	.	1722	1	1	1	XX
chr12	31949504	31951694	.	2190	1	1	1	XX
chr12	32035139	32036614	.	1475	1	1	1	XX
chr12	32183376	32185404	.	2028	1	1	1	XX
chr12	32339063	32340520	.	1457	1	1	1	XX
chr12	3234727	3235420	.	693	1	1	0	X0
chr12	3235462	3236743	.	1281	1	1	1	XX
chr12	32634543	32635177	.	634	1	1	0	X0
chr12	32744061	32746774	.	2713	1	1	1	XX
chr12	33063621	33065183	.	1562	1	1	1	XX
chr12	3307233	3308259	.	1026	1	2	1	XX
chr12	3308470	3310056	.	1586	1	2	1	XX
chr12	33505299	33506268	.	969	1	1	1	XX
chr12	33637962	33638711	.	749	1	1	1	XX
chr12	33639049	33640227	.	1178	1	1	1	XX
chr12	3364824	3365939	.	1115	1	1	1	XX
chr12	33830938	33834203	.	3265	1	1	2	XX
chr12	34114366	34115333	.	967	1	1	1	XX
chr12	3425427	3425983	.	556	1	1	1	XX
chr12	3426816	3427864	.	1048	1	1	1	XX
chr12	34642752	34644608	.	1856	1	1	1	XX
chr12	3571795	3572368	.	573	1	2	1	XX
chr12	3572407	3573546	.	1139	1	2	1	XX
chr12	35731174	35733084	.	1910	1	1	1	XX
chr12	36218398	36219525	.	1127	1	1	1	XX
chr12	36882019	36885261	.	3242	1	1	1	XX
chr12	37107756	37108881	.	1125	1	1	1	XX
chr12	39505285	39507659	.	2374	1	1	1	XX
chr12	40763258	40764635	.	1377	1	1	1	XX
chr12	4082254	4083270	.	1016	1	1	1	XX
chr12	40948339	40949902	.	1563	1	1	1	XX
chr12	41171602	41172514	.	912	1	2	1	XX
chr12	41172610	41174013	.	1403	1	2	1	XX
chr12	41750605	41751365	.	760	1	1	1	XX
chr12	4233306	4234675	.	1369	1	1	1	XX
chr12	45309952	45311150	.	1198	1	1	1	XX
chr12	45369404	45371103	.	1699	1	1	1	XX
chr12	4599216	4601172	.	1956	1	1	2	XX
chr12	4824166	4825263	.	1097	1	1	1	XX
chr12	4850017	4850877	.	860	1	1	1	XX
chr12	4913628	4914327	.	699	1	1	0	X0
chr12	4923529	4924724	.	1195	1	2	2	XX
chr12	4924792	4925402	.	610	1	2	2	XX
chr12	51748883	51750131	.	1248	1	1	1	XX
chr12	52448887	52450015	.	1128	1	1	2	XX
chr12	52478417	52479236	.	819	1	1	1	XX
chr12	52791232	52792690	.	1458	1	1	1	XX
chr12	52929363	52930538	.	1175	1	1	1	XX
chr12	52930651	52931714	.	1063	1	1	1	XX
chr12	53071589	53072564	.	975	1	1	1	XX
chr12	53106776	53107894	.	1118	1	1	1	XX
chr12	53198539	53199135	.	596	1	1	0	X0
chr12	53603872	53604703	.	831	1	1	1	XX
chr12	53605299	53606380	.	1081	1	1	1	XX
chr12	53703792	53704766	.	974	1	1	1	XX
chr12	55303626	55305008	.	1382	1	1	1	XX
chr12	55756513	55757725	.	1212	1	1	1	XX
chr12	55795956	55797212	.	1256	1	1	1	XX
chr12	55895785	55897029	.	1244	1	1	1	XX
chr12	55962940	55963879	.	939	1	1	1	XX
chr12	56087161	56087854	.	693	1	1	0	X0
chr12	56180834	56181436	.	602	1	1	1	XX
chr12	56402864	56404795	.	1931	1	1	1	XX
chr12	56499066	56500924	.	1858	1	1	1	XX
chr12	56591120	56593639	.	2519	1	1	2	XX
chr12	56920970	56921805	.	835	1	2	1	XX
chr12	56921897	56922625	.	728	1	2	1	XX
chr12	56937204	56938367	.	1163	1	1	1	XX
chr12	57445903	57447172	.	1269	1	1	1	XX
chr12	58331394	58332121	.	727	1	1	1	XX
