chr	start	end	length	summit	tags	-10*log10(pvalue)	fold_enrichment	FDR(%)
chr11	119089542	119090116	575	398	17	68.70	8.89	1.68
chr11	119107155	119107746	592	433	21	71.93	6.52	1.64
chr11	119129041	119129865	825	220	25	97.95	11.00	1.63
chr11	119137956	119138410	455	322	12	66.29	11.67	1.71
chr11	119138627	119139139	513	348	13	52.94	7.33	3.10
chr11	119161008	119161841	834	463	37	177.10	17.51	2.18
chr11	119205991	119206701	711	309	22	73.26	9.17	1.58
chr11	119211279	119212467	1189	220	26	53.52	7.13	2.98
chr11	119251256	119252061	806	459	24	69.61	7.33	1.69
chr11	119253250	119253681	432	302	12	57.29	9.17	2.37
chr11	119297488	119298383	896	523	31	141.86	13.44	1.97
chr11	119352309	119353093	785	599	27	116.97	10.15	1.60
chr11	119353941	119354695	755	189	19	51.97	5.02	3.29
chr11	119402557	119403185	629	133	16	52.57	6.92	3.19
chr11	119407805	119409261	1457	272	42	163.49	14.67	1.93
chr11	119464050	119465181	1132	247	35	167.17	14.04	2.03
chr11	119758902	119760200	1299	338	34	81.68	7.13	1.60
chr11	119774826	119775888	1063	332	33	107.53	9.52	1.54
chr11	119803648	119804568	921	761	28	119.55	13.58	1.61
chr11	119873608	119874260	653	273	19	63.55	6.29	1.77
chr11	119881759	119882152	394	229	12	51.25	8.38	3.43
chr11	119882624	119882967	344	221	11	55.38	8.28	2.65
chr11	119947634	119948236	603	281	16	57.46	6.47	2.34
chr11	119959440	119960055	616	325	17	52.92	8.25	3.10
chr11	120011997	120012868	872	576	21	71.87	7.86	1.63
chr11	120050619	120051333	715	312	29	167.41	18.33	2.03
chr11	120077673	120078372	700	336	24	90.09	9.24	1.62
chr11	120086149	120086776	628	327	16	51.95	6.11	3.29
chr11	120087766	120088333	568	351	15	61.29	6.11	1.93
chr11	120092197	120093159	963	638	30	157.99	17.46	1.93
chr11	120093921	120094367	447	209	15	92.57	14.75	1.67
chr11	120094650	120096471	1822	1527	51	194.61	13.20	2.69
chr11	120097597	120098273	677	272	19	91.16	13.20	1.64
chr11	120099034	120099558	525	220	13	55.39	12.22	2.65
chr11	120102212	120102638	427	124	13	63.73	10.11	1.76
chr11	120103580	120104169	590	222	22	69.22	7.21	1.68
chr11	120113247	120114033	787	453	22	86.24	9.17	1.60
chr11	120123579	120124363	785	515	19	52.15	7.33	3.26
chr11	120130794	120131292	499	320	11	50.38	10.69	3.59
chr11	120145349	120146312	964	245	26	107.74	11.16	1.55
chr11	120146388	120147113	726	389	21	87.56	10.48	1.60
chr11	120165998	120168043	2046	463	71	184.58	12.63	2.42
chr11	120172017	120172457	441	220	15	72.00	8.02	1.64
chr11	120213934	120214637	704	456	16	56.07	10.92	2.61
chr11	120214972	120215515	544	321	14	64.33	8.46	1.76
chr11	120230837	120231388	552	320	14	56.02	8.56	2.61
chr11	120298339	120299148	810	653	25	115.97	14.67	1.57
chr11	120328448	120329432	985	520	33	168.73	20.53	2.03
chr11	120345628	120346198	571	334	18	84.95	13.91	1.61
chr11	120353061	120353715	655	199	23	97.38	9.43	1.62
chr11	120393028	120393672	645	445	18	54.00	6.84	2.92
chr11	120410510	120411451	942	645	29	121.18	11.00	1.60
chr11	120434168	120435128	961	415	70	490.02	26.89	16.49
chr11	120439422	120440232	811	520	23	67.21	7.72	1.69
chr11	120442647	120443216	570	331	16	54.34	7.72	2.84
chr11	120459587	120460249	663	330	20	64.37	8.05	1.76
chr11	120469964	120470616	653	265	19	79.20	10.77	1.54
chr11	120474190	120474887	698	441	20	73.73	9.17	1.57
chr11	120478545	120479349	805	590	23	55.54	5.70	2.62
chr11	120485971	120486995	1025	379	39	133.45	17.46	1.86
chr11	120490410	120491532	1123	297	31	51.44	5.33	3.39
chr11	120494146	120494596	451	119	17	82.43	13.44	1.62
chr11	120502930	120503761	832	471	23	61.57	7.33	1.93
chr11	120504852	120505343	492	282	13	53.38	8.28	3.01
chr11	120520288	120520736	449	249	13	52.32	8.56	3.22
chr11	120522047	120523040	994	350	28	104.91	8.85	1.57
chr11	120574164	120575824	1661	966	65	251.09	18.83	3.93
chr11	120637450	120637717	268	129	10	58.96	11.00	2.19
chr11	120645832	120646442	611	292	19	93.03	12.22	1.67
chr11	120657602	120657989	388	132	23	122.99	17.42	1.63
chr11	120684730	120686390	1661	683	60	243.11	11.28	3.60
chr11	120793974	120794644	671	343	19	51.82	7.33	3.33
chr11	120810047	120810874	828	498	19	57.91	7.29	2.28
chr11	120812099	120812717	619	247	18	70.81	8.89	1.69
chr11	120905808	120906309	502	202	14	70.83	10.27	1.69
chr11	120928895	120929616	722	222	21	85.03	9.46	1.61
chr11	120979447	120979891	445	316	10	50.40	11.42	3.60
chr11	121065594	121066021	428	298	13	74.80	10.98	1.57
chr11	121097845	121098312	468	345	13	57.44	7.33	2.33
chr11	121098335	121098731	397	260	12	56.81	9.87	2.47
chr11	121120856	121121352	497	310	13	60.62	8.30	1.97
chr11	121215364	121216096	733	490	29	128.53	11.20	1.75
chr11	121312970	121313921	952	361	25	86.48	8.02	1.61
chr11	121413415	121413916	502	232	14	57.60	10.31	2.30
chr12	3235094	3236100	1007	653	32	129.24	12.31	1.74
chr12	3309343	3310483	1141	336	38	194.29	15.94	2.69
chr12	3426309	3427047	739	342	32	173.34	17.11	2.06
chr12	3562838	3563118	281	172	9	55.96	11.73	2.61
chr12	3571799	3572458	660	147	23	109.17	13.31	1.55
chr12	3749460	3749989	530	255	14	54.79	9.17	2.77
chr12	3833850	3834238	389	274	10	56.70	10.00	2.47
chr12	3855696	3856087	392	148	22	128.90	16.85	1.73
chr12	3856226	3856789	564	114	18	51.21	5.70	3.52
chr12	3868572	3869051	480	163	21	66.27	9.17	1.71
chr12	3917613	3918238	626	322	20	81.79	11.86	1.60
chr12	4038639	4038974	336	93	10	57.46	8.80	2.33
chr12	4082229	4083072	844	456	23	90.68	9.51	1.64
chr12	4133492	4134102	611	128	18	57.91	6.27	2.28
chr12	4213000	4213206	207	104	8	68.06	12.14	1.67
chr12	4233806	4234689	884	539	34	132.59	12.04	1.84
chr12	4484180	4484532	353	130	10	52.19	11.67	3.26
chr12	4775557	4776174	618	327	19	64.70	7.33	1.76
chr12	4823910	4824457	548	424	18	74.98	10.48	1.58
chr12	4848161	4848625	465	336	13	57.75	8.56	2.29
chr12	4880880	4881364	485	329	15	61.50	7.33	1.93
chr12	4914450	4914840	391	163	12	85.22	14.67	1.59
chr12	4923766	4924557	792	357	26	157.35	16.50	1.91
chr12	4924640	4925389	750	347	35	177.23	14.67	2.18
chr12	5186459	5186867	409	111	9	50.26	11.00	3.60
chr12	6464321	6464576	256	129	8	61.77	17.07	1.92
chr12	7908200	7908612	413	295	10	64.47	10.67	1.76
chr12	8319925	8320746	822	291	22	54.09	5.70	2.89
chr12	8321805	8322193	389	161	13	50.55	10.18	3.61
chr12	8335990	8336600	611	428	17	63.95	8.56	1.77
chr12	8351684	8352165	482	169	23	112.39	14.67	1.60
chr12	8389444	8389733	290	172	8	53.10	12.52	3.07
chr12	8528072	8528573	502	245	20	119.55	16.92	1.61
chr12	8647643	8648207	565	290	17	113.44	21.33	1.58
chr12	8680528	8681037	510	336	29	192.50	24.93	2.63
chr12	8778132	8778617	486	133	16	86.74	11.28	1.61
chr12	8779439	8780115	677	307	19	71.19	7.33	1.66
chr12	8788919	8789562	644	527	17	63.35	8.63	1.76
chr12	8812452	8812897	446	116	11	59.04	8.33	2.19
chr12	8848374	8848687	314	182	13	64.63	12.22	1.76
chr12	8928304	8929203	900	586	46	261.64	25.67	4.17
chr12	9036650	9037235	586	300	20	110.35	13.20	1.57
chr12	10193512	10193865	354	232	9	61.47	10.67	1.93
chr12	10397543	10398123	581	425	19	123.39	17.37	1.64
chr12	11272347	11273160	814	367	34	187.43	23.57	2.44
chr12	11371635	11372229	595	273	16	71.83	12.22	1.63
chr12	12327426	12327948	523	391	13	52.01	9.78	3.29
chr12	12587440	12587927	488	163	16	71.68	12.22	1.65
chr12	12819695	12820154	460	330	18	86.89	9.43	1.61
chr12	12943761	12944294	534	262	16	72.00	12.22	1.64
chr12	13255818	13256256	439	262	10	50.40	8.05	3.60
chr12	13572857	13573159	303	128	9	53.12	10.27	3.07
chr12	15158770	15159089	320	83	8	55.80	10.67	2.60
chr12	15823351	15824195	845	552	20	81.22	11.16	1.60
chr12	16539209	16539577	369	131	16	94.16	12.02	1.62
chr12	16596307	16596702	396	281	10	55.05	13.04	2.67
chr12	16817603	16818696	1094	434	33	108.66	10.48	1.56
chr12	16901002	16901580	579	304	14	72.57	10.48	1.59
chr12	16901590	16902129	540	125	17	93.67	12.22	1.67
chr12	17006445	17007320	876	575	32	156.56	12.64	1.89
chr12	17055830	17056093	264	133	9	72.09	19.20	1.64
chr12	17273256	17273742	487	129	12	50.17	10.11	3.63
chr12	17355121	17355542	422	117	18	92.90	15.71	1.67
chr12	17394725	17395125	401	276	10	59.37	11.00	2.09
chr12	17446536	17447499	964	364	30	142.01	14.10	1.98
chr12	17450875	17451714	840	462	33	139.01	14.67	2.01
chr12	17551145	17551808	664	287	17	52.08	9.74	3.26
chr12	17551878	17552267	390	263	10	55.67	13.04	2.61
chr12	17697205	17697737	533	273	23	153.70	19.13	1.94
chr12	17779095	17779422	328	237	8	54.94	12.80	2.73
chr12	17888203	17889078	876	348	22	101.40	11.24	1.62
chr12	18142722	18143169	448	337	11	69.99	10.67	1.67
chr12	20238491	20240221	1731	1480	67	105.25	6.09	1.58
chr12	20821519	20821899	381	257	12	87.46	23.47	1.61
chr12	21117168	21117588	421	297	9	54.85	12.80	2.76
chr12	21138433	21139113	681	439	22	67.63	7.33	1.66
chr12	21243175	21243689	515	246	10	50.40	15.11	3.60
chr12	21269997	21270641	645	347	21	58.31	11.00	2.22
chr12	21291521	21292441	921	511	38	205.55	19.64	2.71
chr12	21322075	21322481	407	173	12	61.82	12.22	1.88
chr12	21379003	21379896	894	585	49	300.94	20.78	4.75
chr12	21423395	21423924	530	278	24	115.80	12.57	1.57
chr12	21436727	21437285	559	229	13	76.92	19.20	1.59
chr12	22086898	22087200	303	211	8	57.71	12.80	2.30
chr12	25183385	25183895	511	221	15	77.82	10.27	1.55
chr12	25335479	25336195	717	321	22	107.29	12.69	1.54
chr12	25336448	25336870	423	176	13	71.86	10.27	1.63
chr12	25391538	25391921	384	201	10	53.68	10.69	2.96
chr12	25392781	25393876	1096	319	33	136.62	13.39	1.93
chr12	25659588	25659975	388	235	13	54.19	8.54	2.87
chr12	25739468	25740064	597	196	26	143.00	15.63	1.94
chr12	25780669	25781662	994	332	35	86.61	5.33	1.62
chr12	25783480	25783935	456	299	12	52.38	8.70	3.22
chr12	25804132	25804668	537	181	17	61.06	7.33	1.93
chr12	25873675	25874924	1250	477	42	102.27	6.60	1.59
chr12	25875163	25875765	603	293	23	83.32	8.96	1.58
chr12	25893712	25894574	863	287	24	87.18	9.78	1.62
chr12	25901459	25901969	511	315	21	68.03	8.67	1.67
chr12	25903147	25903641	495	406	18	66.05	9.17	1.73
chr12	26000688	26001339	652	292	21	92.97	13.01	1.67
chr12	26123095	26123817	723	334	25	114.39	15.38	1.54
chr12	26212118	26212728	611	342	16	58.88	7.84	2.20
chr12	26386924	26388265	1342	1174	43	141.17	11.52	2.01
chr12	26756393	26756821	429	258	10	58.70	11.58	2.21
chr12	26973888	26974369	482	356	21	135.59	22.00	1.92
chr12	27098985	27100184	1200	221	30	76.89	6.38	1.59
chr12	27153794	27155032	1239	372	70	551.34	45.13	25.00
chr12	27874168	27874569	402	247	9	52.81	11.58	3.13
chr12	27996097	27996487	391	202	11	76.29	14.93	1.58
chr12	29206939	29207331	393	289	10	51.11	8.80	3.53
chr12	29320396	29321080	685	501	19	79.20	10.05	1.54
chr12	29334232	29334816	585	208	21	91.96	12.57	1.65
chr12	29435046	29435517	472	316	13	58.70	11.38	2.21
chr12	29471994	29472600	607	329	13	72.58	14.93	1.59
chr12	30687332	30687774	443	256	9	52.93	10.67	3.10
chr12	30699384	30699727	344	121	9	54.91	10.48	2.76
chr12	31269081	31269729	649	276	20	102.35	19.07	1.59
chr12	31569279	31569636	358	134	8	51.93	12.80	3.31
chr12	31596142	31596770	629	338	17	51.71	9.17	3.35
chr12	32035869	32036280	412	282	10	55.29	8.53	2.66
chr12	32184157	32185076	920	292	32	118.76	7.71	1.60
chr12	32339446	32340303	858	283	44	332.52	31.16	5.81
chr12	32634118	32634676	559	238	15	80.08	13.33	1.57
chr12	32673941	32674361	421	248	12	64.85	10.48	1.76
chr12	32694404	32695058	655	328	19	53.33	8.15	3.02
chr12	32745456	32745783	328	128	9	50.17	10.27	3.63
chr12	32796398	32796741	344	118	10	54.90	8.46	2.76
chr12	33026347	33026733	387	122	9	50.50	10.48	3.61
chr12	33031105	33031459	355	134	8	52.21	12.80	3.26
chr12	33063787	33064808	1022	273	26	136.48	13.51	1.92
chr12	33504586	33505292	707	383	27	135.81	20.78	1.93
chr12	33505574	33506266	693	405	17	71.01	10.92	1.68
chr12	33638560	33639813	1254	898	44	218.37	22.00	3.10
chr12	33816711	33817303	593	286	20	123.34	19.21	1.64
chr12	33998990	33999427	438	261	14	60.05	8.38	2.03
chr12	34010097	34010861	765	389	33	141.72	11.92	2.00
chr12	34017631	34018182	552	369	14	57.78	7.59	2.29
chr12	34114336	34114916	581	181	21	116.54	16.92	1.59
chr12	34505056	34505412	357	119	8	52.02	10.67	3.28
chr12	34642983	34643772	790	409	22	112.83	11.00	1.58
chr12	35731521	35732245	725	411	18	71.58	11.73	1.66
chr12	36188753	36189098	346	232	8	51.51	12.22	3.36
chr12	36219341	36219728	388	274	9	57.25	10.48	2.37
chr12	36768660	36769280	621	414	21	121.21	15.94	1.60
chr12	36772891	36773433	543	291	19	99.04	13.09	1.65
chr12	36882784	36884062	1279	544	35	157.81	10.48	1.92
chr12	37108140	37109038	899	660	27	144.29	20.17	1.88
chr12	39506499	39506974	476	356	14	61.20	9.31	1.93
chr12	40763587	40764243	657	350	21	63.36	7.23	1.76
chr12	40948773	40949925	1153	405	37	102.30	6.76	1.59
chr12	41171780	41172664	885	431	29	158.56	13.97	1.96
chr12	41262777	41263208	432	307	14	79.18	13.20	1.54
chr12	42052131	42052756	626	286	21	145.34	34.14	1.91
chr12	42979407	42980042	636	338	19	108.77	17.46	1.54
chr12	45131517	45131882	366	251	8	51.17	10.67	3.53
chr12	45310676	45311557	882	666	26	135.01	17.89	1.91
chr12	45322783	45323362	580	399	20	141.57	19.20	1.99
chr12	45369832	45370633	802	322	28	74.22	7.33	1.56
chr12	47919683	47920144	462	336	12	66.34	15.25	1.72
chr12	50484066	50484397	332	203	9	63.96	14.93	1.77
chr12	50485921	50486352	432	129	10	50.40	7.92	3.63
chr12	52448814	52449433	620	263	24	177.64	29.87	2.19
chr12	52595596	52595904	309	125	9	62.85	13.51	1.80
chr12	52662550	52662949	400	268	10	50.40	7.33	3.60
chr12	52694225	52694981	757	173	16	62.56	8.33	1.82
chr12	52791990	52792567	578	261	15	92.98	17.07	1.67
chr12	52792641	52793638	998	484	65	585.97	49.07	27.27
chr12	52800834	52801209	376	131	8	50.25	10.67	3.63
chr12	52929857	52930786	930	718	28	149.58	12.83	1.91
chr12	52930846	52931191	346	116	12	70.51	18.33	1.69
chr12	52948941	52949495	555	213	15	74.16	13.47	1.56
chr12	53071719	53072445	727	424	18	68.75	10.11	1.68
chr12	53107177	53107596	420	200	10	50.40	9.24	3.60
chr12	53198593	53199057	465	107	12	68.67	10.73	1.68
chr12	53604375	53604948	574	269	18	63.25	7.33	1.75
chr12	53605138	53605973	836	261	22	96.92	12.75	1.63
chr12	55303889	55304892	1004	282	30	114.44	11.00	1.54
chr12	55357625	55358112	488	198	13	57.04	8.85	2.40
chr12	55431994	55432309	316	99	8	53.68	11.89	2.96
chr12	55505969	55506508	540	349	16	62.15	7.33	1.85
chr12	55796288	55797194	907	544	34	155.98	17.19	1.88
chr12	55963469	55964445	977	285	22	54.33	6.29	2.85
chr12	56085742	56086731	990	352	32	151.53	14.67	1.94
chr12	56086919	56087623	705	328	20	95.96	10.27	1.61
chr12	56181168	56181944	777	345	29	206.26	25.60	2.73
chr12	56490231	56491336	1106	679	81	517.63	45.04	18.75
chr12	56499423	56500163	741	320	32	181.63	17.02	2.32
chr12	56551125	56551648	524	134	16	79.64	10.86	1.56
chr12	56567441	56568202	762	544	20	66.66	8.15	1.72
chr12	56593243	56593775	533	279	17	78.58	9.51	1.55
chr12	56700771	56701220	450	209	12	71.49	12.83	1.66
chr12	56921670	56922060	391	282	9	51.01	10.73	3.52
chr12	57446650	57447079	430	184	12	62.86	10.27	1.80
chr12	57797723	57798304	582	412	18	83.81	12.80	1.59
chr12	58331211	58331728	518	151	12	58.00	7.97	2.28
chr12	58643265	58643670	406	247	9	56.22	10.67	2.58
chr12	58647267	58647593	327	194	9	50.28	11.73	3.60
chr12	59314504	59314875	372	225	9	59.56	12.80	2.07
chr12	60021666	60022091	426	297	15	68.48	11.45	1.66
chr12	60112429	60113271	843	297	28	117.85	11.00	1.61
chr12	60161892	60162634	743	569	28	150.52	13.62	1.95
chr12	60167464	60168256	793	313	23	109.94	11.73	1.56
chr12	60232267	60232873	607	310	21	86.88	9.17	1.61
chr12	60319999	60320632	634	317	17	102.22	14.26	1.61
chr12	60320668	60321138	471	254	12	65.59	12.22	1.75
chr12	60835033	60835343	311	194	8	56.80	14.93	2.48
chr12	66018549	66019030	482	357	10	51.87	9.17	3.32
chr12	66066385	66066816	432	129	16	85.14	13.44	1.59
chr12	66137051	66137980	930	612	35	239.47	26.48	3.70
chr12	66174551	66174948	398	148	11	64.13	11.67	1.76
chr12	66176431	66176732	302	116	9	61.75	14.67	1.92
chr12	66273217	66273956	740	494	52	436.27	46.66	11.64
chr12	68322895	68323215	321	127	8	55.69	14.93	2.61
chr12	70124641	70124993	353	120	8	52.41	10.67	3.22
chr12	70285413	70285919	507	153	19	106.90	12.22	1.53
chr12	70297783	70298493	711	371	20	95.31	10.27	1.61
chr12	70298580	70299464	885	128	24	83.97	9.17	1.60
chr12	70342669	70343176	508	375	18	112.94	16.67	1.59
chr12	70397428	70398400	973	558	36	193.52	14.38	2.67
chr12	70457715	70458227	513	277	12	66.34	13.17	1.72
chr12	70462352	70462912	561	212	26	170.09	24.93	2.02
chr12	70472525	70473446	922	603	29	139.00	14.10	2.01
chr12	70473753	70474433	681	289	23	75.25	7.49	1.59
chr12	70548955	70549400	446	134	12	52.62	7.33	3.18
chr12	70602591	70603176	586	253	18	61.94	13.75	1.87
chr12	70641020	70641696	677	423	18	63.46	7.21	1.77
chr12	70642518	70643175	658	322	21	98.92	16.72	1.64
chr12	70683609	70684326	718	447	21	94.57	13.20	1.62
chr12	70782005	70782410	406	98	9	50.53	9.17	3.61
chr12	70825277	70825998	722	295	20	70.20	7.41	1.68
chr12	70852979	70853481	503	165	14	57.50	9.17	2.33
chr12	70891382	70891776	395	231	13	75.46	11.73	1.60
chr12	70891793	70892421	629	259	15	51.90	10.27	3.31
chr12	70918591	70918882	292	169	9	51.63	10.86	3.36
chr12	70964367	70965049	683	298	24	128.14	19.74	1.74
chr12	70993429	70994000	572	410	19	98.08	13.75	1.63
chr12	71087554	71088454	901	572	38	283.16	27.74	4.08
chr12	71212536	71213770	1235	658	32	106.71	9.17	1.54
chr12	71298321	71298738	418	256	10	50.40	12.26	3.60
chr12	71328058	71328939	882	274	22	72.43	9.78	1.59
chr12	71461348	71461779	432	273	10	50.40	7.92	3.63
chr12	71553658	71554460	803	384	36	167.42	17.66	2.03
chr12	71591554	71591894	341	106	8	53.60	14.93	2.98
chr12	71839486	71839961	476	263	14	77.21	14.04	1.58
chr12	71926321	71926935	615	283	25	168.65	24.44	2.03
chr12	71953914	71954605	692	171	37	235.88	23.16	3.53
chr12	71974472	71974987	516	210	17	81.74	17.11	1.60
chr12	71979949	71980435	487	225	12	56.98	11.73	2.42
chr12	72038911	72039324	414	187	12	64.45	13.97	1.76
chr12	72069116	72070001	886	467	38	258.42	30.40	4.02
chr12	72115894	72116892	999	376	53	398.22	26.83	8.67
chr12	72237291	72237815	525	243	17	92.70	10.27	1.66
chr12	72932061	72933027	967	486	31	175.07	16.92	2.11
chr12	73171227	73171922	696	364	20	116.42	13.16	1.59
chr12	73186498	73187258	761	514	25	113.56	14.67	1.56
chr12	73462884	73463509	626	283	14	54.97	10.86	2.71
chr12	73636961	73637638	678	161	23	116.97	13.58	1.60
chr12	73861613	73862319	707	445	24	107.00	16.44	1.53
chr12	73945038	73945504	467	215	29	182.45	19.90	2.34
chr12	74146966	74148112	1147	670	30	135.72	14.67	1.93
chr12	74284812	74285182	371	238	11	58.20	9.52	2.25
chr12	74387377	74388219	843	410	28	69.88	6.60	1.68
chr12	74443083	74443657	575	288	17	74.73	11.00	1.57
chr12	74549946	74550435	490	362	20	86.40	11.68	1.60
chr12	74646542	74647230	689	398	22	101.40	11.37	1.62
chr12	74675624	74676153	530	239	18	77.22	11.52	1.58
chr12	74685028	74686107	1080	581	33	147.62	10.86	1.94
chr12	74867151	74867746	596	301	29	149.09	15.10	1.90
chr12	74880132	74881373	1242	623	57	181.35	11.33	2.31
chr12	75008506	75009661	1156	557	33	165.08	14.31	1.97
chr12	75417888	75418353	466	190	13	73.49	15.00	1.57
chr12	76549866	76550468	603	275	17	62.13	11.52	1.85
chr12	76696459	76696992	534	267	12	70.53	12.80	1.69
chr12	76697020	76697747	728	304	21	93.51	11.73	1.67
chr12	76770546	76771019	474	240	13	69.16	12.48	1.68
chr12	76836082	76837020	939	579	25	106.28	13.75	1.53
chr12	76918881	76919516	636	435	16	78.08	11.00	1.55
chr12	77028538	77029083	546	293	16	81.88	13.20	1.61
chr12	77144649	77145060	412	281	9	55.66	10.67	2.62
chr12	77355954	77356643	690	354	27	138.34	19.55	1.99
chr12	77470397	77471178	782	152	18	73.47	8.15	1.57
chr12	77471331	77471774	444	288	12	65.33	11.16	1.74
chr12	77504560	77505209	650	383	19	88.52	12.22	1.62
chr12	77505311	77505705	395	282	11	50.83	8.56	3.54
chr12	77634017	77634769	753	463	32	162.39	20.78	1.95
chr12	77634777	77635287	511	196	17	76.77	10.11	1.59
chr12	77641643	77642451	809	252	20	81.29	10.69	1.60
chr12	77647257	77648472	1216	809	51	104.79	6.29	1.57
chr12	77683726	77684142	417	129	10	50.37	9.17	3.59
chr12	77730526	77730898	373	259	10	50.40	10.94	3.60
chr12	78062472	78063038	567	287	20	101.31	11.38	1.63
chr12	78063130	78063591	462	116	12	51.93	10.27	3.29
chr12	78140131	78141367	1237	743	40	81.80	5.33	1.60
chr12	78280077	78280395	319	91	9	50.68	12.83	3.59
chr12	78338794	78340445	1652	1280	71	489.63	30.28	16.33
chr12	78633558	78634075	518	206	20	78.47	11.94	1.54
chr12	78677083	78677658	576	165	18	57.91	6.76	2.28
chr12	78866854	78867141	288	116	9	55.03	11.73	2.69
chr12	79050452	79050877	426	297	13	83.33	14.67	1.58
chr12	79326593	79327584	992	699	32	98.54	9.17	1.63
chr12	79327619	79328518	900	570	32	209.00	19.20	2.74
chr12	79457553	79457778	226	114	8	62.17	13.26	1.85
chr12	79849506	79850232	727	358	32	206.37	20.28	2.74
chr12	79962253	79962883	631	358	22	101.40	13.88	1.62
chr12	80007633	80008178	546	422	20	89.82	9.43	1.61
chr12	80019099	80019645	547	204	17	83.81	12.03	1.59
chr12	80024617	80025098	482	131	14	63.15	11.00	1.77
chr12	80046868	80047169	302	119	9	51.78	11.28	3.33
chr12	80081420	80082147	728	416	55	294.60	19.80	4.62
chr12	80086045	80086572	528	193	25	104.23	10.84	1.57
chr12	80107229	80108520	1292	571	36	112.64	9.17	1.58
chr12	80190318	80190812	495	370	19	100.80	14.67	1.65
chr12	80273404	80273997	594	124	19	72.21	8.71	1.61
chr12	80852682	80853034	353	170	11	50.29	8.63	3.60
chr12	80938902	80940211	1310	662	59	145.67	8.46	1.92
chr12	80943983	80944889	907	356	32	90.37	9.53	1.63
chr12	81060729	81061900	1172	306	36	90.60	7.33	1.64
chr12	81071130	81071786	657	226	23	60.96	8.00	1.95
chr12	81091532	81092491	960	343	39	169.05	17.08	2.04
chr12	81102718	81103251	534	323	17	54.38	8.96	2.84
chr12	81105110	81105665	556	201	29	103.86	11.00	1.58
chr12	81124518	81125237	720	159	22	66.27	8.25	1.71
chr12	81133218	81133917	700	547	21	57.70	7.70	2.29
chr12	81210693	81211305	613	315	16	72.31	11.28	1.60
chr12	81214130	81214845	716	361	18	83.85	10.92	1.59
chr12	81216162	81217078	917	587	32	145.14	15.44	1.90
chr12	81340644	81341003	360	132	9	50.62	9.78	3.59
chr12	81360710	81361234	525	294	18	85.14	11.78	1.61
chr12	81361324	81362006	683	205	24	113.10	10.48	1.57
chr12	81564029	81564672	644	128	22	101.40	10.63	1.62
chr12	81620017	81620487	471	175	12	54.96	10.86	2.71
chr12	81744304	81745060	757	337	24	108.63	12.64	1.56
chr12	81802417	81802867	451	334	13	59.27	8.56	2.08
chr12	81831798	81832083	286	119	8	56.22	13.51	2.59
chr12	81858214	81859658	1445	247	37	182.25	12.57	2.33
chr12	81859679	81860185	507	380	12	68.16	11.58	1.68
chr12	81891106	81892396	1291	1032	39	165.28	17.60	1.97
chr12	82046122	82047375	1254	284	44	225.09	21.39	3.22
chr12	82175599	82175981	383	211	9	52.70	12.83	3.16
chr12	82433598	82434083	486	290	11	55.27	13.33	2.66
chr12	82633610	82634114	505	307	20	86.40	12.96	1.60
chr12	82864530	82864911	382	169	11	57.66	9.68	2.29
chr12	82960788	82961238	451	277	13	70.65	9.17	1.68
chr12	82961284	82962040	757	115	24	96.59	11.78	1.62
chr12	83270882	83271315	434	312	16	100.56	18.72	1.64
chr12	83412866	83413515	650	293	22	63.30	9.53	1.75
chr12	83440416	83440923	508	307	16	65.75	8.38	1.75
chr12	84827107	84828429	1323	817	39	127.60	8.62	1.76
chr12	84861430	84861821	392	259	9	51.84	11.00	3.32
chr12	84937918	84938592	675	363	27	164.36	18.33	1.95
chr12	85028954	85029668	715	132	20	94.89	13.20	1.61
chr12	85119634	85120161	528	178	16	63.47	8.38	1.77
chr12	85122101	85122765	665	335	16	50.35	8.38	3.59
chr12	85291427	85291925	499	199	20	117.01	17.65	1.60
chr12	85292185	85292605	421	200	12	50.91	7.78	3.54
chr12	85394731	85395095	365	262	9	54.51	11.00	2.82
chr12	85488699	85489536	838	722	24	109.17	10.75	1.55
chr12	85518109	85518779	671	298	20	57.27	7.33	2.36
chr12	85528955	85530519	1565	322	50	107.40	8.07	1.54
chr12	85533570	85535215	1646	1425	55	222.35	14.40	3.08
chr12	85547611	85548071	461	116	13	50.67	9.43	3.59
chr12	85559159	85559924	766	272	27	114.91	11.86	1.55
chr12	85563346	85563965	620	287	15	51.36	8.89	3.39
chr12	85625932	85626464	533	369	27	123.20	13.04	1.64
chr12	85657574	85658462	889	513	32	132.34	10.48	1.83
chr12	85729764	85730321	558	122	20	88.18	9.43	1.62
chr12	85749419	85750298	880	506	34	222.31	20.17	3.07
chr12	85758036	85758710	675	385	18	71.39	8.56	1.67
chr12	85856359	85856664	306	130	9	62.22	13.16	1.85
chr12	85920048	85920532	485	246	13	55.68	9.78	2.61
chr12	85957974	85958535	562	194	14	58.68	9.17	2.21
chr12	85982331	85982721	391	123	10	66.02	10.48	1.73
chr12	86014296	86014697	402	130	12	62.40	10.86	1.83
chr12	86015845	86016509	665	495	27	142.20	12.22	1.95
chr12	86016579	86017305	727	567	19	51.06	6.29	3.53
chr12	86031883	86032841	959	686	34	114.92	12.83	1.55
chr12	86039281	86040052	772	435	22	82.42	11.00	1.62
chr12	86075944	86076623	680	116	20	73.69	7.33	1.57
chr12	86091573	86092096	524	185	19	79.20	11.53	1.54
