peak_chr	peak_start	peak_end	gene_name	gene_class	distance
chr15	36723870	36724730	YWHAZ:NM_011740	core_gene_TSS_peak	0
chr15	38448794	38449079	AZIN1:NM_001102458:NM_018745	core_gene_TSS_peak	0
chr1	53907941	53908811	HECW2:NM_001001883:NM_172655	core_gene_genebody_peak	0
chr15	39756103	39756507	LRP12:NM_172814	core_gene_genebody_peak	0
chr15	41663887	41664340	OXR1:NM_001130166:NM_001130165:NM_001130163:NM_130885:NM_001130164	core_gene_genebody_peak	0
chr15	41677741	41678370	OXR1:NM_001130166:NM_001130165:NM_001130163:NM_130885:NM_001130164	core_gene_genebody_peak	0
chr1	54185506	54186337	HECW2:NM_001001883:NM_172655	core_gene_genebody_peak	0
chr1	54898578	54899131	ANKRD44:NM_001081433:NM_177835	core_gene_genebody_peak	0
chr1	54899400	54900265	ANKRD44:NM_001081433:NM_177835	core_gene_genebody_peak	0
chr15	50530062	50530460	TRPS1:NM_032000	core_gene_genebody_peak	0
chr15	50719745	50720534	TRPS1:NM_032000	core_gene_genebody_peak	0
chr1	55085697	55086381	SF3B1:NM_031179	core_gene_genebody_peak	0
chr15	5138001	5138549	TTC33:NM_026213	core_gene_genebody_peak	0
chr1	55267019	55267602	RFTN2:NM_028713	core_gene_genebody_peak	0
chr1	55272053	55272670	RFTN2:NM_028713	core_gene_genebody_peak	0
chr1	55568978	55569628	PLCL1:NM_001114663	core_gene_genebody_peak	0
chr15	57641316	57641837	ZHX2:NM_199449	core_gene_genebody_peak	0
chr1	55795724	55796509	PLCL1:NM_001114663	core_gene_genebody_peak	0
chr15	57966567	57967053	ATAD2:NM_027435	core_gene_TSS_peak	0
chr15	58046538	58047379	FBXO32:NM_026346	core_gene_genebody_peak	0
chr15	58175400	58175926	NM_027211:NM_027211	core_gene_genebody_peak	0
chr15	58842186	58842570	MTSS1:NM_001146180:NM_144800	core_gene_genebody_peak	0
chr15	58874745	58875692	MTSS1:NM_001146180:NM_144800	core_gene_genebody_peak	0
chr15	58879297	58880393	MTSS1:NM_001146180:NM_144800	core_gene_genebody_peak	0
chr15	58890893	58891603	MTSS1:NM_001146180:NM_144800	core_gene_genebody_peak	0
chr15	59224986	59226221	NSMCE2:NM_001164604:NM_026746	core_gene_genebody_peak	0
chr15	63755969	63756442	NR_029414:NR_029414	core_gene_genebody_peak	0
chr15	64063600	64064311	ASAP1:NM_010026	core_gene_genebody_peak	0
chr15	66306699	66307384	LRRC6:NM_019457	core_gene_genebody_peak	0
chr15	66511381	66512115	TG:NM_009375	core_gene_genebody_peak	0
chr15	66799735	66800388	NDRG1:NM_008681	core_gene_genebody_peak	0
chr15	66974793	66975570	ST3GAL1:NM_009177	core_gene_genebody_peak	0
chr15	66980275	66980925	ST3GAL1:NM_009177	core_gene_genebody_peak	0
chr15	68071100	68071503	ZFAT:NM_001145888:NM_198644	core_gene_genebody_peak	0
chr1	56889905	56890543	SATB2:NM_139146	core_gene_genebody_peak	0
chr15	7166998	7167618	EGFLAM:NM_178748	core_gene_genebody_peak	0
chr15	72695805	72696373	TRAPPC9:NM_029640:NM_180662:NM_001164642:NM_001164643:NM_001164641	core_gene_genebody_peak	0
chr15	72776046	72776693	TRAPPC9:NM_029640:NM_180662:NM_001164642:NM_001164643:NM_001164641	core_gene_genebody_peak	0
chr15	72984226	72985924	EIF2C2:NM_153178	core_gene_genebody_peak	0
chr15	72986615	72987745	EIF2C2:NM_153178	core_gene_genebody_peak	0
chr15	73343206	73343983	DENND3:NM_001081066	core_gene_genebody_peak	0
chr15	73434711	73435158	SLC45A4:NM_001168255:NM_001033219	core_gene_genebody_peak	0
chr15	73457673	73458419	SLC45A4:NM_001168255:NM_001033219	core_gene_genebody_peak	0
chr15	73528488	73529284	GPR20:NM_173365	core_gene_genebody_peak	0
chr15	73562028	73563550	PTP4A3:NM_001166390:NM_001166389:NM_001166388:NM_008975	core_gene_genebody_peak	0
chr15	73573697	73574662	PTP4A3:NM_001166390:NM_001166389:NM_001166388:NM_008975	core_gene_genebody_peak	0
chr15	73620169	73620917	GM628:NM_001033365	core_gene_genebody_peak	0
chr15	76181068	76181882	MAF1:NM_001164607:NM_026859:NM_001164608	core_gene_TSS_peak	0
chr15	76181068	76181882	SHARPIN:NM_025340	core_gene_TSS_peak	0
chr15	76210539	76210912	HEATR7A:NM_175457:NM_001162489	core_gene_genebody_peak	0
chr15	76276743	76278203	HEATR7A:NM_175457:NM_001162489	core_gene_genebody_peak	0
chr15	76511355	76512458	PPP1R16A:NM_033371	core_gene_genebody_peak	0
chr15	77640835	77641607	MYH9:NM_022410	core_gene_genebody_peak	0
chr15	77664643	77665402	MYH9:NM_022410	core_gene_genebody_peak	0
chr15	7784787	7786047	GDNF:NM_010275	core_gene_genebody_peak	0
chr15	78085419	78086103	NCF4:NM_008677	core_gene_genebody_peak	0
chr15	78271273	78272279	TMPRSS6:NM_027902	core_gene_genebody_peak	0
chr15	78402935	78403735	RAC2:NM_009008	core_gene_TSS_peak	0
chr15	78435594	78436599	CYTH4:NM_028195	core_gene_genebody_peak	0
chr15	78520969	78521718	ELFN2:NM_183141	core_gene_genebody_peak	0
chr15	78522448	78523258	ELFN2:NM_183141	core_gene_genebody_peak	0
chr15	78679185	78679902	CDC42EP1:NM_027219	core_gene_genebody_peak	0
chr15	78777566	78778004	TRIOBP:NM_001039155:NM_138579:NM_001039156:NM_001024716	core_gene_genebody_peak	0
chr15	79758012	79758392	CBX7:NM_144811	core_gene_genebody_peak	0
chr15	80084982	80086073	ATF4:NM_009716	core_gene_TSS_peak	0
chr15	80150123	80150681	CACNA1I:NM_001044308	core_gene_genebody_peak	0
chr15	80615062	80615600	TNRC6B:NM_144812:NM_177124	core_gene_genebody_peak	0
chr15	80840570	80841463	SGSM3:NM_134091	core_gene_genebody_peak	0
chr15	81857812	81858929	XRCC6:NM_010247	core_gene_genebody_peak	0
chr15	82054485	82055328	TNFRSF13C:NM_028075	core_gene_TSS_peak	0
chr1	58271956	58272749	AOX4:NM_023631	core_gene_genebody_peak	0
chr15	83277952	83278768	PACSIN2:NM_011862:NM_001159510:NM_001159509	core_gene_genebody_peak	0
chr15	83433112	83433612	SCUBE1:NM_022723	core_gene_genebody_peak	0
chr1	58360478	58361038	AOX3L1:NM_001008419	core_gene_genebody_peak	0
chr15	84009213	84009780	PNPLA3:NM_054088	core_gene_genebody_peak	0
chr15	84022348	84023052	SAMM50:NM_178614	core_gene_TSS_peak	0
chr15	84102791	84103359	PARVB:NM_133167	core_gene_genebody_peak	0
chr15	84129019	84130096	PARVB:NM_133167	core_gene_genebody_peak	0
chr15	84514791	84515491	ARHGAP8:NM_146061	core_gene_genebody_peak	0
chr15	84515725	84516275	ARHGAP8:NM_146061	core_gene_genebody_peak	0
chr15	84818450	84819226	5031439G07RIK:NM_001033273	core_gene_genebody_peak	0
chr1	58501868	58502821	NIF3L1:NM_022988	core_gene_TSS_peak	0
chr1	58501868	58502821	PPIL3:NM_027351:NM_027374	core_gene_TSS_peak	0
chr15	85235177	85235527	ATXN10:NM_016843	core_gene_genebody_peak	0
chr15	85238863	85239570	ATXN10:NM_016843	core_gene_genebody_peak	0
chr15	85683061	85683983	TTC38:NM_001033337	core_gene_genebody_peak	0
chr15	85834937	85835785	CELSR1:NM_009886	core_gene_genebody_peak	0
chr15	85865257	85865960	CELSR1:NM_009886	core_gene_genebody_peak	0
chr15	85899281	85900244	GRAMD4:NM_172611	core_gene_genebody_peak	0
chr15	85941127	85941623	GRAMD4:NM_172611	core_gene_genebody_peak	0
chr15	85988640	85989013	CERK:NM_145475	core_gene_genebody_peak	0
chr15	86003775	86004780	CERK:NM_145475	core_gene_genebody_peak	0
chr15	86013045	86013591	CERK:NM_145475	core_gene_genebody_peak	0
chr1	58854153	58854622	CASP8:NM_009812:NM_001080126	core_gene_genebody_peak	0
chr15	88582507	88582842	ZBED4:NM_181412	core_gene_genebody_peak	0
chr15	89203378	89204137	TYMP:NM_138302:NM_001111288	core_gene_genebody_peak	0
chr15	9393231	9393984	CAPSL:NM_029341	core_gene_genebody_peak	0
chr15	95736739	95737369	ANO6:NM_175344	core_gene_genebody_peak	0
chr15	97089775	97090255	FAM113B:NM_172293	core_gene_genebody_peak	0
chr15	97551403	97552382	PP11R:NM_008902:NM_001168693	core_gene_genebody_peak	0
chr15	97561463	97561852	PP11R:NM_008902:NM_001168693	core_gene_TSS_peak	0
chr15	97580721	97581756	RAPGEF3:NM_144850	core_gene_genebody_peak	0
chr15	97652261	97652968	HDAC7:NM_019572	core_gene_genebody_peak	0
chr15	97905411	97905898	SENP1:NM_144851	core_gene_genebody_peak	0
chr15	97923349	97924637	PFKM:NM_001163488:NM_001163487:NM_021514	core_gene_TSS_peak	0
chr15	97923349	97924637	SENP1:NM_144851	core_gene_TSS_peak	0
chr15	98397966	98398694	CCNT1:NM_009833	core_gene_TSS_peak	0
chr15	98397966	98398694	NR_028442:NR_028442	core_gene_TSS_peak	0
chr15	99084205	99085510	MCRS1:NM_016766:NM_001164156	core_gene_genebody_peak	0
chr15	99171298	99172326	FMNL3:NM_011711	core_gene_genebody_peak	0
chr15	99181958	99182552	FMNL3:NM_011711	core_gene_genebody_peak	0
chr15	99222609	99223572	TMBIM6:NM_026669:NM_001171034:NM_001171036:NM_001171035	core_gene_TSS_peak	0
chr15	99500263	99500789	ACCN2:NM_009597	core_gene_genebody_peak	0
chr16	10508490	10509479	CIITA:NM_007575	core_gene_genebody_peak	0
chr16	10676375	10677225	CLEC16A:NM_177562	core_gene_genebody_peak	0
chr16	10842361	10842798	A630055G03RIK:NM_001162932	core_gene_genebody_peak	0
chr16	10978950	10980407	LITAF:NM_019980	core_gene_genebody_peak	0
chr16	11069584	11070348	SNN:NM_009223	core_gene_genebody_peak	0
chr16	11467575	11468244	SNX29:NM_028964	core_gene_genebody_peak	0
chr16	11494917	11495753	SNX29:NM_028964	core_gene_genebody_peak	0
chr16	11636745	11638050	SNX29:NM_028964	core_gene_genebody_peak	0
chr16	11714467	11715278	SNX29:NM_028964	core_gene_genebody_peak	0
chr16	13903187	13903729	PDXDC1:NM_001039533:NM_053181	core_gene_TSS_peak	0
chr16	14435557	14436160	ABCC1:NM_008576	core_gene_genebody_peak	0
chr16	14439134	14439606	ABCC1:NM_008576	core_gene_genebody_peak	0
chr16	16863766	16864671	IGLL1:IMP_00003_NM_001190325	core_gene_TSS_peak	0
chr16	16865153	16865881	IGLL1:IMP_00003_NM_001190325	core_gene_genebody_peak	0
chr16	16869107	16869687	TOP3B:NM_011624	core_gene_TSS_peak	0
chr16	16869107	16869687	VPREB1:NM_016982	core_gene_TSS_peak	0
chr16	16871085	16871748	TOP3B:NM_011624	core_gene_genebody_peak	0
chr16	16871085	16871748	VPREB1:NM_016982	core_gene_genebody_peak	0
chr16	16988855	16989381	MAPK1:NM_001038663:NM_011949	core_gene_genebody_peak	0
chr16	17209074	17209970	RIMBP3:NM_001033338	core_gene_genebody_peak	0
chr16	17258391	17259666	HIC2:NM_178922	core_gene_genebody_peak	0
chr16	17303320	17304289	PI4KA:NM_001001983	core_gene_genebody_peak	0
chr16	17651993	17652735	MED15:NM_033609:NM_001040683	core_gene_genebody_peak	0
chr16	17925347	17925775	SLC25A1:NM_153150	core_gene_genebody_peak	0
chr16	17980179	17980778	VPREB2:NM_016983	core_gene_TSS_peak	0
chr16	18077545	18078126	PRODH:NM_011172	core_gene_genebody_peak	0
chr16	18129076	18130004	RTN4R:NM_022982	core_gene_genebody_peak	0
chr16	18363069	18363464	ARVCF:NM_033474	core_gene_genebody_peak	0
chr16	19761729	19762248	B3GNT5:NM_054052:NM_001159408:NM_001159407	core_gene_genebody_peak	0
chr16	20536879	20537648	AP2M1:NM_009679	core_gene_genebody_peak	0
chr16	20701405	20703058	CLCN2:NM_009900	core_gene_genebody_peak	0
chr16	20701405	20703058	FAM131A:NM_133778	core_gene_genebody_peak	0
chr16	21473184	21474143	VPS8:NM_001081366	core_gene_genebody_peak	0
chr16	21492842	21493367	VPS8:NM_001081366	core_gene_genebody_peak	0
chr16	21625812	21626648	VPS8:NM_001081366	core_gene_genebody_peak	0
chr16	22061106	22062212	IGF2BP2:NM_183029	core_gene_genebody_peak	0
chr16	22062342	22062787	IGF2BP2:NM_183029	core_gene_genebody_peak	0
chr16	23286597	23287095	ST6GAL1:NM_145933	core_gene_genebody_peak	0
chr16	24445540	24446096	LPP:NM_178665:NM_001145952:NM_001145954	core_gene_genebody_peak	0
chr16	24914234	24915070	LPP:NM_178665:NM_001145952:NM_001145954	core_gene_genebody_peak	0
chr1	62749132	62749612	NRP2:NM_001077407:NM_001077406:NM_001077403:NM_010939:NM_001077405:NM_001077404	core_gene_genebody_peak	0
chr16	29236018	29236444	ATP13A5:NM_175650	core_gene_genebody_peak	0
chr16	29579125	29579588	OPA1:NM_133752	core_gene_TSS_peak	0
chr16	30961293	30961705	AI480653:NM_198626	core_gene_genebody_peak	0
chr16	30962169	30963123	AI480653:NM_198626	core_gene_genebody_peak	0
chr16	30971752	30972826	AI480653:NM_198626	core_gene_genebody_peak	0
chr16	31893786	31894597	MFI2:NM_013900	core_gene_genebody_peak	0
chr16	32003175	32003578	SENP5:NM_177103	core_gene_TSS_peak	0
chr16	32163480	32164038	LRRC33:NM_146069	core_gene_genebody_peak	0
chr16	32176741	32177773	BEX6:NM_001033539	core_gene_genebody_peak	0
chr16	33698050	33698604	HEG1:NM_175256	core_gene_genebody_peak	0
chr16	33733019	33733694	HEG1:NM_175256	core_gene_genebody_peak	0
chr16	33751194	33752216	HEG1:NM_175256	core_gene_genebody_peak	0
chr16	34997423	34998155	MYLK:NM_139300	core_gene_genebody_peak	0
chr16	35190712	35191335	ADCY5:NM_001012765	core_gene_genebody_peak	0
chr16	35484925	35485499	PDIA5:NM_028295	core_gene_genebody_peak	0
chr16	36711828	36712378	ILDR1:NM_134109	core_gene_genebody_peak	0
chr16	38239496	38240218	GSK3B:NM_019827	core_gene_genebody_peak	0
chr16	38346957	38347572	COX17:NM_001017429	core_gene_TSS_peak	0
chr16	38742729	38743273	B4GALT4:NM_019804	core_gene_genebody_peak	0
chr16	3975706	3976667	NLRC3:NM_001081280	core_gene_TSS_peak	0
chr16	3983132	3983723	BTBD12:NM_177472	core_gene_genebody_peak	0
chr1	64007939	64008850	RP23-374K2.1:NR_027824	core_gene_genebody_peak	0
chr16	44138801	44139822	ATP6V1A:NM_007508	core_gene_TSS_peak	0
chr16	44138801	44139822	NAA50:NM_028108	core_gene_TSS_peak	0
chr16	4673793	4674418	CORO7:NM_030205	core_gene_genebody_peak	0
chr16	4679698	4680074	CORO7:NM_030205	core_gene_TSS_peak	0
chr16	4718962	4719621	NMRAL1:NM_026393	core_gene_TSS_peak	0
chr16	4912867	4913633	MGRN1:NM_029657	core_gene_genebody_peak	0
chr1	64972123	64972745	PLEKHM3:NM_001039493	core_gene_genebody_peak	0
chr1	65003380	65004206	PLEKHM3:NM_001039493	core_gene_TSS_peak	0
chr16	5012378	5013290	ROGDI:NM_133185	core_gene_genebody_peak	0
chr16	5164101	5164687	NM_001127725:NM_001127725	core_gene_genebody_peak	0
chr16	52038395	52038900	CBLB:NM_001033238	core_gene_genebody_peak	0
chr16	56090461	56090866	SENP7:NM_001003972:NM_025483:NM_001003971:NM_001003973	core_gene_genebody_peak	0
chr16	57121192	57121763	TOMM70A:NM_138599	core_gene_genebody_peak	0
chr16	57336830	57337344	2610528E23RIK:NM_025599	core_gene_genebody_peak	0
chr16	57346022	57346911	2610528E23RIK:NM_025599	core_gene_genebody_peak	0
chr16	57348775	57349411	2610528E23RIK:NM_025599	core_gene_genebody_peak	0
chr16	58481167	58482226	ST3GAL6:NM_018784	core_gene_genebody_peak	0
chr16	58498068	58499205	ST3GAL6:NM_018784	core_gene_genebody_peak	0
chr16	58638119	58638886	E330017A01RIK:NM_175011	core_gene_TSS_peak	0
chr16	59451612	59452013	GABRR3:NM_001081190	core_gene_genebody_peak	0
chr16	59517330	59517669	CRYBG3:NM_174848	core_gene_genebody_peak	0
chr1	66862325	66863107	1110028C15RIK:NM_177645:NM_001122738	core_gene_genebody_peak	0
chr1	6750666	6751143	ST18:NM_173868	core_gene_genebody_peak	0
chr16	77393735	77394068	NR_015543:NR_015543	core_gene_genebody_peak	0
chr16	78557561	78558186	D16ERTD472E:NM_025967	core_gene_genebody_peak	0
chr16	90891794	90892284	4931408A02RIK:NM_027627	core_gene_genebody_peak	0
chr16	91416900	91417717	IL10RB:NM_008349	core_gene_genebody_peak	0
chr16	91484777	91485443	IFNAR1:NM_010508	core_gene_genebody_peak	0
chr16	91545708	91546264	IFNGR2:NM_008338	core_gene_genebody_peak	0
chr16	91546568	91547035	IFNGR2:NM_008338	core_gene_genebody_peak	0
chr16	91826024	91826538	ITSN1:NM_001110276:NM_001110275:NM_010587	core_gene_genebody_peak	0
chr16	91931732	91932166	ATP5O:NM_138597	core_gene_TSS_peak	0
chr16	92357733	92358371	KCNE1:NM_008424	core_gene_genebody_peak	0
chr16	92426080	92426849	RCAN1:NM_019466:NM_001081549	core_gene_genebody_peak	0
chr16	92644775	92645477	RUNX1:NM_001111023:NM_009821:NM_001111021:NM_001111022	core_gene_genebody_peak	0
chr16	92696752	92697344	RUNX1:NM_001111023:NM_009821:NM_001111021:NM_001111022	core_gene_genebody_peak	0
chr16	92782678	92783008	RUNX1:NM_001111023:NM_009821:NM_001111021:NM_001111022	core_gene_genebody_peak	0
chr16	92823048	92824244	RUNX1:NM_001111023:NM_009821:NM_001111021:NM_001111022	core_gene_genebody_peak	0
chr16	93831089	93831605	MORC3:NM_001045529	core_gene_genebody_peak	0
chr16	94007202	94008196	CLDN14:NM_001165925:NM_001165926:NM_019500	core_gene_genebody_peak	0
chr16	94739190	94739780	DSCR3:NM_007834	core_gene_genebody_peak	0
chr16	94868826	94869236	DYRK1A:NM_007890:NM_001113389	core_gene_genebody_peak	0
chr16	95648800	95650481	ERG:NM_133659	core_gene_genebody_peak	0
chr16	95651577	95652090	ERG:NM_133659	core_gene_genebody_peak	0
chr16	95653763	95654845	ERG:NM_133659	core_gene_genebody_peak	0
chr16	95675071	95675732	ERG:NM_133659	core_gene_genebody_peak	0
chr16	95680831	95681585	ERG:NM_133659	core_gene_genebody_peak	0
chr16	97321273	97322333	DSCAM:NM_031174	core_gene_genebody_peak	0
chr16	98169934	98170439	ZFP295:NM_175428:NM_001081685:NM_001081684	core_gene_genebody_peak	0
chr17	12454135	12454938	MAP3K4:NM_011948	core_gene_genebody_peak	0
chr17	12497730	12498754	MAP3K4:NM_011948	core_gene_genebody_peak	0
chr17	12589194	12589555	PLG:NM_008877	core_gene_genebody_peak	0
chr17	12697887	12698472	SLC22A3:NM_011395	core_gene_genebody_peak	0
chr17	12947613	12948671	CT030636.1:NR_002853:NR_027784:NR_027772:NR_027773	core_gene_genebody_peak	0
chr17	12947613	12948671	IGF2R:NM_010515	core_gene_genebody_peak	0
chr17	13108112	13109450	MRPL18:NM_026310	core_gene_TSS_peak	0
chr17	13108112	13109450	TCP1:NM_013686	core_gene_TSS_peak	0
chr1	7155496	7155784	PCMTD1:NM_183028	core_gene_genebody_peak	0
chr17	15700810	15701437	PRDM9:NM_144809	core_gene_genebody_peak	0
chr17	23735668	23736404	ZFP13:NM_011747	core_gene_genebody_peak	0
chr17	23735668	23736404	ZSCAN10:NM_001033425	core_gene_genebody_peak	0
chr17	24388352	24388995	CCNF:NM_007634	core_gene_TSS_peak	0
chr1	72475749	72476172	MARCH4:NM_001045533	core_gene_genebody_peak	0
chr17	24986886	24987595	FAHD1:NM_023480	core_gene_TSS_peak	0
chr17	24986886	24987595	HAGH:NM_024284:NM_001159626	core_gene_TSS_peak	0
chr1	72536370	72537433	MARCH4:NM_001045533	core_gene_genebody_peak	0
chr17	25410514	25411856	NR_027452:NR_027452	core_gene_TSS_peak	0
chr17	25410514	25411856	UBE2I:NM_011665:NM_001177610:NM_001177609	core_gene_TSS_peak	0
chr17	25910397	25910893	NARFL:NM_026238	core_gene_TSS_peak	0
chr17	26135100	26135906	RAB11FIP3:NM_153140:NM_001162869:NM_001162868	core_gene_genebody_peak	0
chr1	72629268	72629974	SMARCAL1:NM_018817	core_gene_TSS_peak	0
chr17	26367944	26368344	ITFG3:NM_207217	core_gene_genebody_peak	0
chr17	26389539	26389996	LUC7L:NM_025881:NM_028190	core_gene_TSS_peak	0
chr17	27724751	27725478	NUDT3:NM_019837	core_gene_genebody_peak	0
chr17	27758645	27759329	NUDT3:NM_019837	core_gene_genebody_peak	0
chr17	27792843	27793768	PACSIN1:NM_011861:NM_178365	core_gene_genebody_peak	0
chr17	27846584	27847089	PACSIN1:NM_011861:NM_178365	core_gene_genebody_peak	0
chr17	28135079	28135701	ANKS1:NM_181413	core_gene_genebody_peak	0
chr17	28151783	28152808	ANKS1:NM_181413	core_gene_genebody_peak	0
chr17	28342151	28343222	DEF6:NM_027185	core_gene_genebody_peak	0
chr17	28342151	28343222	ZFP523:NM_172617	core_gene_genebody_peak	0
chr17	28344314	28345594	DEF6:NM_027185	core_gene_TSS_peak	0
chr17	28354994	28355622	DEF6:NM_027185	core_gene_genebody_peak	0
chr17	28414073	28414607	PPARD:NM_011145	core_gene_genebody_peak	0
chr17	28621884	28622520	FKBP5:NM_010220	core_gene_genebody_peak	0
chr17	28758094	28758717	SRPK1:NM_016795	core_gene_genebody_peak	0
chr1	72877003	72877792	IGFBP2:NM_008342	core_gene_genebody_peak	0
chr17	28966082	28966846	BRPF3:NM_001081315	core_gene_genebody_peak	0
chr17	29144705	29145458	STK38:NM_134115	core_gene_TSS_peak	0
chr17	29280045	29280870	RAB44:NM_001002786	core_gene_genebody_peak	0
chr17	29299201	29299747	CPNE5:NM_153166	core_gene_genebody_peak	0
chr17	29301413	29302245	CPNE5:NM_153166	core_gene_genebody_peak	0
chr17	29303797	29304859	CPNE5:NM_153166	core_gene_genebody_peak	0
chr17	29398524	29399497	PPIL1:NM_026845	core_gene_genebody_peak	0
chr17	29475153	29476507	MTCH1:NM_019880	core_gene_genebody_peak	0
chr17	29477327	29478019	MTCH1:NM_019880	core_gene_genebody_peak	0
chr17	29478184	29479076	MTCH1:NM_019880	core_gene_genebody_peak	0
chr17	29502100	29502823	FGD2:NM_013710:NM_001159538	core_gene_genebody_peak	0
chr17	30193076	30193533	ZFAND3:NM_148926	core_gene_genebody_peak	0
chr17	30472412	30473122	BTBD9:NM_172618:NM_027060	core_gene_genebody_peak	0
chr17	30479639	30480447	BTBD9:NM_172618:NM_027060	core_gene_genebody_peak	0
chr17	3083835	3084777	PISD-PS2:NR_003519	core_gene_TSS_peak	0
chr17	30978937	30979441	DNAHC8:NM_013811	core_gene_genebody_peak	0
chr17	30996372	30997046	DNAHC8:NM_013811	core_gene_genebody_peak	0
chr17	31203682	31204657	ABCG1:NM_009593	core_gene_genebody_peak	0
chr17	31329519	31329974	TMPRSS3:NM_080727:NM_001163776	core_gene_genebody_peak	0
chr17	31523425	31524356	PDE9A:NM_008804:NM_001163748	core_gene_genebody_peak	0
chr17	32187674	32188415	RRP1B:NM_028244:NM_001163734	core_gene_genebody_peak	0
chr17	32216505	32217249	NR_027316:NR_027316	core_gene_genebody_peak	0
chr17	32506195	32506514	WIZ:NM_212438:NM_011717:NR_033525	core_gene_genebody_peak	0
chr17	33084135	33084619	CYP4F13:NM_130882	core_gene_TSS_peak	0
chr17	33917597	33918490	ANGPTL4:NM_020581	core_gene_genebody_peak	0
chr17	34057318	34058105	TAPBP:NM_009318:NM_001025313	core_gene_genebody_peak	0
chr17	34066414	34066746	RGL2:NM_009059	core_gene_genebody_peak	0
chr17	34279609	34280489	H2-DMB2:NM_010388	core_gene_genebody_peak	0
chr17	34335493	34336203	PSMB8:NM_010724	core_gene_genebody_peak	0
chr17	34347466	34348106	TAP2:NM_011530	core_gene_genebody_peak	0
chr17	34376590	34377449	H2-OB:NM_010389	core_gene_genebody_peak	0
chr17	34451154	34451724	H2-EB1:NM_010382	core_gene_genebody_peak	0
chr17	34763646	34764367	PPT2:NM_019441	core_gene_TSS_peak	0
chr17	34763646	34764367	PRRT1:NM_030890	core_gene_TSS_peak	0
chr17	35158127	35158613	D17H6S56E-3:NM_138582	core_gene_genebody_peak	0
chr17	35342006	35342712	LTA:NM_010735	core_gene_TSS_peak	0
chr17	35359068	35359690	NFKBIL1:NM_010909	core_gene_genebody_peak	0
chr17	35360303	35361039	NFKBIL1:NM_010909	core_gene_genebody_peak	0
chr17	36002198	36003382	2310014H01RIK:NM_001146711:NM_001146710:NM_175242	core_gene_TSS_peak	0
chr17	36002198	36003382	NRM:NM_134122	core_gene_TSS_peak	0
chr17	36973553	36974073	TRIM26:NM_001025599	core_gene_genebody_peak	0
chr17	37088389	37088857	PPP1R11:NM_029632	core_gene_TSS_peak	0
chr1	74283372	74284027	ARPC2:NM_029711	core_gene_genebody_peak	0
chr1	74331104	74332161	AAMP:NM_146110	core_gene_TSS_peak	0
chr1	74331104	74332161	PNKD:NM_025580:NM_001039509:NM_019999	core_gene_TSS_peak	0
chr17	43416177	43417324	GPR110:NM_133776	core_gene_genebody_peak	0
chr17	43837068	43837528	CYP39A1:NM_018887	core_gene_genebody_peak	0
chr17	43840078	43840557	CYP39A1:NM_018887	core_gene_genebody_peak	0
chr17	44791319	44792294	RUNX2:NM_001145920:NM_009820:NM_001146038	core_gene_genebody_peak	0
chr17	44834064	44834628	RUNX2:NM_001145920:NM_009820:NM_001146038	core_gene_genebody_peak	0
chr17	45570406	45571350	CDC5L:NM_152810	core_gene_TSS_peak	0
chr17	45710653	45711422	HSP90AB1:NM_008302	core_gene_genebody_peak	0
chr17	45766212	45767236	CAPN11:NM_001013767	core_gene_genebody_peak	0
chr17	45768814	45769331	CAPN11:NM_001013767	core_gene_genebody_peak	0
chr17	46269191	46269723	RSPH9:NM_029338	core_gene_genebody_peak	0
chr1	74633947	74635148	BCS1L:NM_025784	core_gene_TSS_peak	0
chr1	74633947	74635148	ZFP142:NM_029888	core_gene_TSS_peak	0
chr17	46420710	46421294	TJAP1:NM_028751	core_gene_genebody_peak	0
chr17	46632452	46632983	BC048355:NM_207161	core_gene_genebody_peak	0
chr17	46782091	46783534	KLC4:NM_029091	core_gene_TSS_peak	0
chr17	46782091	46783534	MRPL2:NM_025302	core_gene_TSS_peak	0
chr17	47314492	47315255	TRERF1:NM_001097623:NM_172622	core_gene_genebody_peak	0
chr17	47668297	47669189	CCND3:NM_001081636:NM_001081635:NM_007632	core_gene_genebody_peak	0
chr17	47678644	47679562	CCND3:NM_001081636:NM_001081635:NM_007632	core_gene_genebody_peak	0
chr17	47689939	47690357	CCND3:NM_001081636:NM_001081635:NM_007632	core_gene_genebody_peak	0
chr17	47693487	47694249	CCND3:NM_001081636:NM_001081635:NM_007632	core_gene_genebody_peak	0
chr17	47905326	47906631	TCFEB:NM_001161722:NM_001161723:NM_011549	core_gene_genebody_peak	0
chr17	48567473	48568114	APOBEC2:NM_009694	core_gene_genebody_peak	0
chr17	50312589	50313261	RFTN1:NM_181397	core_gene_genebody_peak	0
chr17	50319024	50319775	RFTN1:NM_181397	core_gene_genebody_peak	0
chr17	50321517	50322336	RFTN1:NM_181397	core_gene_genebody_peak	0
chr17	50667866	50668186	PLCL2:NM_013880	core_gene_genebody_peak	0
chr17	5079476	5079988	ARID1B:NM_001085355	core_gene_genebody_peak	0
chr17	50902709	50903141	TBC1D5:NM_028162	core_gene_genebody_peak	0
chr1	75214415	75215127	TUBA4A:NM_009447	core_gene_genebody_peak	0
chr17	53828867	53829383	SGOL1:NM_028232	core_gene_genebody_peak	0
chr17	56160383	56161280	SH3GL1:NM_013664	core_gene_genebody_peak	0
chr17	56520319	56521340	KDM4B:NM_172132	core_gene_genebody_peak	0
